,Unnamed: 0,totalpop,poverty_White,poverty_Black,poverty_AmerInd,poverty_Asian,poverty_NatHaw,poverty_Multi,poverty_Hisp,Name,Country,state,CountyName,StateName,white_rate,black_rate,amerind_rate,asian_rate,nathaw_rate,multi_rate,hisp_rate
24,24,1841569.0,84204.0,8640.0,1727.0,46368.0,1008.0,7001.0,82551.0,"Santa Clara County, California",85,6,Santa Clara County, California,4.572405378239968,0.469165152106709,0.09377872889910724,2.517852982972672,0.05473593441244939,0.3801649571642442,4.482644961986218
25,25,267203.0,27806.0,468.0,331.0,1952.0,126.0,2043.0,18397.0,"Santa Cruz County, California",87,6,Santa Cruz County, California,10.406320288320117,0.17514773411975165,0.12387585468726026,0.7305307200892205,0.04715515918608698,0.7645872239458391,6.885027488463828
26,26,178520.0,25344.0,644.0,878.0,948.0,51.0,2110.0,4478.0,"Shasta County, California",89,6,Shasta County, California,14.19672865785346,0.3607438942415416,0.4918216446336545,0.531032937485996,0.028568227649563075,1.1819403988348645,2.5084024198969304
27,27,3019.0,382.0,2.0,0.0,1.0,0.0,6.0,119.0,"Sierra County, California",91,6,Sierra County, California,12.65319642265651,0.06624710168930109,0.0,0.033123550844650546,0.0,0.1987413050679033,3.941702550513415
28,28,44261.0,8059.0,150.0,548.0,118.0,95.0,665.0,1627.0,"Siskiyou County, California",93,6,Siskiyou County, California,18.20790312012833,0.3388988048168817,1.2381103002643408,0.2666003931226136,0.2146359097173584,1.5024513680215088,3.675922369580444
29,29,421624.0,24479.0,12052.0,478.0,4849.0,323.0,3913.0,19106.0,"Solano County, California",95,6,Solano County, California,5.805883915526629,2.8584710547786654,0.11337115534220064,1.1500768457203576,0.07660854220822344,0.9280780980209856,4.531525719598505
30,30,491790.0,41720.0,1331.0,1037.0,2350.0,184.0,2304.0,24264.0,"Sonoma County, California",97,6,Sonoma County, California,8.48329571565099,0.2706439740539661,0.21086235995038533,0.4778462351816832,0.037414343520608385,0.4684926493015312,4.93381321295675
31,31,522794.0,74150.0,4611.0,1320.0,4329.0,1203.0,4853.0,59989.0,"Stanislaus County, California",99,6,Stanislaus County, California,14.183406848586634,0.881991759660593,0.25248950829581057,0.8280508192519425,0.2301097564241365,0.928281502848158,11.474691752391957
32,32,95067.0,9488.0,394.0,342.0,2378.0,140.0,1228.0,7275.0,"Sutter County, California",101,6,Sutter County, California,9.98032966223821,0.4144445496334164,0.3597462841995645,2.501393753878844,0.14726456078344746,1.2917205760148105,7.652497712139858
33,33,63284.0,9677.0,136.0,455.0,63.0,18.0,491.0,3193.0,"Tehama County, California",103,6,Tehama County, California,15.291384868213134,0.2149042411984072,0.7189811010682005,0.09955122937867393,0.028443208393906832,0.7758675178560142,5.045509133430251
34,34,13515.0,2093.0,0.0,138.0,21.0,63.0,156.0,247.0,"Trinity County, California",105,6,Trinity County, California,15.486496485386608,0.0,1.0210876803551607,0.15538290788013318,0.4661487236403996,1.1542730299667037,1.8275989641139476
35,35,451108.0,97603.0,3067.0,1999.0,2857.0,187.0,4360.0,94983.0,"Tulare County, California",107,6,Tulare County, California,21.636282220665564,0.6798815361288205,0.4431311348945264,0.6333294909423021,0.041453487856566495,0.9665091286343848,21.055490037862327
36,36,54347.0,6506.0,70.0,158.0,27.0,0.0,503.0,936.0,"Tuolumne County, California",109,6,Tuolumne County, California,11.97122196257383,0.1288019577897584,0.29072441901116897,0.04968075514747825,0.0,0.9255340681178356,1.7222661784459123
37,37,835790.0,69648.0,2128.0,981.0,3477.0,36.0,3845.0,61106.0,"Ventura County, California",111,6,Ventura County, California,8.333193744840212,0.2546094114550306,0.11737398150253052,0.41601359193098747,0.004307302073487359,0.4600437909044137,7.311166680625518
38,38,204162.0,20326.0,1485.0,441.0,8840.0,287.0,2385.0,13164.0,"Yolo County, California",113,6,Yolo County, California,9.955819398320939,0.7273635642284069,0.2160049372557087,4.329894887393344,0.14057464170609613,1.1681899667910776,6.447820848149997
39,39,73059.0,10376.0,785.0,419.0,1550.0,109.0,1392.0,4587.0,"Yuba County, California",115,6,Yuba County, California,14.202220123461856,1.0744740552156475,0.5735090817010908,2.1215729752665653,0.14919448664777782,1.9053094074651995,6.278487250030798
40,40,461558.0,47462.0,4367.0,876.0,2088.0,299.0,2039.0,38131.0,"Adams County, Colorado",1,8,Adams County, Colorado,10.282998019750496,0.9461432799344828,0.1897919654734616,0.4523808492107168,0.0647805909549829,0.4417646319639135,8.261366935466398
41,41,16111.0,3789.0,167.0,68.0,0.0,0.0,87.0,2291.0,"Alamosa County, Colorado",3,8,Alamosa County, Colorado,23.51809322822916,1.0365588728198123,0.422071876357768,0.0,0.0,0.540003724163615,14.22009806964186
42,42,596684.0,38906.0,12477.0,1064.0,3088.0,144.0,3799.0,24456.0,"Arapahoe County, Colorado",5,8,Arapahoe County, Colorado,6.520369240670103,2.0910565726582244,0.178318842134195,0.5175268651413478,0.024133377130943684,0.6366854147253823,4.0986518827386025
43,43,12132.0,881.0,5.0,18.0,3.0,0.0,38.0,496.0,"Archuleta County, Colorado",7,8,Archuleta County, Colorado,7.26178700956149,0.04121332014507089,0.1483679525222552,0.02472799208704253,0.0,0.31322123310253874,4.088361358391031
44,44,3735.0,520.0,29.0,20.0,2.0,3.0,10.0,42.0,"Baca County, Colorado",9,8,Baca County, Colorado,13.922356091030789,0.7764390896921017,0.535475234270415,0.0535475234270415,0.08032128514056225,0.2677376171352075,1.1244979919678717
45,45,6000.0,660.0,0.0,17.0,0.0,0.0,11.0,364.0,"Bent County, Colorado",11,8,Bent County, Colorado,11.0,0.0,0.2833333333333333,0.0,0.0,0.18333333333333326,6.066666666666666
46,46,305166.0,35546.0,753.0,296.0,1408.0,58.0,1372.0,12207.0,"Boulder County, Colorado",13,8,Boulder County, Colorado,11.648086615153721,0.24675094866400585,0.09699638885065834,0.4613882280463748,0.019006049166683053,0.44959136994291626,4.0001179685810335
47,47,59027.0,2908.0,164.0,0.0,359.0,0.0,140.0,526.0,"Broomfield County, Colorado",14,8,Broomfield County, Colorado,4.9265590323072495,0.2778389550544666,0.0,0.6081962491741068,0.0,0.2371795957782032,0.8911176241381062
48,48,18121.0,1385.0,0.0,0.0,1.0,0.0,94.0,229.0,"Chaffee County, Colorado",15,8,Chaffee County, Colorado,7.643066055957176,0.0,0.0,0.005518459246178467,0.0,0.5187351691407759,1.2637271673748691
49,49,2153.0,174.0,0.0,4.0,0.0,0.0,0.0,88.0,"Cheyenne County, Colorado",17,8,Cheyenne County, Colorado,8.081746400371575,0.0,0.18578727357176034,0.0,0.0,0.0,4.087320018578727
50,50,9114.0,732.0,46.0,0.0,0.0,0.0,2.0,101.0,"Clear Creek County, Colorado",19,8,Clear Creek County, Colorado,8.031599736668861,0.5047180162387536,0.0,0.0,0.0,0.021944261575597986,1.1081852095676978
51,51,8276.0,1391.0,5.0,0.0,4.0,0.0,76.0,1083.0,"Conejos County, Colorado",21,8,Conejos County, Colorado,16.80763653939101,0.06041565973900435,0.0,0.04833252779120348,0.0,0.918318028032866,13.08603189946834
52,52,3578.0,836.0,0.0,0.0,0.0,0.0,16.0,668.0,"Costilla County, Colorado",23,8,Costilla County, Colorado,23.36500838457239,0.0,0.0,0.0,0.0,0.4471771939631079,18.669647847959748
53,53,5558.0,985.0,0.0,45.0,1.0,13.0,33.0,364.0,"Crowley County, Colorado",25,8,Crowley County, Colorado,17.722202231018354,0.0,0.8096437567470314,0.017992083483267363,0.2338970852824757,0.593738754947823,6.549118387909321
54,54,4274.0,670.0,57.0,0.0,0.0,0.0,6.0,43.0,"Custer County, Colorado",27,8,Custer County, Colorado,15.676181562938698,1.333645297145531,0.0,0.0,0.0,0.14038371548900327,1.0060832943378568
55,55,30378.0,4406.0,11.0,47.0,75.0,0.0,80.0,1097.0,"Delta County, Colorado",29,8,Delta County, Colorado,14.503917308578576,0.036210415432220686,0.15471722957403386,0.2468891961287774,0.0,0.2633484758706959,3.6111659753769176
56,56,633777.0,70438.0,19052.0,1885.0,3672.0,89.0,3973.0,54683.0,"Denver County, Colorado",31,8,Denver County, Colorado,11.114003821533439,3.0061046708858163,0.29742322615052297,0.5793836002253159,0.014042794232040608,0.6268766458864871,8.628113674052546
57,57,1736.0,327.0,0.0,6.0,2.0,0.0,12.0,11.0,"Dolores County, Colorado",33,8,Dolores County, Colorado,18.83640552995392,0.0,0.3456221198156682,0.1152073732718894,0.0,0.6912442396313364,0.6336405529953917
58,58,299794.0,10061.0,156.0,82.0,740.0,0.0,915.0,1885.0,"Douglas County, Colorado",35,8,Douglas County, Colorado,3.3559711001554398,0.052035731202092116,0.02735211511904841,0.2468361608304369,0.0,0.3052095772430402,0.6287650853586129
59,59,52233.0,3920.0,61.0,0.0,22.0,0.0,61.0,3613.0,"Eagle County, Colorado",37,8,Eagle County, Colorado,7.504834108705224,0.11678440832423945,0.0,0.04211896693661096,0.0,0.11678440832423945,6.91708307008979
60,60,23545.0,1537.0,32.0,5.0,0.0,0.0,111.0,168.0,"Elbert County, Colorado",39,8,Elbert County, Colorado,6.527925249522191,0.13590995965173072,0.021235931195582928,0.0,0.0,0.471437672541941,0.7135272881715863
61,61,645707.0,54158.0,7620.0,640.0,1780.0,193.0,5610.0,22992.0,"El Paso County, Colorado",41,8,El Paso County, Colorado,8.38739552149814,1.1801018108832644,0.09911616259386996,0.2756668272142009,0.02988971778221391,0.8688151127368916,3.560748141184779
62,62,46879.0,6032.0,10.0,48.0,1.0,0.0,159.0,614.0,"Fremont County, Colorado",43,8,Fremont County, Colorado,12.86716866827364,0.021331513044220225,0.1023912626122571,0.0021331513044220225,0.0,0.3391710574031016,1.309754900915122
63,63,56684.0,5346.0,142.0,68.0,8.0,0.0,162.0,3033.0,"Garfield County, Colorado",45,8,Garfield County, Colorado,9.431232799379014,0.2505116082139581,0.11996330534189542,0.01411333004022299,0.0,0.28579493331451555,5.3507162514995406
64,64,5557.0,496.0,0.0,0.0,0.0,0.0,43.0,30.0,"Gilpin County, Colorado",47,8,Gilpin County, Colorado,8.925679323375922,0.0,0.0,0.0,0.0,0.7737988123087997,0.5398596364945114
65,65,14478.0,1550.0,0.0,5.0,20.0,10.0,27.0,170.0,"Grand County, Colorado",49,8,Grand County, Colorado,10.705898604779666,0.0,0.034535156789611825,0.1381406271584473,0.06907031357922365,0.18648984666390386,1.174195330846802
66,66,15503.0,2486.0,0.0,0.0,10.0,0.0,74.0,519.0,"Gunnison County, Colorado",51,8,Gunnison County, Colorado,16.035606011739663,0.0,0.0,0.06450364445591175,0.0,0.4773269689737471,3.3477391472618203
67,67,871.0,61.0,0.0,0.0,0.0,0.0,4.0,0.0,"Hinsdale County, Colorado",53,8,Hinsdale County, Colorado,7.003444316877153,0.0,0.0,0.0,0.0,0.4592422502870264,0.0
68,68,6550.0,777.0,0.0,47.0,8.0,0.0,238.0,630.0,"Huerfano County, Colorado",55,8,Huerfano County, Colorado,11.862595419847331,0.0,0.7175572519083969,0.12213740458015268,0.0,3.6335877862595423,9.618320610687023
69,69,1389.0,121.0,0.0,0.0,5.0,0.0,2.0,84.0,"Jackson County, Colorado",57,8,Jackson County, Colorado,8.711303095752339,0.0,0.0,0.3599712023038157,0.0,0.14398848092152627,6.047516198704103
70,70,546162.0,41127.0,809.0,1577.0,954.0,38.0,1173.0,13452.0,"Jefferson County, Colorado",59,8,Jefferson County, Colorado,7.530183352192208,0.14812454912644968,0.28874216807467384,0.17467344853724714,0.0069576426042090075,0.21477144144045174,2.4630054818899887
71,71,1407.0,187.0,0.0,1.0,0.0,0.0,15.0,7.0,"Kiowa County, Colorado",61,8,Kiowa County, Colorado,13.290689410092394,0.0,0.07107320540156363,0.0,0.0,1.0660980810234542,0.4975124378109453
72,72,8122.0,1051.0,0.0,0.0,9.0,0.0,0.0,480.0,"Kit Carson County, Colorado",63,8,Kit Carson County, Colorado,12.940162521546414,0.0,0.0,0.1108101452844127,0.0,0.0,5.9098744151686775
73,73,7311.0,735.0,0.0,2.0,0.0,0.0,0.0,350.0,"Lake County, Colorado",65,8,Lake County, Colorado,10.053344275748874,0.0,0.027356038845575158,0.0,0.0,0.0,4.787306797975654
74,74,52547.0,4698.0,25.0,412.0,30.0,0.0,193.0,734.0,"La Plata County, Colorado",67,8,La Plata County, Colorado,8.940567491959579,0.04757645536376958,0.7840599843949226,0.0570917464365235,0.0,0.3672902354083011,1.3968447294802748
75,75,311435.0,35066.0,577.0,330.0,759.0,116.0,2224.0,7437.0,"Larimer County, Colorado",69,8,Larimer County, Colorado,11.259492349928555,0.18527140494806302,0.10596111548156116,0.2437105656075907,0.03724693756321544,0.7141136994878546,2.387978229807183
76,76,14789.0,1944.0,15.0,131.0,0.0,0.0,98.0,1139.0,"Las Animas County, Colorado",71,8,Las Animas County, Colorado,13.1449049969572,0.1014267360876327,0.8857934951653256,0.0,0.0,0.6626546757725336,7.701670160254243
77,77,5462.0,610.0,4.0,2.0,4.0,0.0,0.0,1.0,"Lincoln County, Colorado",73,8,Lincoln County, Colorado,11.16807030391798,0.07323324789454412,0.03661662394727206,0.07323324789454412,0.0,0.0,0.01830831197363603
78,78,22604.0,3507.0,5.0,65.0,0.0,0.0,45.0,1154.0,"Logan County, Colorado",75,8,Logan County, Colorado,15.514953105645018,0.022119978764820386,0.287559723942665,0.0,0.0,0.19907980888338345,5.105291098920546
79,79,147509.0,19961.0,297.0,274.0,140.0,69.0,835.0,5087.0,"Mesa County, Colorado",77,8,Mesa County, Colorado,13.532055671179386,0.20134364682832911,0.18575137788202756,0.09490946315140092,0.046776806838904735,0.566067155224427,3.448603136079832
80,80,704.0,42.0,2.0,0.0,1.0,0.0,3.0,0.0,"Mineral County, Colorado",79,8,Mineral County, Colorado,5.965909090909091,0.2840909090909091,0.0,0.14204545454545456,0.0,0.4261363636363636,0.0
81,81,13286.0,1182.0,6.0,160.0,15.0,0.0,51.0,420.0,"Moffat County, Colorado",81,8,Moffat County, Colorado,8.896582869185607,0.045160319132921865,1.2042751768779163,0.11290079783230468,0.0,0.3838627126298359,3.161222339304532
82,82,25569.0,3337.0,10.0,1113.0,9.0,0.0,57.0,984.0,"Montezuma County, Colorado",83,8,Montezuma County, Colorado,13.050960147053075,0.039109859595604056,4.352927372990732,0.03519887363604365,0.0,0.22292619969494307,3.848410184207439
83,83,40885.0,5996.0,41.0,88.0,30.0,0.0,397.0,2196.0,"Montrose County, Colorado",85,8,Montrose County, Colorado,14.665525253760547,0.100281276751865,0.21523786229668584,0.07337654396477926,0.0,0.971016265133912,5.371163018221842
84,84,28342.0,2900.0,118.0,37.0,15.0,24.0,209.0,1613.0,"Morgan County, Colorado",87,8,Morgan County, Colorado,10.232164279161667,0.4163432361865782,0.13054830287206268,0.05292498765083622,0.08467998024133794,0.7374214946016513,5.691200338719923
85,85,18712.0,3979.0,21.0,200.0,64.0,0.0,122.0,3017.0,"Otero County, Colorado",89,8,Otero County, Colorado,21.264429243266356,0.11222744762719113,1.0688328345446771,0.3420265070542967,0.0,0.6519880290722531,16.123343309106456
86,86,4532.0,289.0,0.0,12.0,0.0,0.0,33.0,41.0,"Ouray County, Colorado",91,8,Ouray County, Colorado,6.376875551632834,0.0,0.264783759929391,0.0,0.0,0.7281553398058253,0.9046778464254192
87,87,16174.0,1180.0,0.0,7.0,6.0,0.0,126.0,68.0,"Park County, Colorado",93,8,Park County, Colorado,7.295659700754295,0.0,0.043279337207864484,0.03709657474959812,0.0,0.7790280697415606,0.42042784716211207
88,88,4385.0,731.0,13.0,0.0,0.0,0.0,31.0,449.0,"Phillips County, Colorado",95,8,Phillips County, Colorado,16.670467502850627,0.2964652223489168,0.0,0.0,0.0,0.7069555302166477,10.23945267958951
89,89,17303.0,1427.0,85.0,1.0,0.0,2.0,0.0,438.0,"Pitkin County, Colorado",97,8,Pitkin County, Colorado,8.247124776050397,0.4912442928971855,0.005779344622319829,0.0,0.011558689244639658,0.0,2.531352944576085
90,90,12359.0,2514.0,5.0,0.0,0.0,0.0,0.0,1494.0,"Prowers County, Colorado",99,8,Prowers County, Colorado,20.34145157375192,0.04045634760093859,0.0,0.0,0.0,0.0,12.088356663160448
91,91,160757.0,19781.0,831.0,1270.0,217.0,44.0,1653.0,17773.0,"Pueblo County, Colorado",101,8,Pueblo County, Colorado,12.304907406831427,0.516929278351798,0.7900122545207986,0.13498634585119154,0.027370503306232388,1.0282600446636851,11.055817165037915
92,92,6739.0,986.0,12.0,49.0,36.0,0.0,2.0,268.0,"Rio Blanco County, Colorado",103,8,Rio Blanco County, Colorado,14.631250927437305,0.17806796260572785,0.7271108473067222,0.5342038878171836,0.0,0.029677993767621313,3.9768511648612552
93,93,11840.0,1829.0,3.0,34.0,16.0,6.0,90.0,1063.0,"Rio Grande County, Colorado",105,8,Rio Grande County, Colorado,15.447635135135135,0.02533783783783784,0.28716216216216217,0.13513513513513514,0.05067567567567568,0.7601351351351352,8.978040540540539
94,94,23428.0,2058.0,0.0,31.0,70.0,0.0,46.0,379.0,"Routt County, Colorado",107,8,Routt County, Colorado,8.784360594160834,0.0,0.13232030049513405,0.2987877753115929,0.0,0.19634625234761827,1.6177223834727676
95,95,6211.0,1169.0,3.0,9.0,29.0,0.0,71.0,837.0,"Saguache County, Colorado",109,8,Saguache County, Colorado,18.82144582192884,0.04830140074062148,0.14490420222186445,0.4669135404926743,0.0,1.1431331508613751,13.476090806633394
96,96,653.0,108.0,0.0,0.0,0.0,0.0,0.0,30.0,"San Juan County, Colorado",111,8,San Juan County, Colorado,16.539050535987748,0.0,0.0,0.0,0.0,0.0,4.59418070444104
97,97,7597.0,772.0,0.0,0.0,15.0,0.0,0.0,92.0,"San Miguel County, Colorado",113,8,San Miguel County, Colorado,10.161906015532447,0.0,0.0,0.1974463604054232,0.0,0.0,1.211004343819929
98,98,2365.0,315.0,0.0,0.0,1.0,0.0,30.0,68.0,"Sedgwick County, Colorado",115,8,Sedgwick County, Colorado,13.31923890063425,0.0,0.0,0.04228329809725159,0.0,1.2684989429175475,2.8752642706131075
99,99,28482.0,2763.0,28.0,0.0,134.0,64.0,105.0,1097.0,"Summit County, Colorado",117,8,Summit County, Colorado,9.700863703391617,0.0983077031107366,0.0,0.4704725791728109,0.2247033213959694,0.3686538866652623,3.851555368302788
100,100,23363.0,1620.0,0.0,1.0,16.0,0.0,4.0,43.0,"Teller County, Colorado",119,8,Teller County, Colorado,6.934041005007918,0.0,0.00428027222531353,0.06848435560501648,0.0,0.01712108890125412,0.18405170568848175
101,101,4781.0,550.0,1.0,3.0,0.0,0.0,14.0,125.0,"Washington County, Colorado",121,8,Washington County, Colorado,11.50386948337168,0.020916126333403052,0.06274837900020916,0.0,0.0,0.2928257686676428,2.6145157916753816
102,102,265066.0,27705.0,1143.0,400.0,253.0,0.0,1041.0,15887.0,"Weld County, Colorado",123,8,Weld County, Colorado,10.452113813163514,0.4312133581824905,0.15090581213735446,0.0954479261768767,0.0,0.3927323760874651,5.9936015935653755
103,103,10131.0,890.0,100.0,4.0,7.0,0.0,11.0,280.0,"Yuma County, Colorado",125,8,Yuma County, Colorado,8.784917579705851,0.9870693909781856,0.03948277563912743,0.06909485736847301,0.0,0.10857763300760044,2.76379429473892
104,104,934215.0,42965.0,19921.0,253.0,3177.0,0.0,3195.0,31834.0,"Fairfield County, Connecticut",1,9,Fairfield County, Connecticut,4.59904839892316,2.1323785210042656,0.027081560454499238,0.3400716109246801,0.0,0.3419983622613638,3.4075667806661207
105,105,897374.0,54084.0,24335.0,572.0,3744.0,64.0,5751.0,43379.0,"Hartford County, Connecticut",3,9,Hartford County, Connecticut,6.026918542324605,2.7118013225255018,0.06374153920216097,0.4172173475050537,0.007131920470171856,0.6408699159993492,4.8339934074310165
106,106,187542.0,10813.0,428.0,49.0,247.0,0.0,373.0,1522.0,"Litchfield County, Connecticut",5,9,Litchfield County, Connecticut,5.765641829563512,0.2282155463842766,0.026127480777639142,0.13170383167503813,0.0,0.19888878224611026,0.8115515457870771
107,107,165534.0,8277.0,1744.0,15.0,294.0,44.0,351.0,1398.0,"Middlesex County, Connecticut",7,9,Middlesex County, Connecticut,5.000181231650296,1.0535599937173028,0.00906158251477038,0.17760701728949946,0.026580642043326448,0.2120410308456269,0.8445394903765995
108,108,863148.0,57582.0,25181.0,501.0,3121.0,23.0,4268.0,38645.0,"New Haven County, Connecticut",9,9,New Haven County, Connecticut,6.671161840147924,2.9173444183384536,0.05804334830179761,0.3615834132732741,0.0026646646924976944,0.4944690829382679,4.477215958329278
109,109,274071.0,16571.0,2449.0,182.0,514.0,0.0,1919.0,5723.0,"New London County, Connecticut",11,9,New London County, Connecticut,6.046243491649974,0.8935640764619387,0.06640615023114448,0.1875426440593861,0.0,0.7001835290855289,2.088145042707912
110,110,152251.0,7388.0,467.0,0.0,710.0,0.0,231.0,684.0,"Tolland County, Connecticut",13,9,Tolland County, Connecticut,4.852513283984998,0.30673033346250606,0.0,0.4663351964847522,0.0,0.15172314139151793,0.4492581329515077
111,111,117918.0,10703.0,398.0,95.0,85.0,0.0,725.0,4214.0,"Windham County, Connecticut",15,9,Windham County, Connecticut,9.076646483149307,0.33752268525585577,0.08056446004850829,0.07208399056971794,0.0,0.6148340372123001,3.5736698383622523
