,totalpop,whitetot,blacktot,amerindtot,asiantot,nathawtot,multitot,hisptot,Name,Country,state,CountyName,StateName,whiteperc,blackperc,amerindperc,asianperc,nathawperc,multiperc,hispperc
22,739837.0,417138.0,19503.0,2524.0,192649.0,10463.0,35663.0,187635.0,"San Mateo County, California",081,06,San Mateo County, California,56.38241937075329,2.636121199669657,0.34115622765555115,26.039384350877288,1.4142304318383643,4.820386112076038,25.361667502436347
23,431555.0,319490.0,8471.0,4372.0,21738.0,832.0,17741.0,188743.0,"Santa Barbara County, California",083,06,Santa Barbara County, California,74.03227862033808,1.9629016000278066,1.0130806038627753,5.037133157998401,0.19279118536455378,4.110947619654505,43.73556093661294
24,1841569.0,907336.0,48660.0,9658.0,610916.0,6739.0,83833.0,492546.0,"Santa Clara County, California",085,06,Santa Clara County, California,49.269725978228344,2.6423120719343123,0.5244441017415041,33.17366875745628,0.3659379583387861,4.552259513490942,26.745997570549896
25,267203.0,215832.0,2459.0,1610.0,11686.0,384.0,11148.0,87406.0,"Santa Cruz County, California",087,06,Santa Cruz County, California,80.77454220199624,0.9202740987189515,0.6025381451555559,4.373453890862003,0.143710961329027,4.172108846083314,32.71145907792952
26,178520.0,155559.0,1759.0,4214.0,4462.0,326.0,8175.0,15908.0,"Shasta County, California",089,06,Shasta County, California,87.13813578310553,0.9853237732466951,2.360519829710957,2.499439838673538,0.18261259242661887,4.579318843827022,8.911046381357831
27,3019.0,2793.0,4.0,21.0,3.0,16.0,56.0,283.0,"Sierra County, California",091,06,Sierra County, California,92.51407750910897,0.13249420337860218,0.6955945677376615,0.09937065253395165,0.5299768135144087,1.8549188473004308,9.373964889036104
28,44261.0,38114.0,574.0,1326.0,627.0,233.0,2735.0,4923.0,"Siskiyou County, California",093,06,Siskiyou County, California,86.11192697860419,1.2968527597659338,2.9958654345812343,1.4165970041345655,0.5264228101488896,6.179254874494476,11.122658774090057
29,421624.0,226669.0,59510.0,2340.0,63233.0,3654.0,29448.0,104865.0,"Solano County, California",095,06,Solano County, California,53.7609339126805,14.114471661954727,0.5549968692484298,14.997485911617932,0.8666489573648559,6.9844221391571635,24.871686621254955
30,491790.0,387044.0,7490.0,6119.0,19811.0,1873.0,20187.0,125674.0,"Sonoma County, California",097,06,Sonoma County, California,78.70107159559974,1.5230077878769395,1.2442302608837104,4.028345431993331,0.3808536163809756,4.1048008296224,25.554403302222497
31,522794.0,396628.0,14456.0,4251.0,27581.0,3873.0,23559.0,225013.0,"Stanislaus County, California",099,06,Stanislaus County, California,75.86697628511422,2.7651426757001802,0.8131309846708265,5.2756917638687515,0.7408271709315715,4.506363883288637,43.04047100770093
32,95067.0,65256.0,1925.0,1250.0,13904.0,303.0,5340.0,27931.0,"Sutter County, California",101,06,Sutter County, California,68.64211556060462,2.024887710772403,1.3148621498522095,14.625474665236096,0.3187225851241756,5.617091104168638,29.380331766017655
33,63284.0,54972.0,315.0,1548.0,805.0,70.0,2568.0,14539.0,"Tehama County, California",103,06,Tehama County, California,86.86555843499147,0.49775614689336956,2.4461159218759874,1.2720434865052779,0.11061247708741546,4.057897730864042,22.97421149105619
34,13515.0,11917.0,110.0,387.0,159.0,74.0,752.0,960.0,"Trinity County, California",105,06,Trinity County, California,88.17610062893083,0.8139104698483166,2.8634850166481685,1.1764705882352942,0.5475397706252313,5.564187939326675,7.103218645948946
35,451108.0,365823.0,7884.0,5739.0,14982.0,507.0,15833.0,279022.0,"Tulare County, California",107,06,Tulare County, California,81.09432774413222,1.7476967821452958,1.2722008920258563,3.321155909449622,0.11238993766459474,3.509802530657847,61.852594057298916
36,54347.0,47833.0,1018.0,906.0,770.0,108.0,1816.0,6048.0,"Tuolumne County, California",109,06,Tuolumne County, California,88.01405781367878,1.8731484718567721,1.667065339393159,1.4168215356873424,0.19872302058991298,3.3414907906600178,11.128489153035126
37,835790.0,649278.0,15035.0,5961.0,58479.0,1384.0,34655.0,344520.0,"Ventura County, California",111,06,Ventura County, California,77.68434654638126,1.7988968520800679,0.7132174350016152,6.996853276540758,0.16559183526962515,4.1463764821306786,41.220880843274024
38,204162.0,134790.0,5314.0,2113.0,26954.0,1164.0,12117.0,63249.0,"Yolo County, California",113,06,Yolo County, California,66.02110089046933,2.6028350035755916,1.0349624317943593,13.202260949638035,0.5701354806477209,5.934992799835425,30.97981015076263
39,73059.0,51133.0,2378.0,1144.0,5149.0,257.0,5526.0,19181.0,"Yuba County, California",115,06,Yuba County, California,69.98863931890665,3.2549035710863823,1.565857731422549,7.047728548159707,0.3517704868667789,7.563749846014865,26.25412337973419
40,461558.0,376581.0,14816.0,4758.0,17191.0,663.0,15953.0,177234.0,"Adams County, Colorado",001,08,Adams County, Colorado,81.58909606160006,3.2099974434415612,1.030856360414076,3.724558993669268,0.14364391907409252,3.4563370150663624,38.39907443918207
41,16111.0,13666.0,294.0,317.0,285.0,15.0,639.0,7339.0,"Alamosa County, Colorado",003,08,Alamosa County, Colorado,84.82403326919497,1.8248401713115263,1.9675997765501834,1.7689777170877041,0.09310409037303706,3.9662342498913787,45.552727949847934
42,596684.0,439517.0,60541.0,3908.0,31069.0,1179.0,27372.0,110721.0,"Arapahoe County, Colorado",005,08,Arapahoe County, Colorado,73.65992719764566,10.146241561697648,0.6549530404703326,5.206943708897842,0.1975920252596014,4.587352769640211,18.55605312024455
43,12132.0,10629.0,65.0,270.0,99.0,8.0,226.0,2209.0,"Archuleta County, Colorado",007,08,Archuleta County, Colorado,87.6112759643917,0.5357731618859215,2.225519287833828,0.8160237388724036,0.06594131223211341,1.8628420705572042,18.20804484009232
44,3735.0,3575.0,58.0,38.0,6.0,3.0,38.0,357.0,"Baca County, Colorado",009,08,Baca County, Colorado,95.71619812583668,1.5528781793842035,1.0174029451137885,0.1606425702811245,0.08032128514056225,1.0174029451137885,9.558232931726907
45,6000.0,4845.0,724.0,157.0,56.0,0.0,90.0,1863.0,"Bent County, Colorado",011,08,Bent County, Colorado,80.75,12.066666666666666,2.6166666666666667,0.9333333333333335,0.0,1.5,31.05
46,305166.0,267572.0,2821.0,1599.0,12746.0,160.0,9075.0,41482.0,"Boulder County, Colorado",013,08,Boulder County, Colorado,87.68080323496065,0.9244149086071187,0.5239771140952793,4.176743149630037,0.05243048045981531,2.97379131358015,13.593257440212867
47,59027.0,51294.0,590.0,230.0,3541.0,0.0,2070.0,6869.0,"Broomfield County, Colorado",014,08,Broomfield County, Colorado,86.89921561319396,0.9995425822081421,0.38965219306419097,5.998949633218697,0.0,3.506869737577719,11.637047452860555
48,18121.0,16979.0,417.0,175.0,58.0,0.0,304.0,1802.0,"Chaffee County, Colorado",015,08,Chaffee County, Colorado,93.69791954086419,2.301197505656421,0.9657303680812317,0.3200706362783511,0.0,1.677611610838254,9.944263561613598
49,2153.0,2084.0,7.0,6.0,29.0,0.0,21.0,327.0,"Cheyenne County, Colorado",017,08,Cheyenne County, Colorado,96.79516953088714,0.3251277287505806,0.27868091035764053,1.3469577333952625,0.0,0.9753831862517418,15.188109614491408
50,9114.0,8601.0,130.0,65.0,83.0,0.0,111.0,478.0,"Clear Creek County, Colorado",019,08,Clear Creek County, Colorado,94.37129690585911,1.4263770024138689,0.7131885012069344,0.9106868553873162,0.0,1.2179065174456878,5.244678516567918
51,8276.0,7417.0,8.0,141.0,8.0,0.0,385.0,4530.0,"Conejos County, Colorado",021,08,Conejos County, Colorado,89.62058965683906,0.09666505558240696,1.7037216046399226,0.09666505558240696,0.0,4.6520057999033355,54.736587723537944
52,3578.0,3207.0,0.0,25.0,27.0,0.0,230.0,2320.0,"Costilla County, Colorado",023,08,Costilla County, Colorado,89.63107881498044,0.0,0.6987143655673561,0.7546115148127445,0.0,6.428172163219675,64.84069312465064
53,5558.0,4621.0,438.0,151.0,31.0,13.0,138.0,1651.0,"Crowley County, Colorado",025,08,Crowley County, Colorado,83.14141777617849,7.880532565671104,2.7168046059733717,0.5577545879812882,0.23389708528247571,2.482907520690896,29.704929830874416
54,4274.0,4102.0,91.0,0.0,9.0,2.0,48.0,134.0,"Custer County, Colorado",027,08,Custer County, Colorado,95.97566682264858,2.129153018249883,0.0,0.21057557323350493,0.04679457182966776,1.1230697239120262,3.13523631258774
55,30378.0,28820.0,328.0,203.0,184.0,0.0,370.0,4390.0,"Delta County, Colorado",029,08,Delta County, Colorado,94.8712884324182,1.0797287510698532,0.6682467575218908,0.6057014945026006,0.0,1.2179867009019685,14.451247613404439
56,633777.0,473269.0,61868.0,7045.0,22301.0,613.0,21853.0,197760.0,"Denver County, Colorado",031,08,Denver County, Colorado,74.67437284723175,9.76179318593133,1.1115897231991694,3.518745552457726,0.09672171757574037,3.4480582286829597,31.20340435200394
57,1736.0,1641.0,0.0,22.0,2.0,4.0,67.0,119.0,"Dolores County, Colorado",033,08,Dolores County, Colorado,94.52764976958525,0.0,1.2672811059907834,0.1152073732718894,0.2304147465437788,3.859447004608295,6.854838709677419
58,299794.0,272630.0,2985.0,779.0,11588.0,79.0,8841.0,23870.0,"Douglas County, Colorado",035,08,Douglas County, Colorado,90.93911152324597,0.9956837028092623,0.2598450936309599,3.8653208536528414,0.02635142798054664,2.9490249971647198,7.962133998679093
59,52233.0,46882.0,548.0,276.0,251.0,0.0,915.0,15692.0,"Eagle County, Colorado",037,08,Eagle County, Colorado,89.75551854191795,1.0491451764210367,0.5284015852047557,0.4805391227767886,0.0,1.751766124863592,30.04231041678632
60,23545.0,22495.0,117.0,91.0,152.0,4.0,591.0,1390.0,"Elbert County, Colorado",039,08,Elbert County, Colorado,95.54045444892758,0.49692078997664046,0.3864939477596092,0.645572308345721,0.01698874495646634,2.510087067317902,5.903588872372054
61,645707.0,521280.0,38506.0,4119.0,17095.0,1928.0,35852.0,101403.0,"El Paso County, Colorado",041,08,El Paso County, Colorado,80.73011443270708,5.963385870061808,0.6379054276939851,2.6474856242846987,0.2985874398140333,5.552363533305353,15.704181617978433
62,46879.0,40496.0,2788.0,766.0,563.0,61.0,1191.0,6006.0,"Fremont County, Colorado",043,08,Fremont County, Colorado,86.38409522387423,5.9472258367286,1.6339938991872693,1.2009641843895988,0.1301222295697434,2.5405832035666287,12.811706734358669
63,56684.0,50191.0,499.0,447.0,392.0,0.0,1501.0,15964.0,"Garfield County, Colorado",045,08,Garfield County, Colorado,88.54526850610401,0.880318961258909,0.7885823159974596,0.6915531719709265,0.0,2.648013548796839,28.163150095264978
64,5557.0,5132.0,20.0,6.0,18.0,0.0,230.0,447.0,"Gilpin County, Colorado",047,08,Gilpin County, Colorado,92.35198848299441,0.3599064243296743,0.10797192729890229,0.32391578189670683,0.0,4.138923879791254,8.043908583768221
65,14478.0,13269.0,91.0,25.0,210.0,42.0,98.0,1101.0,"Grand County, Colorado",049,08,Grand County, Colorado,91.64939908827186,0.6285398535709352,0.1726757839480591,1.4504765851636967,0.29009531703273933,0.6768890730763918,7.604641525072524
66,15503.0,14852.0,77.0,92.0,144.0,0.0,301.0,1362.0,"Gunnison County, Colorado",051,08,Gunnison County, Colorado,95.80081274592015,0.49667806231052053,0.5934335289943882,0.9288524801651293,0.0,1.9415596981229437,8.78539637489518
67,871.0,854.0,0.0,0.0,0.0,0.0,17.0,19.0,"Hinsdale County, Colorado",053,08,Hinsdale County, Colorado,98.04822043628015,0.0,0.0,0.0,0.0,1.951779563719862,2.1814006888633752
68,6550.0,5261.0,41.0,358.0,11.0,0.0,575.0,2292.0,"Huerfano County, Colorado",055,08,Huerfano County, Colorado,80.32061068702289,0.6259541984732825,5.465648854961832,0.16793893129770993,0.0,8.778625954198473,34.99236641221374
69,1389.0,1283.0,1.0,13.0,5.0,0.0,2.0,257.0,"Jackson County, Colorado",057,08,Jackson County, Colorado,92.3686105111591,0.07199424046076314,0.9359251259899208,0.3599712023038157,0.0,0.14398848092152627,18.502519798416124
70,546162.0,496471.0,5869.0,4884.0,13961.0,327.0,14535.0,81148.0,"Jefferson County, Colorado",059,08,Jefferson County, Colorado,90.9017837198487,1.0745895906342806,0.894240170498863,2.5562012736147883,0.05987234556779857,2.6612982961099454,14.857862685430332
71,1407.0,1330.0,11.0,6.0,1.0,0.0,59.0,85.0,"Kiowa County, Colorado",061,08,Kiowa County, Colorado,94.5273631840796,0.7818052594171997,0.42643923240938164,0.07107320540156362,0.0,4.193319118692253,6.041222459132907
72,8122.0,7443.0,279.0,128.0,39.0,20.0,35.0,1548.0,"Kit Carson County, Colorado",063,08,Kit Carson County, Colorado,91.6399901502093,3.435114503816794,1.5759665107116474,0.4801772962324551,0.2462447672986949,0.4309283427727161,19.059344988918987
73,7311.0,6476.0,38.0,17.0,80.0,7.0,126.0,2158.0,"Lake County, Colorado",065,08,Lake County, Colorado,88.57885378197237,0.519764738065928,0.23252633018738886,1.0942415538230064,0.09574613595951306,1.7234304472712352,29.5171659143756
74,52547.0,46210.0,204.0,3032.0,361.0,71.0,1138.0,6454.0,"La Plata County, Colorado",067,08,La Plata County, Colorado,87.9403200943917,0.38822387576835976,5.770072506517974,0.6870040154528326,0.13511713323310562,2.1656802481587913,12.282337716710755
75,311435.0,282786.0,2948.0,1861.0,5810.0,372.0,9435.0,33750.0,"Larimer County, Colorado",069,08,Larimer County, Colorado,90.8009697047538,0.9465859649686129,0.5975564724581374,1.8655578210541524,0.11944707563375985,3.029524619904635,10.836932265159664
76,14789.0,12504.0,192.0,304.0,89.0,27.0,681.0,6235.0,"Las Animas County, Colorado",071,08,Las Animas County, Colorado,84.54932720265062,1.2982622219216986,2.0555818513760227,0.601798634119954,0.18256812495773886,4.604773818378525,42.15971330042599
77,5462.0,4594.0,665.0,104.0,4.0,0.0,75.0,712.0,"Lincoln County, Colorado",073,08,Lincoln County, Colorado,84.10838520688392,12.17502746246796,1.9040644452581472,0.07323324789454412,0.0,1.3731233980227024,13.035518125228855
78,22604.0,20866.0,287.0,194.0,350.0,9.0,631.0,3589.0,"Logan County, Colorado",075,08,Logan County, Colorado,92.31109538134842,1.26968678110069,0.8582551760750309,1.548398513537427,0.03981596177667669,2.791541320120333,15.877720757388072
79,147509.0,135965.0,1060.0,1168.0,904.0,139.0,3993.0,20161.0,"Mesa County, Colorado",077,08,Mesa County, Colorado,92.1740368384302,0.7186002210034642,0.791816092577402,0.6128439620633318,0.09423153841460521,2.7069534740253136,13.66764061853853
80,704.0,676.0,5.0,0.0,1.0,0.0,5.0,19.0,"Mineral County, Colorado",079,08,Mineral County, Colorado,96.02272727272727,0.7102272727272727,0.0,0.14204545454545456,0.0,0.7102272727272727,2.6988636363636362
81,13286.0,12331.0,25.0,305.0,115.0,118.0,135.0,1896.0,"Moffat County, Colorado",081,08,Moffat County, Colorado,92.81198253800994,0.18816799638717446,2.2956495559235286,0.8655727833810026,0.8881529429474635,1.016107180490742,14.270660846003311
82,25569.0,21246.0,75.0,3107.0,111.0,0.0,672.0,3020.0,"Montezuma County, Colorado",083,08,Montezuma County, Colorado,83.09280769682037,0.2933239469670304,12.151433376354179,0.43411944151120496,0.0,2.6281825648245922,11.811177597872424
83,40885.0,37489.0,276.0,363.0,210.0,67.0,988.0,8199.0,"Montrose County, Colorado",085,08,Montrose County, Colorado,91.69377522318699,0.6750642044759692,0.887856181973829,0.5136358077534547,0.16387428152134034,2.416534181240064,20.053809465574172
84,28342.0,25350.0,747.0,155.0,34.0,28.0,830.0,9811.0,"Morgan County, Colorado",087,08,Morgan County, Colorado,89.4432291299132,2.6356643850116432,0.546891539058641,0.11996330534189542,0.09879331028156094,2.9285159833462706,34.61647025615694
85,18712.0,16999.0,86.0,344.0,178.0,144.0,270.0,7642.0,"Otero County, Colorado",089,08,Otero County, Colorado,90.84544677212484,0.45959811885421126,1.838392475416845,0.9512612227447627,0.7695596408721677,1.4429243266353142,40.84010260795212
86,4532.0,4421.0,0.0,28.0,5.0,0.0,78.0,270.0,"Ouray County, Colorado",091,08,Ouray County, Colorado,97.55075022065314,0.0,0.617828773168579,0.11032656663724624,0.0,1.7210944395410415,5.957634598411297
87,16174.0,15508.0,7.0,211.0,92.0,121.0,214.0,869.0,"Park County, Colorado",093,08,Park County, Colorado,95.88228020279462,0.04327933720786448,1.3045628786942007,0.5688141461605045,0.7481142574502287,1.3231111660689996,5.372820576233462
88,4385.0,4080.0,14.0,27.0,33.0,0.0,114.0,1097.0,"Phillips County, Colorado",095,08,Phillips County, Colorado,93.04446978335234,0.31927023945267957,0.6157354618015963,0.7525655644241733,0.0,2.599771949828962,25.017103762827826
89,17303.0,16413.0,295.0,107.0,177.0,2.0,175.0,1655.0,"Pitkin County, Colorado",097,08,Pitkin County, Colorado,94.85638328613535,1.7049066635843495,0.6183898745882217,1.0229439981506097,0.011558689244639658,1.0113853089059701,9.564815349939316
90,12359.0,11667.0,51.0,133.0,61.0,0.0,189.0,4435.0,"Prowers County, Colorado",099,08,Prowers County, Colorado,94.4008414920301,0.41265474552957354,1.0761388461849664,0.49356744073145076,0.0,1.5292499393154786,35.884780322032526
91,160757.0,126386.0,3374.0,3950.0,1183.0,92.0,7029.0,67523.0,"Pueblo County, Colorado",101,08,Pueblo County, Colorado,78.61928251957923,2.0988199580733653,2.4571247286276803,0.7358933048016572,0.05722923418575863,4.372437903170624,42.003147607880216
92,6739.0,6405.0,32.0,139.0,42.0,12.0,70.0,706.0,"Rio Blanco County, Colorado",103,08,Rio Blanco County, Colorado,95.04377504080725,0.47484790028194096,2.062620566849681,0.6232378691200474,0.17806796260572785,1.0387297818667458,10.476331799970321
93,11840.0,9714.0,48.0,303.0,41.0,17.0,301.0,5166.0,"Rio Grande County, Colorado",105,08,Rio Grande County, Colorado,82.04391891891892,0.40540540540540543,2.5591216216216215,0.3462837837837838,0.14358108108108109,2.54222972972973,43.63175675675676
94,23428.0,22103.0,119.0,97.0,291.0,0.0,310.0,1601.0,"Routt County, Colorado",107,08,Routt County, Colorado,94.34437425303057,0.5079392180297081,0.4140344886460645,1.2421034659381935,0.0,1.3232030049513404,6.833703261055148
95,6211.0,5309.0,24.0,68.0,31.0,0.0,249.0,2436.0,"Saguache County, Colorado",109,08,Saguache County, Colorado,85.47737884398647,0.3864112059249718,1.0948317501207534,0.49911447431975525,0.0,4.009016261471583,39.22073740138464
96,653.0,608.0,0.0,6.0,10.0,0.0,3.0,142.0,"San Juan County, Colorado",111,08,San Juan County, Colorado,93.10872894333843,0.0,0.9188361408882083,1.5313935681470139,0.0,0.45941807044410415,21.745788667687595
97,7597.0,7334.0,17.0,22.0,91.0,0.0,94.0,706.0,"San Miguel County, Colorado",113,08,San Miguel County, Colorado,96.53810714755825,0.22377254179281295,0.28958799526128737,1.1978412531262341,0.0,1.2373305252073186,9.293142029748585
98,2365.0,2159.0,10.0,11.0,24.0,0.0,107.0,407.0,"Sedgwick County, Colorado",115,08,Sedgwick County, Colorado,91.28964059196618,0.42283298097251587,0.46511627906976744,1.014799154334038,0.0,4.524312896405919,17.209302325581397
99,28482.0,25418.0,199.0,240.0,329.0,96.0,425.0,4136.0,"Summit County, Colorado",117,08,Summit County, Colorado,89.24232848816797,0.6986868899655923,0.8426374552348851,1.155115511551155,0.33705498209395407,1.492170493645109,14.521452145214523
100,23363.0,22000.0,211.0,109.0,233.0,0.0,489.0,1379.0,"Teller County, Colorado",119,08,Teller County, Colorado,94.16598895689766,0.9031374395411549,0.4665496725591748,0.9973034284980524,0.0,2.093053118178316,5.902495398707358
101,4781.0,4607.0,49.0,13.0,6.0,0.0,65.0,434.0,"Washington County, Colorado",121,08,Washington County, Colorado,96.36059401798786,1.0248901903367496,0.2719096423342397,0.12549675800041832,0.0,1.3595482116711985,9.077598828696926
102,265066.0,229905.0,2872.0,2390.0,3496.0,198.0,7262.0,75658.0,"Weld County, Colorado",123,08,Weld County, Colorado,86.7350018485962,1.083503731146205,0.901662227520693,1.3189167980804781,0.07469837700799045,2.7396950193536704,28.543079836719908
103,10131.0,9093.0,104.0,9.0,14.0,0.0,320.0,2167.0,"Yuma County, Colorado",125,08,Yuma County, Colorado,89.75421972164644,1.0265521666173132,0.08883624518803672,0.13818971473694602,0.0,3.1586220511301946,21.389793702497286
104,934215.0,694475.0,103232.0,1996.0,45560.0,241.0,22230.0,167047.0,"Fairfield County, Connecticut",001,09,Fairfield County, Connecticut,74.33781303019113,11.050132999363102,0.21365531489004136,4.876821716628399,0.025797059563376742,2.3795379008044186,17.88100169661159
105,897374.0,653648.0,119274.0,1900.0,41814.0,406.0,28467.0,145270.0,"Hartford County, Connecticut",003,09,Hartford County, Connecticut,72.84008674198273,13.291448158738719,0.211728888958227,4.659595664683844,0.04524312048265272,3.1722559378809723,16.18834510471665
106,187542.0,175327.0,2959.0,275.0,3343.0,0.0,3007.0,9297.0,"Litchfield County, Connecticut",005,09,Litchfield County, Connecticut,93.48679229185996,1.5777799106333514,0.14663382069083192,1.7825340457070948,0.0,1.6033741775175696,4.957289567136961
107,165534.0,147394.0,8048.0,208.0,4527.0,44.0,3598.0,8726.0,"Middlesex County, Connecticut",007,09,Middlesex County, Connecticut,89.04152621213768,4.861841071924801,0.12565394420481593,2.7347856029577002,0.026580642043326448,2.1735715925429218,5.271424601592422
108,863148.0,649232.0,109755.0,1692.0,32080.0,214.0,21938.0,137844.0,"New Haven County, Connecticut",009,09,New Haven County, Connecticut,75.21676467998536,12.715664057612367,0.19602663737852605,3.7166279711011323,0.024792967138891592,2.5416266966962793,15.969914777071834
109,274071.0,224950.0,15500.0,1546.0,11690.0,144.0,12167.0,25384.0,"New London County, Connecticut",011,09,New London County, Connecticut,82.07727194777995,5.6554688383667004,0.5640874080074142,4.265318111000434,0.05254112985321322,4.439360603639203,9.261833612458085
110,152251.0,136545.0,4511.0,70.0,5401.0,8.0,4020.0,7157.0,"Tolland County, Connecticut",013,09,Tolland County, Connecticut,89.68414000564857,2.9628705230179113,0.0459767095125812,3.547431543963586,0.005254481087152136,2.6403767462939487,4.700790142593481
111,117918.0,107534.0,2592.0,349.0,1427.0,48.0,3370.0,12070.0,"Windham County, Connecticut",015,09,Windham County, Connecticut,91.1938804932241,2.1981376889024578,0.29596838480978305,1.2101629946233823,0.04070625349819366,2.8579182143523467,10.235926660899947
