,poverty_White,poverty_Black,poverty_AmerInd,poverty_Asian,poverty_NatHaw,poverty_Multi,poverty_Hisp,Name,Country,state,CountyName,StateName
795,545.0,0.0,0.0,0.0,0.0,4.0,226.0,"Gray County, Kansas",069,20,Gray , Kansas
796,53.0,4.0,0.0,0.0,0.0,4.0,105.0,"Greeley County, Kansas",071,20,Greeley , Kansas
797,878.0,0.0,3.0,0.0,0.0,41.0,83.0,"Greenwood County, Kansas",073,20,Greenwood , Kansas
798,375.0,0.0,0.0,0.0,0.0,5.0,243.0,"Hamilton County, Kansas",075,20,Hamilton , Kansas
799,852.0,2.0,14.0,0.0,0.0,24.0,137.0,"Harper County, Kansas",077,20,Harper , Kansas
800,3999.0,67.0,34.0,17.0,0.0,330.0,815.0,"Harvey County, Kansas",079,20,Harvey , Kansas
801,332.0,0.0,1.0,0.0,0.0,2.0,306.0,"Haskell County, Kansas",081,20,Haskell , Kansas
802,103.0,0.0,0.0,0.0,0.0,3.0,0.0,"Hodgeman County, Kansas",083,20,Hodgeman , Kansas
803,890.0,0.0,269.0,0.0,0.0,106.0,106.0,"Jackson County, Kansas",085,20,Jackson , Kansas
804,1388.0,3.0,3.0,1.0,0.0,46.0,33.0,"Jefferson County, Kansas",087,20,Jefferson , Kansas
805,371.0,2.0,1.0,16.0,0.0,25.0,34.0,"Jewell County, Kansas",089,20,Jewell , Kansas
806,27868.0,3420.0,215.0,1619.0,16.0,1904.0,7625.0,"Johnson County, Kansas",091,20,Johnson , Kansas
807,235.0,0.0,14.0,0.0,0.0,2.0,178.0,"Kearny County, Kansas",093,20,Kearny , Kansas
808,946.0,2.0,1.0,0.0,0.0,30.0,18.0,"Kingman County, Kansas",095,20,Kingman , Kansas
809,359.0,0.0,0.0,0.0,0.0,18.0,38.0,"Kiowa County, Kansas",097,20,Kiowa , Kansas
810,2710.0,207.0,48.0,16.0,0.0,355.0,462.0,"Labette County, Kansas",099,20,Labette , Kansas
811,162.0,0.0,0.0,0.0,0.0,0.0,2.0,"Lane County, Kansas",101,20,Lane , Kansas
812,5717.0,882.0,38.0,174.0,0.0,798.0,516.0,"Leavenworth County, Kansas",103,20,Leavenworth , Kansas
813,371.0,5.0,0.0,18.0,0.0,6.0,37.0,"Lincoln County, Kansas",105,20,Lincoln , Kansas
814,1333.0,4.0,0.0,6.0,0.0,19.0,16.0,"Linn County, Kansas",107,20,Linn , Kansas
815,241.0,0.0,0.0,0.0,0.0,7.0,4.0,"Logan County, Kansas",109,20,Logan , Kansas
816,6038.0,156.0,26.0,387.0,0.0,389.0,1933.0,"Lyon County, Kansas",111,20,Lyon , Kansas
817,2167.0,27.0,10.0,24.0,0.0,23.0,106.0,"McPherson County, Kansas",113,20,McPherson , Kansas
818,1278.0,35.0,10.0,2.0,0.0,82.0,103.0,"Marion County, Kansas",115,20,Marion , Kansas
819,1162.0,5.0,20.0,0.0,0.0,77.0,13.0,"Marshall County, Kansas",117,20,Marshall , Kansas
820,451.0,0.0,0.0,11.0,0.0,3.0,133.0,"Meade County, Kansas",119,20,Meade , Kansas
821,2754.0,46.0,19.0,4.0,0.0,135.0,61.0,"Miami County, Kansas",121,20,Miami , Kansas
822,579.0,2.0,0.0,42.0,0.0,2.0,67.0,"Mitchell County, Kansas",123,20,Mitchell , Kansas
823,4810.0,541.0,100.0,76.0,73.0,442.0,602.0,"Montgomery County, Kansas",125,20,Montgomery , Kansas
824,461.0,0.0,0.0,7.0,0.0,9.0,17.0,"Morris County, Kansas",127,20,Morris , Kansas
825,284.0,0.0,6.0,0.0,0.0,8.0,37.0,"Morton County, Kansas",129,20,Morton , Kansas
826,1075.0,32.0,3.0,0.0,1.0,38.0,30.0,"Nemaha County, Kansas",131,20,Nemaha , Kansas
827,2427.0,38.0,7.0,0.0,0.0,164.0,257.0,"Neosho County, Kansas",133,20,Neosho , Kansas
828,311.0,8.0,0.0,0.0,0.0,0.0,97.0,"Ness County, Kansas",135,20,Ness , Kansas
829,406.0,6.0,3.0,0.0,0.0,18.0,2.0,"Norton County, Kansas",137,20,Norton , Kansas
830,1835.0,9.0,23.0,0.0,0.0,58.0,76.0,"Osage County, Kansas",139,20,Osage , Kansas
831,620.0,0.0,4.0,3.0,0.0,0.0,14.0,"Osborne County, Kansas",141,20,Osborne , Kansas
832,484.0,0.0,7.0,0.0,0.0,47.0,0.0,"Ottawa County, Kansas",143,20,Ottawa , Kansas
833,403.0,17.0,0.0,0.0,0.0,5.0,16.0,"Pawnee County, Kansas",145,20,Pawnee , Kansas
834,460.0,0.0,6.0,11.0,0.0,22.0,34.0,"Phillips County, Kansas",147,20,Phillips , Kansas
835,1957.0,25.0,30.0,22.0,0.0,36.0,207.0,"Pottawatomie County, Kansas",149,20,Pottawatomie , Kansas
836,903.0,1.0,136.0,0.0,0.0,55.0,106.0,"Pratt County, Kansas",151,20,Pratt , Kansas
837,283.0,5.0,5.0,2.0,0.0,5.0,55.0,"Rawlins County, Kansas",153,20,Rawlins , Kansas
838,6405.0,427.0,50.0,81.0,17.0,525.0,961.0,"Reno County, Kansas",155,20,Reno , Kansas
839,609.0,0.0,6.0,0.0,0.0,37.0,38.0,"Republic County, Kansas",157,20,Republic , Kansas
840,1293.0,4.0,71.0,12.0,8.0,136.0,302.0,"Rice County, Kansas",159,20,Rice , Kansas
841,11825.0,779.0,108.0,1255.0,149.0,418.0,1104.0,"Riley County, Kansas",161,20,Riley , Kansas
842,775.0,0.0,11.0,0.0,0.0,26.0,10.0,"Rooks County, Kansas",163,20,Rooks , Kansas
843,284.0,14.0,7.0,0.0,0.0,19.0,11.0,"Rush County, Kansas",165,20,Rush , Kansas
844,921.0,74.0,23.0,0.0,0.0,20.0,31.0,"Russell County, Kansas",167,20,Russell , Kansas
845,7332.0,366.0,140.0,53.0,0.0,859.0,2263.0,"Saline County, Kansas",169,20,Saline , Kansas
846,293.0,0.0,8.0,0.0,0.0,0.0,61.0,"Scott County, Kansas",171,20,Scott , Kansas
847,49495.0,13199.0,938.0,3073.0,19.0,4870.0,18670.0,"Sedgwick County, Kansas",173,20,Sedgwick , Kansas
848,2302.0,62.0,0.0,15.0,0.0,163.0,3481.0,"Seward County, Kansas",175,20,Seward , Kansas
849,19563.0,3862.0,487.0,306.0,0.0,2746.0,5883.0,"Shawnee County, Kansas",177,20,Shawnee , Kansas
850,211.0,0.0,0.0,0.0,0.0,0.0,28.0,"Sheridan County, Kansas",179,20,Sheridan , Kansas
851,1088.0,0.0,0.0,0.0,0.0,6.0,164.0,"Sherman County, Kansas",181,20,Sherman , Kansas
852,604.0,17.0,0.0,0.0,0.0,61.0,22.0,"Smith County, Kansas",183,20,Smith , Kansas
853,621.0,0.0,0.0,5.0,0.0,7.0,190.0,"Stafford County, Kansas",185,20,Stafford , Kansas
854,91.0,0.0,0.0,0.0,0.0,31.0,118.0,"Stanton County, Kansas",187,20,Stanton , Kansas
855,236.0,0.0,0.0,12.0,7.0,33.0,472.0,"Stevens County, Kansas",189,20,Stevens , Kansas
856,2674.0,8.0,97.0,24.0,18.0,134.0,322.0,"Sumner County, Kansas",191,20,Sumner , Kansas
857,631.0,1.0,11.0,0.0,0.0,11.0,30.0,"Thomas County, Kansas",193,20,Thomas , Kansas
858,178.0,1.0,0.0,0.0,0.0,9.0,6.0,"Trego County, Kansas",195,20,Trego , Kansas
859,415.0,0.0,1.0,0.0,0.0,19.0,28.0,"Wabaunsee County, Kansas",197,20,Wabaunsee , Kansas
860,141.0,0.0,7.0,1.0,0.0,0.0,8.0,"Wallace County, Kansas",199,20,Wallace , Kansas
861,590.0,1.0,2.0,5.0,0.0,20.0,70.0,"Washington County, Kansas",201,20,Washington , Kansas
862,221.0,0.0,0.0,0.0,0.0,0.0,88.0,"Wichita County, Kansas",203,20,Wichita , Kansas
863,1582.0,0.0,1.0,6.0,0.0,79.0,35.0,"Wilson County, Kansas",205,20,Wilson , Kansas
864,530.0,9.0,5.0,0.0,0.0,46.0,39.0,"Woodson County, Kansas",207,20,Woodson , Kansas
865,19615.0,12699.0,359.0,1246.0,76.0,1676.0,13985.0,"Wyandotte County, Kansas",209,20,Wyandotte , Kansas
866,3253.0,39.0,0.0,16.0,0.0,171.0,90.0,"Adair County, Kentucky",001,21,Adair , Kentucky
867,3730.0,118.0,0.0,0.0,0.0,22.0,74.0,"Allen County, Kentucky",003,21,Allen , Kentucky
868,2402.0,104.0,0.0,0.0,0.0,117.0,145.0,"Anderson County, Kentucky",005,21,Anderson , Kentucky
869,1146.0,106.0,12.0,43.0,0.0,18.0,46.0,"Ballard County, Kentucky",007,21,Ballard , Kentucky
870,7694.0,431.0,0.0,98.0,0.0,173.0,288.0,"Barren County, Kentucky",009,21,Barren , Kentucky
871,2996.0,50.0,0.0,0.0,0.0,53.0,26.0,"Bath County, Kentucky",011,21,Bath , Kentucky
872,8407.0,227.0,0.0,8.0,0.0,219.0,27.0,"Bell County, Kentucky",013,21,Bell , Kentucky
873,9366.0,719.0,30.0,24.0,0.0,414.0,1265.0,"Boone County, Kentucky",015,21,Boone , Kentucky
874,2713.0,616.0,5.0,0.0,0.0,27.0,263.0,"Bourbon County, Kentucky",017,21,Bourbon , Kentucky
875,8543.0,322.0,97.0,0.0,0.0,273.0,44.0,"Boyd County, Kentucky",019,21,Boyd , Kentucky
876,3607.0,425.0,20.0,0.0,0.0,67.0,356.0,"Boyle County, Kentucky",021,21,Boyle , Kentucky
877,1370.0,0.0,0.0,0.0,0.0,2.0,109.0,"Bracken County, Kentucky",023,21,Bracken , Kentucky
878,4139.0,21.0,0.0,0.0,14.0,25.0,20.0,"Breathitt County, Kentucky",025,21,Breathitt , Kentucky
879,3422.0,79.0,0.0,7.0,0.0,11.0,85.0,"Breckinridge County, Kentucky",027,21,Breckinridge , Kentucky
880,7759.0,58.0,0.0,27.0,0.0,178.0,399.0,"Bullitt County, Kentucky",029,21,Bullitt , Kentucky
881,3306.0,33.0,16.0,0.0,0.0,0.0,242.0,"Butler County, Kentucky",031,21,Butler , Kentucky
882,2142.0,402.0,0.0,0.0,0.0,16.0,44.0,"Caldwell County, Kentucky",033,21,Caldwell , Kentucky
883,6377.0,229.0,69.0,411.0,9.0,192.0,374.0,"Calloway County, Kentucky",035,21,Calloway , Kentucky
884,10239.0,1331.0,6.0,69.0,0.0,615.0,453.0,"Campbell County, Kentucky",037,21,Campbell , Kentucky
885,909.0,0.0,21.0,0.0,0.0,21.0,24.0,"Carlisle County, Kentucky",039,21,Carlisle , Kentucky
886,3072.0,65.0,14.0,104.0,0.0,24.0,524.0,"Carroll County, Kentucky",041,21,Carroll , Kentucky
887,4784.0,67.0,27.0,7.0,0.0,77.0,18.0,"Carter County, Kentucky",043,21,Carter , Kentucky
888,4372.0,73.0,0.0,0.0,0.0,17.0,186.0,"Casey County, Kentucky",045,21,Casey , Kentucky
889,8240.0,4783.0,136.0,66.0,0.0,631.0,1561.0,"Christian County, Kentucky",047,21,Christian , Kentucky
890,4807.0,511.0,0.0,54.0,0.0,61.0,461.0,"Clark County, Kentucky",049,21,Clark , Kentucky
891,6753.0,63.0,24.0,0.0,0.0,125.0,20.0,"Clay County, Kentucky",051,21,Clay , Kentucky
892,2370.0,3.0,0.0,0.0,0.0,49.0,65.0,"Clinton County, Kentucky",053,21,Clinton , Kentucky
893,1879.0,55.0,0.0,0.0,0.0,86.0,37.0,"Crittenden County, Kentucky",055,21,Crittenden , Kentucky
894,1599.0,83.0,0.0,0.0,0.0,67.0,0.0,"Cumberland County, Kentucky",057,21,Cumberland , Kentucky
895,12766.0,1445.0,17.0,151.0,0.0,521.0,993.0,"Daviess County, Kentucky",059,21,Daviess , Kentucky
896,1869.0,97.0,0.0,0.0,0.0,55.0,141.0,"Edmonson County, Kentucky",061,21,Edmonson , Kentucky
897,1979.0,0.0,0.0,4.0,0.0,0.0,0.0,"Elliott County, Kentucky",063,21,Elliott , Kentucky
898,4061.0,67.0,2.0,0.0,0.0,73.0,0.0,"Estill County, Kentucky",065,21,Estill , Kentucky
899,34593.0,13337.0,438.0,1672.0,18.0,2698.0,7324.0,"Fayette County, Kentucky",067,21,Fayette , Kentucky
900,2667.0,112.0,0.0,0.0,0.0,27.0,37.0,"Fleming County, Kentucky",069,21,Fleming , Kentucky
901,11074.0,126.0,14.0,19.0,0.0,109.0,151.0,"Floyd County, Kentucky",071,21,Floyd , Kentucky
902,5242.0,1232.0,37.0,241.0,0.0,331.0,225.0,"Franklin County, Kentucky",073,21,Franklin , Kentucky
903,733.0,734.0,0.0,0.0,0.0,50.0,0.0,"Fulton County, Kentucky",075,21,Fulton , Kentucky
904,1228.0,40.0,0.0,0.0,0.0,23.0,74.0,"Gallatin County, Kentucky",077,21,Gallatin , Kentucky
905,3387.0,25.0,0.0,0.0,0.0,30.0,171.0,"Garrard County, Kentucky",079,21,Garrard , Kentucky
906,4260.0,0.0,7.0,17.0,0.0,14.0,18.0,"Grant County, Kentucky",081,21,Grant , Kentucky
907,5755.0,739.0,14.0,0.0,0.0,220.0,769.0,"Graves County, Kentucky",083,21,Graves , Kentucky
908,5423.0,96.0,0.0,0.0,0.0,238.0,137.0,"Grayson County, Kentucky",085,21,Grayson , Kentucky
909,2149.0,143.0,0.0,0.0,0.0,31.0,36.0,"Green County, Kentucky",087,21,Green , Kentucky
910,6115.0,90.0,0.0,13.0,0.0,264.0,79.0,"Greenup County, Kentucky",089,21,Greenup , Kentucky
911,1297.0,14.0,0.0,0.0,0.0,29.0,69.0,"Hancock County, Kentucky",091,21,Hancock , Kentucky
912,11120.0,2759.0,69.0,229.0,78.0,1159.0,1084.0,"Hardin County, Kentucky",093,21,Hardin , Kentucky
913,8450.0,234.0,19.0,59.0,44.0,115.0,156.0,"Harlan County, Kentucky",095,21,Harlan , Kentucky
914,3441.0,186.0,36.0,1.0,0.0,109.0,267.0,"Harrison County, Kentucky",097,21,Harrison , Kentucky
915,4260.0,330.0,0.0,0.0,5.0,92.0,46.0,"Hart County, Kentucky",099,21,Hart , Kentucky
916,6549.0,1065.0,87.0,16.0,0.0,510.0,126.0,"Henderson County, Kentucky",101,21,Henderson , Kentucky
917,2351.0,116.0,0.0,0.0,0.0,53.0,263.0,"Henry County, Kentucky",103,21,Henry , Kentucky
918,591.0,121.0,0.0,0.0,0.0,16.0,13.0,"Hickman County, Kentucky",105,21,Hickman , Kentucky
919,6659.0,763.0,56.0,2.0,0.0,326.0,179.0,"Hopkins County, Kentucky",107,21,Hopkins , Kentucky
920,4154.0,0.0,4.0,0.0,0.0,40.0,24.0,"Jackson County, Kentucky",109,21,Jackson , Kentucky
921,64816.0,47759.0,221.0,2730.0,45.0,6041.0,9566.0,"Jefferson County, Kentucky",111,21,Jefferson , Kentucky
922,7067.0,277.0,73.0,142.0,0.0,265.0,647.0,"Jessamine County, Kentucky",113,21,Jessamine , Kentucky
923,5605.0,6.0,0.0,0.0,0.0,124.0,39.0,"Johnson County, Kentucky",115,21,Johnson , Kentucky
924,17351.0,3000.0,310.0,120.0,0.0,1217.0,1504.0,"Kenton County, Kentucky",117,21,Kenton , Kentucky
925,3918.0,113.0,0.0,0.0,12.0,54.0,40.0,"Knott County, Kentucky",119,21,Knott , Kentucky
926,10163.0,231.0,13.0,1.0,0.0,87.0,119.0,"Knox County, Kentucky",121,21,Knox , Kentucky
927,2211.0,121.0,0.0,0.0,0.0,147.0,110.0,"Larue County, Kentucky",123,21,Larue , Kentucky
928,13159.0,161.0,88.0,0.0,0.0,266.0,179.0,"Laurel County, Kentucky",125,21,Laurel , Kentucky
929,3548.0,0.0,0.0,0.0,0.0,144.0,38.0,"Lawrence County, Kentucky",127,21,Lawrence , Kentucky
930,2219.0,17.0,0.0,38.0,0.0,0.0,41.0,"Lee County, Kentucky",129,21,Lee , Kentucky
931,2484.0,4.0,7.0,0.0,0.0,0.0,97.0,"Leslie County, Kentucky",131,21,Leslie , Kentucky
932,5626.0,107.0,0.0,18.0,0.0,0.0,9.0,"Letcher County, Kentucky",133,21,Letcher , Kentucky
933,4369.0,3.0,15.0,0.0,0.0,24.0,77.0,"Lewis County, Kentucky",135,21,Lewis , Kentucky
934,5766.0,216.0,0.0,0.0,0.0,38.0,67.0,"Lincoln County, Kentucky",137,21,Lincoln , Kentucky
935,1398.0,0.0,0.0,0.0,0.0,43.0,41.0,"Livingston County, Kentucky",139,21,Livingston , Kentucky
936,4944.0,707.0,0.0,0.0,0.0,5.0,135.0,"Logan County, Kentucky",141,21,Logan , Kentucky
937,890.0,17.0,0.0,31.0,0.0,27.0,15.0,"Lyon County, Kentucky",143,21,Lyon , Kentucky
938,7932.0,2593.0,27.0,12.0,0.0,566.0,225.0,"McCracken County, Kentucky",145,21,McCracken , Kentucky
939,6016.0,153.0,11.0,0.0,0.0,17.0,18.0,"McCreary County, Kentucky",147,21,McCreary , Kentucky
940,1761.0,4.0,24.0,0.0,0.0,4.0,14.0,"McLean County, Kentucky",149,21,McLean , Kentucky
941,14564.0,1568.0,132.0,245.0,0.0,478.0,670.0,"Madison County, Kentucky",151,21,Madison , Kentucky
942,3386.0,0.0,47.0,0.0,0.0,33.0,0.0,"Magoffin County, Kentucky",153,21,Magoffin , Kentucky
943,2626.0,543.0,0.0,0.0,0.0,19.0,3.0,"Marion County, Kentucky",155,21,Marion , Kentucky
944,3126.0,37.0,28.0,0.0,0.0,69.0,35.0,"Marshall County, Kentucky",157,21,Marshall , Kentucky
945,3742.0,14.0,0.0,2.0,0.0,44.0,14.0,"Martin County, Kentucky",159,21,Martin , Kentucky
946,2854.0,337.0,0.0,0.0,0.0,201.0,17.0,"Mason County, Kentucky",161,21,Mason , Kentucky
947,4043.0,399.0,0.0,37.0,0.0,169.0,142.0,"Meade County, Kentucky",163,21,Meade , Kentucky
948,1605.0,23.0,0.0,0.0,0.0,62.0,85.0,"Menifee County, Kentucky",165,21,Menifee , Kentucky
949,3290.0,273.0,0.0,8.0,0.0,173.0,44.0,"Mercer County, Kentucky",167,21,Mercer , Kentucky
950,1878.0,72.0,0.0,0.0,20.0,48.0,93.0,"Metcalfe County, Kentucky",169,21,Metcalfe , Kentucky
951,2656.0,24.0,0.0,0.0,0.0,79.0,43.0,"Monroe County, Kentucky",171,21,Monroe , Kentucky
952,6323.0,140.0,0.0,0.0,0.0,109.0,158.0,"Montgomery County, Kentucky",173,21,Montgomery , Kentucky
953,3419.0,0.0,10.0,44.0,0.0,23.0,23.0,"Morgan County, Kentucky",175,21,Morgan , Kentucky
954,5413.0,602.0,37.0,22.0,30.0,171.0,147.0,"Muhlenberg County, Kentucky",177,21,Muhlenberg , Kentucky
955,6528.0,701.0,63.0,84.0,0.0,196.0,634.0,"Nelson County, Kentucky",179,21,Nelson , Kentucky
956,1106.0,3.0,0.0,0.0,0.0,0.0,14.0,"Nicholas County, Kentucky",181,21,Nicholas , Kentucky
957,4904.0,181.0,2.0,22.0,0.0,63.0,241.0,"Ohio County, Kentucky",183,21,Ohio , Kentucky
958,2899.0,131.0,4.0,11.0,0.0,194.0,579.0,"Oldham County, Kentucky",185,21,Oldham , Kentucky
959,1588.0,6.0,10.0,0.0,0.0,13.0,0.0,"Owen County, Kentucky",187,21,Owen , Kentucky
960,1665.0,17.0,0.0,33.0,0.0,73.0,35.0,"Owsley County, Kentucky",189,21,Owsley , Kentucky
961,1993.0,54.0,9.0,0.0,0.0,88.0,14.0,"Pendleton County, Kentucky",191,21,Pendleton , Kentucky
962,7166.0,24.0,0.0,0.0,0.0,116.0,22.0,"Perry County, Kentucky",193,21,Perry , Kentucky
963,14893.0,138.0,0.0,41.0,11.0,93.0,184.0,"Pike County, Kentucky",195,21,Pike , Kentucky
964,3332.0,15.0,0.0,0.0,0.0,0.0,65.0,"Powell County, Kentucky",197,21,Powell , Kentucky
965,15569.0,194.0,3.0,59.0,51.0,152.0,676.0,"Pulaski County, Kentucky",199,21,Pulaski , Kentucky
966,573.0,0.0,0.0,0.0,0.0,9.0,0.0,"Robertson County, Kentucky",201,21,Robertson , Kentucky
967,4058.0,0.0,44.0,8.0,0.0,45.0,3.0,"Rockcastle County, Kentucky",203,21,Rockcastle , Kentucky
968,5036.0,49.0,13.0,66.0,0.0,123.0,34.0,"Rowan County, Kentucky",205,21,Rowan , Kentucky
969,4484.0,5.0,0.0,3.0,131.0,23.0,151.0,"Russell County, Kentucky",207,21,Russell , Kentucky
970,3400.0,873.0,11.0,14.0,0.0,141.0,694.0,"Scott County, Kentucky",209,21,Scott , Kentucky
971,3967.0,707.0,0.0,0.0,0.0,150.0,1619.0,"Shelby County, Kentucky",211,21,Shelby , Kentucky
972,2556.0,659.0,0.0,0.0,0.0,23.0,217.0,"Simpson County, Kentucky",213,21,Simpson , Kentucky
973,1163.0,7.0,0.0,0.0,0.0,0.0,92.0,"Spencer County, Kentucky",215,21,Spencer , Kentucky
974,4841.0,336.0,16.0,0.0,0.0,273.0,92.0,"Taylor County, Kentucky",217,21,Taylor , Kentucky
975,1827.0,369.0,4.0,0.0,0.0,77.0,184.0,"Todd County, Kentucky",219,21,Todd , Kentucky
976,1919.0,259.0,0.0,0.0,0.0,17.0,4.0,"Trigg County, Kentucky",221,21,Trigg , Kentucky
977,1304.0,103.0,0.0,0.0,0.0,17.0,121.0,"Trimble County, Kentucky",223,21,Trimble , Kentucky
978,2875.0,1195.0,3.0,67.0,0.0,58.0,212.0,"Union County, Kentucky",225,21,Union , Kentucky
979,14451.0,3008.0,0.0,1037.0,115.0,923.0,2041.0,"Warren County, Kentucky",227,21,Warren , Kentucky
980,1429.0,139.0,0.0,0.0,0.0,175.0,260.0,"Washington County, Kentucky",229,21,Washington , Kentucky
981,4804.0,36.0,0.0,0.0,16.0,67.0,403.0,"Wayne County, Kentucky",231,21,Wayne , Kentucky
982,1650.0,176.0,2.0,0.0,0.0,16.0,158.0,"Webster County, Kentucky",233,21,Webster , Kentucky
983,7929.0,75.0,0.0,2.0,9.0,109.0,91.0,"Whitley County, Kentucky",235,21,Whitley , Kentucky
984,3135.0,0.0,8.0,0.0,0.0,17.0,0.0,"Wolfe County, Kentucky",237,21,Wolfe , Kentucky
985,2458.0,341.0,0.0,0.0,2.0,46.0,664.0,"Woodford County, Kentucky",239,21,Woodford , Kentucky
986,7301.0,4155.0,18.0,0.0,13.0,489.0,321.0,"Acadia Parish, Louisiana",001,22,Acadia Parish, Louisiana
987,2381.0,808.0,167.0,21.0,0.0,164.0,115.0,"Allen Parish, Louisiana",003,22,Allen Parish, Louisiana
988,6680.0,6288.0,101.0,553.0,0.0,506.0,1110.0,"Ascension Parish, Louisiana",005,22,Ascension Parish, Louisiana
989,1728.0,2058.0,53.0,0.0,0.0,60.0,103.0,"Assumption Parish, Louisiana",007,22,Assumption Parish, Louisiana
990,4329.0,3726.0,74.0,0.0,0.0,262.0,94.0,"Avoyelles Parish, Louisiana",009,22,Avoyelles Parish, Louisiana
991,4942.0,1197.0,62.0,22.0,0.0,248.0,505.0,"Beauregard Parish, Louisiana",011,22,Beauregard Parish, Louisiana
992,1119.0,2514.0,7.0,0.0,0.0,125.0,97.0,"Bienville Parish, Louisiana",013,22,Bienville Parish, Louisiana
993,8159.0,6893.0,32.0,126.0,0.0,877.0,1442.0,"Bossier Parish, Louisiana",015,22,Bossier Parish, Louisiana
994,12536.0,38385.0,404.0,413.0,11.0,454.0,1056.0,"Caddo Parish, Louisiana",017,22,Caddo Parish, Louisiana
995,16939.0,14380.0,84.0,367.0,0.0,857.0,947.0,"Calcasieu Parish, Louisiana",019,22,Calcasieu Parish, Louisiana
996,1411.0,450.0,30.0,0.0,0.0,3.0,82.0,"Caldwell Parish, Louisiana",021,22,Caldwell Parish, Louisiana
997,547.0,8.0,0.0,0.0,0.0,0.0,2.0,"Cameron Parish, Louisiana",023,22,Cameron Parish, Louisiana
998,935.0,959.0,0.0,0.0,0.0,49.0,43.0,"Catahoula Parish, Louisiana",025,22,Catahoula Parish, Louisiana
999,856.0,3371.0,45.0,0.0,0.0,102.0,159.0,"Claiborne Parish, Louisiana",027,22,Claiborne Parish, Louisiana
1000,1958.0,4046.0,10.0,0.0,0.0,25.0,25.0,"Concordia Parish, Louisiana",029,22,Concordia Parish, Louisiana
1001,2202.0,4102.0,0.0,41.0,0.0,109.0,384.0,"De Soto Parish, Louisiana",031,22,De Soto Parish, Louisiana
1002,24717.0,54256.0,64.0,2010.0,12.0,1932.0,4488.0,"East Baton Rouge Parish, Louisiana",033,22,East Baton Rouge Parish, Louisiana
1003,349.0,2584.0,0.0,0.0,0.0,47.0,120.0,"East Carroll Parish, Louisiana",035,22,East Carroll Parish, Louisiana
1004,1241.0,1897.0,31.0,0.0,0.0,30.0,25.0,"East Feliciana Parish, Louisiana",037,22,East Feliciana Parish, Louisiana
1005,3628.0,4263.0,15.0,7.0,0.0,156.0,76.0,"Evangeline Parish, Louisiana",039,22,Evangeline Parish, Louisiana
1006,2640.0,3237.0,0.0,0.0,0.0,127.0,14.0,"Franklin Parish, Louisiana",041,22,Franklin Parish, Louisiana
1007,2597.0,691.0,84.0,5.0,0.0,50.0,53.0,"Grant Parish, Louisiana",043,22,Grant Parish, Louisiana
1008,5818.0,7828.0,24.0,430.0,0.0,542.0,296.0,"Iberia Parish, Louisiana",045,22,Iberia Parish, Louisiana
1009,1752.0,3999.0,0.0,8.0,0.0,13.0,175.0,"Iberville Parish, Louisiana",047,22,Iberville Parish, Louisiana
1010,1651.0,1956.0,0.0,0.0,0.0,19.0,45.0,"Jackson Parish, Louisiana",049,22,Jackson Parish, Louisiana
1011,31693.0,33204.0,424.0,2624.0,54.0,1097.0,12250.0,"Jefferson Parish, Louisiana",051,22,Jefferson Parish, Louisiana
1012,4323.0,1987.0,79.0,21.0,0.0,120.0,188.0,"Jefferson Davis Parish, Louisiana",053,22,Jefferson Davis Parish, Louisiana
1013,16616.0,17674.0,98.0,655.0,0.0,1156.0,1925.0,"Lafayette Parish, Louisiana",055,22,Lafayette Parish, Louisiana
1014,8301.0,3906.0,487.0,131.0,0.0,596.0,576.0,"Lafourche Parish, Louisiana",057,22,Lafourche Parish, Louisiana
1015,1853.0,493.0,46.0,0.0,0.0,15.0,2.0,"LaSalle Parish, Louisiana",059,22,LaSalle Parish, Louisiana
1016,4578.0,8019.0,66.0,413.0,0.0,270.0,521.0,"Lincoln Parish, Louisiana",061,22,Lincoln Parish, Louisiana
1017,15808.0,1650.0,1.0,67.0,0.0,296.0,787.0,"Livingston Parish, Louisiana",063,22,Livingston Parish, Louisiana
1018,862.0,2962.0,84.0,0.0,0.0,63.0,112.0,"Madison Parish, Louisiana",065,22,Madison Parish, Louisiana
1019,2093.0,4933.0,29.0,25.0,0.0,70.0,175.0,"Morehouse Parish, Louisiana",067,22,Morehouse Parish, Louisiana
1020,3963.0,6095.0,161.0,5.0,14.0,105.0,269.0,"Natchitoches Parish, Louisiana",069,22,Natchitoches Parish, Louisiana
1021,16662.0,76343.0,464.0,2337.0,26.0,1426.0,5012.0,"Orleans Parish, Louisiana",071,22,Orleans Parish, Louisiana
1022,12704.0,22063.0,89.0,226.0,0.0,502.0,586.0,"Ouachita Parish, Louisiana",073,22,Ouachita Parish, Louisiana
1023,1554.0,1053.0,81.0,273.0,0.0,98.0,116.0,"Plaquemines Parish, Louisiana",075,22,Plaquemines Parish, Louisiana
1024,1344.0,2596.0,35.0,0.0,0.0,66.0,135.0,"Pointe Coupee Parish, Louisiana",077,22,Pointe Coupee Parish, Louisiana
1025,11867.0,13281.0,111.0,729.0,0.0,271.0,672.0,"Rapides Parish, Louisiana",079,22,Rapides Parish, Louisiana
1026,731.0,1184.0,1.0,0.0,0.0,4.0,0.0,"Red River Parish, Louisiana",081,22,Red River Parish, Louisiana
1027,1417.0,2768.0,0.0,27.0,0.0,32.0,30.0,"Richland Parish, Louisiana",083,22,Richland Parish, Louisiana
