State,County,Value,Gender,Race/Ethnicity,Lat,Lng,Fast Food Count
PA,Butler County,349.2,Overall,Overall,40.911194,-79.91714,20
GA,Chatham County,349.2,Overall,Overall,32.012553,-81.152775,20
OH,Summit County,349.1,Overall,Overall,41.12406,-81.521628,20
IL,St. Clair County,349.1,Overall,Overall,38.473243,-89.931465,20
IL,Stark County,349.0,Overall,Overall,41.095659,-89.801669,20
TX,Gonzales County,348.9,Overall,Overall,29.460268,-97.498962,20
IN,Randolph County,348.9,Overall,Overall,40.166698,-85.006582,20
WV,Lincoln County,348.7,Overall,Overall,38.175474,-82.067652,20
NC,Halifax County,348.7,Overall,Overall,36.252918,-77.65503,20
IN,Elkhart County,348.5,Overall,Overall,41.605947,-85.866712,20
IA,Clarke County,348.4,Overall,Overall,41.031719,-93.789819,8
TX,Grayson County,348.3,Overall,Overall,33.629885,-96.670432,20
KY,Union County,348.3,Overall,Overall,37.658091,-87.94744,20
AR,Grant County,348.3,Overall,Overall,34.293385,-92.417835,20
FL,Lafayette County,348.2,Overall,Overall,29.988187,-83.177677,8
OH,Washington County,348.2,Overall,Overall,39.4534,-81.498018,20
MI,Marquette County,348.1,Overall,Overall,46.432087,-87.635878,20
FL,Dixie County,348.0,Overall,Overall,29.613697,-83.150739,20
IN,Cass County,348.0,Overall,Overall,40.77212,-86.347065,20
NC,Tyrrell County,347.9,Overall,Overall,35.810572,-76.218478,4
DE,Kent County,347.9,Overall,Overall,39.0873,-75.56907,20
SC,Georgetown County,347.9,Overall,Overall,33.441829,-79.336645,20
IA,Butler County,347.8,Overall,Overall,42.732572,-92.794231,20
UT,Iron County,347.7,Overall,Overall,37.85024,-113.286315,20
FL,Duval County,347.7,Overall,Overall,30.32506,-81.686521,20
NC,Bertie County,347.7,Overall,Overall,36.065336,-76.983187,20
SC,Jasper County,347.6,Overall,Overall,32.437911,-81.029621,20
OH,Knox County,347.6,Overall,Overall,40.400265,-82.41896,20
IL,Christian County,347.5,Overall,Overall,39.545621,-89.284875,12
WI,Adams County,347.5,Overall,Overall,43.970437,-89.765582,20
GA,Georgia,347.5,Overall,Overall,32.6549,-83.4547,20
IA,Howard County,347.5,Overall,Overall,43.357654,-92.318209,20
IL,Grundy County,347.4,Overall,Overall,41.288225,-88.425848,20
MT,Powder River County,347.4,Overall,Overall,45.397055,-105.632454,3
KS,Geary County,347.4,Overall,Overall,38.995853,-96.743647,20
NE,Furnas County,347.3,Overall,Overall,40.170442,-99.910038,3
AS,American Samoa,347.3,Overall,Overall,-14.2766,-170.367,2
SC,Calhoun County,347.3,Overall,Overall,33.670448,-80.768658,20
VA,Colonial Heights City,347.3,Overall,Overall,37.266741,-77.40702,20
MO,Greene County,347.3,Overall,Overall,37.256159,-93.348973,20
AS,American Samoa County,347.3,Overall,Overall,-14.276602,-170.367458,2
KS,Coffey County,347.1,Overall,Overall,38.233047,-95.72861,10
SC,Hampton County,347.0,Overall,Overall,32.773835,-81.137798,19
MI,Otsego County,347.0,Overall,Overall,45.024465,-84.602531,16
NC,Sampson County,346.9,Overall,Overall,34.986249,-78.371475,20
IL,Cumberland County,346.7,Overall,Overall,39.277075,-88.242557,20
GA,Bryan County,346.6,Overall,Overall,32.022847,-81.44913,20
WV,Ohio County,346.5,Overall,Overall,40.100757,-80.621511,20
TX,Hill County,346.5,Overall,Overall,31.999269,-97.132724,20
TX,San Patricio County,346.5,Overall,Overall,28.003671,-97.511283,20
NC,Davidson County,346.4,Overall,Overall,35.789628,-80.20883,20
TX,Wilson County,346.2,Overall,Overall,29.176604,-98.093519,20
LA,La Salle Parish,346.2,Overall,Overall,31.682047,-92.154744,8
MO,Cape Girardeau County,346.1,Overall,Overall,37.385171,-89.687459,20
MI,Newaygo County,346.1,Overall,Overall,43.557058,-85.801617,20
SD,Yankton County,346.1,Overall,Overall,43.011484,-97.393593,16
SD,Davison County,346.0,Overall,Overall,43.671519,-98.147535,20
TX,Starr County,346.0,Overall,Overall,26.565759,-98.749657,19
MT,Deer Lodge County,345.9,Overall,Overall,46.055226,-113.067299,20
SC,Greenwood County,345.9,Overall,Overall,34.147063,-82.121049,15
ID,Bingham County,345.8,Overall,Overall,43.210903,-112.389552,20
IL,Schuyler County,345.8,Overall,Overall,40.160642,-90.622177,20
IL,Union County,345.8,Overall,Overall,37.476874,-89.25934,20
SC,South Carolina,345.7,Overall,Overall,33.9187,-80.9014,20
WI,Monroe County,345.7,Overall,Overall,43.947038,-90.619028,20
MI,Oakland County,345.7,Overall,Overall,42.663821,-83.387352,20
TX,Coryell County,345.6,Overall,Overall,31.395079,-97.800221,20
OH,Preble County,345.6,Overall,Overall,39.740533,-84.643387,20
IN,Union County,345.4,Overall,Overall,39.62307,-84.924288,20
KS,Jewell County,345.2,Overall,Overall,39.778375,-98.217273,1
PA,Cumberland County,345.2,Overall,Overall,40.167686,-77.264443,20
NE,Arthur County,345.2,Overall,Overall,41.563706,-101.696448,20
SC,Kershaw County,345.2,Overall,Overall,34.335847,-80.589373,11
PA,Elk County,345.1,Overall,Overall,41.429208,-78.649036,16
OH,Ashland County,345.0,Overall,Overall,40.844675,-82.265621,20
SC,Oconee County,345.0,Overall,Overall,34.752442,-83.064552,20
WA,Lewis County,344.9,Overall,Overall,46.572515,-122.396287,5
IL,Macon County,344.9,Overall,Overall,39.862417,-88.968093,20
IN,Posey County,344.8,Overall,Overall,38.022079,-87.874828,20
TX,Jim Hogg County,344.8,Overall,Overall,27.049069,-98.707777,8
PA,Pennsylvania,344.5,Overall,Overall,40.8749,-77.8022,20
TX,Jackson County,344.4,Overall,Overall,28.947688,-96.577005,15
NC,Nash County,344.3,Overall,Overall,35.96325,-77.981695,20
TX,Ellis County,344.2,Overall,Overall,32.359899,-96.79456,20
TX,Refugio County,344.1,Overall,Overall,28.32063,-97.160159,20
IL,Perry County,344.1,Overall,Overall,38.082202,-89.371823,19
IL,Cook County,344.0,Overall,Overall,41.844947,-87.822369,20
AR,Carroll County,343.9,Overall,Overall,36.337081,-93.531133,20
TX,Reagan County,343.9,Overall,Overall,31.370691,-101.522099,7
MI,Mason County,343.9,Overall,Overall,43.998967,-86.252292,20
TX,Bexar County,343.9,Overall,Overall,29.453009,-98.524606,20
IN,Dubois County,343.8,Overall,Overall,38.362925,-86.885464,20
WI,Calumet County,343.7,Overall,Overall,44.08408,-88.214768,20
TX,Waller County,343.7,Overall,Overall,30.012818,-95.994394,20
OH,Madison County,343.6,Overall,Overall,39.889484,-83.40139,20
KY,Marion County,343.6,Overall,Overall,37.549858,-85.278794,20
UT,Kane County,343.6,Overall,Overall,37.281396,-111.89034,20
MI,Eaton County,343.6,Overall,Overall,42.599088,-84.84327,0
NC,Wilson County,343.6,Overall,Overall,35.69877,-77.920576,20
NC,Jones County,343.5,Overall,Overall,35.019843,-77.357622,20
IN,Pike County,343.5,Overall,Overall,38.403594,-87.240776,20
WV,Greenbrier County,343.5,Overall,Overall,37.947848,-80.451803,20
IL,Mason County,343.5,Overall,Overall,40.244113,-89.92431,20
IL,Hancock County,343.5,Overall,Overall,40.406194,-91.171795,20
IL,Effingham County,343.5,Overall,Overall,39.061874,-88.594611,20
WV,Jefferson County,343.4,Overall,Overall,39.303988,-77.863726,20
OH,Defiance County,343.3,Overall,Overall,41.322045,-84.48094,20
CA,Calaveras County,343.2,Overall,Overall,38.202946,-120.544084,2
IL,Calhoun County,343.2,Overall,Overall,39.170849,-90.672993,20
ME,Aroostook County,343.2,Overall,Overall,46.654948,-68.594245,20
UT,Box Elder County,343.1,Overall,Overall,41.522414,-113.080229,0
OH,Franklin County,343.0,Overall,Overall,39.96496,-83.009567,20
PA,Westmoreland County,343.0,Overall,Overall,40.309554,-79.473888,20
UT,Carbon County,342.9,Overall,Overall,39.642176,-110.580864,20
KS,Butler County,342.9,Overall,Overall,37.77929,-96.831677,20
NC,Greene County,342.9,Overall,Overall,35.483833,-77.678332,20
SC,Saluda County,342.9,Overall,Overall,34.002134,-81.723104,20
IN,LaGrange County,342.9,Overall,Overall,41.649015,-85.429643,20
KS,Bourbon County,342.9,Overall,Overall,37.854525,-94.848405,8
SD,Butte County,342.8,Overall,Overall,44.906718,-103.511048,11
MN,Clearwater County,342.7,Overall,Overall,47.579737,-95.381452,9
IA,Floyd County,342.6,Overall,Overall,43.064227,-92.792706,17
VA,Pittsylvania County,342.6,Overall,Overall,36.825481,-79.398845,20
LA,Jefferson Parish,342.6,Overall,Overall,29.779458,-90.115482,20
KY,Spencer County,342.6,Overall,Overall,38.037051,-85.334321,20
TX,Midland County,342.5,Overall,Overall,31.870648,-102.032206,20
TX,Matagorda County,342.5,Overall,Overall,28.870504,-95.987045,20
SC,Orangeburg County,342.4,Overall,Overall,33.437671,-80.797327,20
FL,Nassau County,342.3,Overall,Overall,30.60322,-81.83334,20
IA,Greene County,342.3,Overall,Overall,42.03342,-94.402748,9
OH,Carroll County,342.1,Overall,Overall,40.575778,-81.08486,20
NC,Lee County,342.0,Overall,Overall,35.470107,-79.175428,5
NE,Thayer County,342.0,Overall,Overall,40.171949,-97.588994,20
WI,Juneau County,341.9,Overall,Overall,43.92514,-90.111985,20
IA,Page County,341.9,Overall,Overall,40.743124,-95.15687,12
ME,Piscataquis County,341.9,Overall,Overall,45.838234,-69.283292,0
TX,McMullen County,341.8,Overall,Overall,28.349934,-98.573623,3
NY,Dutchess County,341.7,Overall,Overall,41.764043,-73.742217,20
TX,Concho County,341.6,Overall,Overall,31.329231,-99.863384,2
WA,Grays Harbor County,341.6,Overall,Overall,47.150336,-123.77369,20
GA,Bulloch County,341.6,Overall,Overall,32.395564,-81.738706,20
OH,Morgan County,341.3,Overall,Overall,39.619736,-81.851531,20
VA,Waynesboro City,341.3,Overall,Overall,38.066969,-78.887285,20
KS,Phillips County,341.2,Overall,Overall,39.779543,-99.34501,11
FL,Polk County,341.0,Overall,Overall,27.946248,-81.700632,6
PA,Cameron County,341.0,Overall,Overall,41.438552,-78.209858,20
NJ,Sussex County,340.8,Overall,Overall,41.131202,-74.692887,20
MD,Prince George's County,340.7,Overall,Overall,38.828408,-76.849825,20
KY,Campbell County,340.5,Overall,Overall,38.944792,-84.383106,20
GA,Fannin County,340.4,Overall,Overall,34.862762,-84.31965,20
MI,Saginaw County,340.3,Overall,Overall,43.339747,-84.052406,20
IL,Whiteside County,340.3,Overall,Overall,41.758263,-89.917993,20
KS,Doniphan County,340.1,Overall,Overall,39.78597,-95.144781,20
IN,Harrison County,340.1,Overall,Overall,38.19399,-86.118653,20
IN,Adams County,340.0,Overall,Overall,40.762569,-84.933731,20
IL,Sangamon County,339.9,Overall,Overall,39.760051,-89.66652,20
ME,Somerset County,339.9,Overall,Overall,45.510205,-69.955133,10
CA,Humboldt County,339.5,Overall,Overall,40.698187,-123.863888,20
KY,Hardin County,339.4,Overall,Overall,37.698684,-85.972266,20
WV,Wayne County,339.3,Overall,Overall,38.14412,-82.427219,13
TX,Goliad County,339.3,Overall,Overall,28.653769,-97.427707,20
TX,McLennan County,339.2,Overall,Overall,31.557737,-97.200857,20
NC,Hyde County,339.1,Overall,Overall,35.532337,-76.247823,4
WI,Waupaca County,339.1,Overall,Overall,44.471524,-88.957941,20
SC,Laurens County,338.9,Overall,Overall,34.476258,-82.000397,20
OK,Cleveland County,338.9,Overall,Overall,35.211201,-97.326191,20
PA,Potter County,338.9,Overall,Overall,41.743976,-77.899146,7
MI,Kent County,338.8,Overall,Overall,43.034618,-85.553771,20
MO,Gasconade County,338.7,Overall,Overall,38.442893,-91.516276,17
CA,Plumas County,338.6,Overall,Overall,40.002158,-120.838191,15
CA,Sutter County,338.6,Overall,Overall,39.033545,-121.687339,20
PA,Venango County,338.5,Overall,Overall,41.403351,-79.764141,13
NY,Schuyler County,338.5,Overall,Overall,42.394258,-76.871691,20
WV,Gilmer County,338.5,Overall,Overall,38.92751,-80.857358,20
IL,Peoria County,338.4,Overall,Overall,40.792172,-89.766494,20
FL,Wakulla County,338.3,Overall,Overall,30.174003,-84.400512,20
SC,Aiken County,338.3,Overall,Overall,33.544639,-81.634504,20
AK,Northwest Arctic,338.3,Overall,Overall,67.065111,-159.726506,0
OH,Lake County,338.2,Overall,Overall,41.693101,-81.233517,20
OH,Licking County,338.2,Overall,Overall,40.086685,-82.478495,20
MI,Cheboygan County,338.1,Overall,Overall,45.44747,-84.49502,15
MO,St. Louis County,338.0,Overall,Overall,38.640359,-90.45166,20
FL,Volusia County,338.0,Overall,Overall,29.056633,-81.196249,20
TX,Wharton County,337.9,Overall,Overall,29.277618,-96.231817,20
SD,Mellette County,337.9,Overall,Overall,43.585262,-100.762531,20
TN,Knox County,337.9,Overall,Overall,35.997542,-83.929824,20
IN,Wabash County,337.9,Overall,Overall,40.853733,-85.797203,9
VA,Hampton City,337.9,Overall,Overall,37.05124,-76.366426,20
NY,Essex County,337.8,Overall,Overall,44.11086,-73.770676,17
TX,Uvalde County,337.8,Overall,Overall,29.359795,-99.763448,20
IN,Franklin County,337.5,Overall,Overall,39.408852,-85.064068,20
TN,Johnson County,337.5,Overall,Overall,36.452058,-81.849314,20
CA,Tehama County,337.5,Overall,Overall,40.12057,-122.226655,20
MI,Delta County,337.4,Overall,Overall,45.919482,-86.916492,20
OR,Malheur County,337.4,Overall,Overall,43.188513,-117.618299,0
TX,Bastrop County,337.3,Overall,Overall,30.105996,-97.319446,20
CA,Merced County,337.2,Overall,Overall,37.186923,-120.704731,9
KY,Daviess County,337.2,Overall,Overall,37.731641,-87.093461,20
IA,Hardin County,337.2,Overall,Overall,42.380066,-93.246592,20
GA,Gilmer County,337.1,Overall,Overall,34.688044,-84.453662,5
NJ,Essex County,337.1,Overall,Overall,40.778806,-74.246992,13
KS,Graham County,337.1,Overall,Overall,39.344268,-99.884214,20
CO,Lake County,337.1,Overall,Overall,39.198634,-106.338777,20
KY,Nelson County,337.0,Overall,Overall,37.806705,-85.473891,20
IN,St. Joseph County,336.9,Overall,Overall,41.622788,-86.295204,20
IA,Palo Alto County,336.9,Overall,Overall,43.081546,-94.687903,5
ME,Waldo County,336.8,Overall,Overall,44.506379,-69.152345,19
KS,Rice County,336.8,Overall,Overall,38.340458,-98.199678,20
MO,Douglas County,336.7,Overall,Overall,36.933697,-92.503136,11
NE,Loup County,336.6,Overall,Overall,41.910336,-99.44881,5
FL,Santa Rosa County,336.5,Overall,Overall,30.733193,-87.011629,20
NC,McDowell County,336.3,Overall,Overall,35.678999,-82.043279,20
OH,Union County,336.2,Overall,Overall,40.297494,-83.368,20
FL,Bradford County,336.2,Overall,Overall,29.951055,-82.166588,20
SC,Richland County,336.1,Overall,Overall,34.01509,-80.899038,20
TX,Austin County,336.1,Overall,Overall,29.88676,-96.2835,20
WV,Cabell County,336.0,Overall,Overall,38.421768,-82.236609,20
SD,Douglas County,335.9,Overall,Overall,43.386614,-98.372971,13
MI,Emmet County,335.9,Overall,Overall,45.521716,-84.889176,20
IA,Pocahontas County,335.9,Overall,Overall,42.734856,-94.686668,4
KS,Chase County,335.8,Overall,Overall,38.299615,-96.589339,18
VA,Chesapeake City,335.8,Overall,Overall,36.67996,-76.307157,20
ID,Gooding County,335.8,Overall,Overall,42.960941,-114.799271,13
NE,Sheridan County,335.7,Overall,Overall,42.496618,-102.410493,20
OH,Hamilton County,335.7,Overall,Overall,39.19404,-84.538642,5
NC,Wayne County,335.6,Overall,Overall,35.354641,-78.008452,20
CA,Butte County,335.6,Overall,Overall,39.663077,-121.592018,20
WI,Price County,335.5,Overall,Overall,45.682656,-90.358461,11
NY,Albany County,335.5,Overall,Overall,42.599103,-73.970816,20
VA,Cumberland County,335.4,Overall,Overall,37.506629,-78.25445,19
WY,Campbell County,335.4,Overall,Overall,44.248013,-105.549392,20
IL,Jackson County,335.4,Overall,Overall,37.785101,-89.389565,20
NV,Lander County,335.4,Overall,Overall,39.935154,-117.02548,0
NY,Genesee County,335.4,Overall,Overall,43.002158,-78.193571,20
PA,Indiana County,335.3,Overall,Overall,40.652485,-79.094729,20
WA,Yakima County,335.3,Overall,Overall,46.455368,-120.739432,20
IN,Kosciusko County,335.3,Overall,Overall,41.251402,-85.866517,20
NY,Tioga County,335.3,Overall,Overall,42.169473,-76.30653,20
TX,Dallas County,335.2,Overall,Overall,32.773775,-96.773226,20
ME,Kennebec County,335.1,Overall,Overall,44.41035,-69.765228,20
WI,Oneida County,335.0,Overall,Overall,45.70539,-89.518315,20
SC,Edgefield County,335.0,Overall,Overall,33.772065,-81.965873,20
IN,Tipton County,335.0,Overall,Overall,40.320173,-86.054168,20
PA,Delaware County,334.9,Overall,Overall,39.916157,-75.408196,20
IN,Vanderburgh County,334.9,Overall,Overall,38.032208,-87.592233,20
WI,Washburn County,334.9,Overall,Overall,45.900031,-91.794398,20
IN,Henry County,334.9,Overall,Overall,39.934194,-85.399734,20
WV,Calhoun County,334.8,Overall,Overall,38.849528,-81.120498,20
SD,Hutchinson County,334.8,Overall,Overall,43.334143,-97.756132,6
NC,Pamlico County,334.8,Overall,Overall,35.135279,-76.767432,4
IA,Marshall County,334.7,Overall,Overall,42.034982,-93.005483,20
NC,Avery County,334.7,Overall,Overall,36.074592,-81.919816,20
TX,Guadalupe County,334.6,Overall,Overall,29.586354,-97.955007,20
WV,Monroe County,334.6,Overall,Overall,37.55811,-80.553236,20
WI,Menominee County,334.5,Overall,Overall,45.004429,-88.703751,20
WV,Clay County,334.4,Overall,Overall,38.462154,-81.079465,13
WY,Uinta County,334.4,Overall,Overall,41.289515,-110.553915,13
IN,Noble County,334.4,Overall,Overall,41.408781,-85.42546,20
IN,Gibson County,334.3,Overall,Overall,38.313353,-87.596744,20
CA,Mariposa County,334.3,Overall,Overall,37.575843,-119.896002,14
WY,Johnson County,334.3,Overall,Overall,44.042628,-106.584517,19
MS,Oktibbeha County,334.2,Overall,Overall,33.428879,-88.873944,20
IL,Douglas County,333.9,Overall,Overall,39.772197,-88.223152,20
TX,Bandera County,333.7,Overall,Overall,29.754297,-99.258457,20
NC,Union County,333.7,Overall,Overall,34.986861,-80.531078,20
GA,Henry County,333.5,Overall,Overall,33.45538,-84.151325,20
TX,Brazoria County,333.5,Overall,Overall,29.192432,-95.462105,20
VA,Franklin City,333.5,Overall,Overall,36.67268,-76.929297,20
VA,Surry County,333.2,Overall,Overall,37.112761,-76.898177,20
TX,Lee County,333.2,Overall,Overall,30.318842,-96.972498,20
ME,Androscoggin County,333.2,Overall,Overall,44.168139,-70.198255,20
KS,Lyon County,333.2,Overall,Overall,38.451054,-96.1488,20
IN,Carroll County,333.1,Overall,Overall,40.592897,-86.565534,20
AR,Saline County,333.1,Overall,Overall,34.648616,-92.670612,20
NE,Antelope County,333.1,Overall,Overall,42.175645,-98.065931,6
UT,Weber County,333.1,Overall,Overall,41.268952,-111.90544,20
WY,Sweetwater County,333.0,Overall,Overall,41.658264,-108.887859,20
OR,Curry County,332.9,Overall,Overall,42.456357,-124.159045,13
WI,Rusk County,332.8,Overall,Overall,45.475612,-91.135726,7
MI,Charlevoix County,332.6,Overall,Overall,45.225206,-85.03963,20
IL,Tazewell County,332.5,Overall,Overall,40.509472,-89.519144,20
IL,De Witt County,332.2,Overall,Overall,40.18081,-88.908462,20
KS,Ellsworth County,332.2,Overall,Overall,38.6888,-98.202077,2
NC,Duplin County,332.1,Overall,Overall,34.933085,-77.93468,20
MD,Calvert County,331.9,Overall,Overall,38.543225,-76.567004,20
TX,Parker County,331.8,Overall,Overall,32.779165,-97.799359,20
OH,Noble County,331.8,Overall,Overall,39.760189,-81.453003,20
WI,Green Lake County,331.7,Overall,Overall,43.802041,-89.041298,20
PA,Lebanon County,331.6,Overall,Overall,40.36519,-76.460535,20
NJ,Warren County,331.4,Overall,Overall,40.848265,-75.000882,20
OH,Greene County,331.3,Overall,Overall,39.690989,-83.887151,20
GA,Baker County,331.3,Overall,Overall,31.329694,-84.436317,20
MI,Muskegon County,331.2,Overall,Overall,43.293067,-86.148358,20
ID,Elmore County,331.2,Overall,Overall,43.345737,-115.459493,16
ID,Twin Falls County,331.2,Overall,Overall,42.350686,-114.655029,20
GA,Harris County,331.1,Overall,Overall,32.734161,-84.907237,20
TX,Texas,331.1,Overall,Overall,31.4906,-99.3517,9
ME,Penobscot County,331.1,Overall,Overall,45.402579,-68.649228,16
NM,Harding County,331.0,Overall,Overall,35.865542,-103.810548,1
IL,Illinois,331.0,Overall,Overall,40.0644,-89.2034,20
NE,Grant County,330.9,Overall,Overall,41.907292,-101.741283,3
FL,Liberty County,330.9,Overall,Overall,30.243516,-84.878721,0
KY,Boyle County,330.8,Overall,Overall,37.625726,-84.87855,20
MI,Alger County,330.7,Overall,Overall,46.412663,-86.593349,9
MT,Fergus County,330.6,Overall,Overall,47.267076,-109.227158,7
KS,Sedgwick County,330.5,Overall,Overall,37.68108,-97.454253,20
NJ,Passaic County,330.4,Overall,Overall,41.027148,-74.302864,20
FL,Okaloosa County,330.4,Overall,Overall,30.713173,-86.59025,20
MI,Schoolcraft County,330.3,Overall,Overall,46.19912,-86.192295,16
ME,Franklin County,330.3,Overall,Overall,44.974525,-70.446621,13
GA,Clarke County,330.3,Overall,Overall,33.959043,-83.370467,20
GA,Charlton County,330.2,Overall,Overall,30.786873,-82.135674,10
ME,Washington County,330.2,Overall,Overall,45.046683,-67.636809,16
NE,Keya Paha County,330.1,Overall,Overall,42.872562,-99.715458,12
NC,Montgomery County,330.1,Overall,Overall,35.328468,-79.900629,3
IA,Chickasaw County,330.1,Overall,Overall,43.065746,-92.321513,20
NY,Clinton County,330.0,Overall,Overall,44.738656,-73.678247,20
MT,Jefferson County,330.0,Overall,Overall,46.142125,-112.096328,20
VA,Grayson County,329.9,Overall,Overall,36.658397,-81.226976,20
IL,Boone County,329.9,Overall,Overall,42.321983,-88.826647,20
PA,Washington County,329.9,Overall,Overall,40.19159,-80.251791,20
ID,Bannock County,329.8,Overall,Overall,42.667657,-112.215971,20
NE,Boyd County,329.8,Overall,Overall,42.893748,-98.763053,4
MI,Clinton County,329.7,Overall,Overall,42.949817,-84.604386,20
ID,Washington County,329.6,Overall,Overall,44.44607,-116.781915,20
VA,King William County,329.6,Overall,Overall,37.70773,-77.09271,20
GA,Thomas County,329.6,Overall,Overall,30.863648,-83.914384,20
OH,Wayne County,329.6,Overall,Overall,40.829189,-81.882258,10
ND,Foster County,329.4,Overall,Overall,47.460929,-98.88777,7
OH,Erie County,329.3,Overall,Overall,41.354722,-82.601318,20
ND,Nelson County,329.3,Overall,Overall,47.923918,-98.19282,2
NM,Union County,329.2,Overall,Overall,36.478958,-103.460014,11
MN,Martin County,329.1,Overall,Overall,43.672868,-94.551825,17
NE,Clay County,329.1,Overall,Overall,40.521128,-98.044086,20
NH,Coos County,329.1,Overall,Overall,44.684341,-71.309504,20
IN,Whitley County,328.9,Overall,Overall,41.146523,-85.508962,20
MD,Frederick County,328.9,Overall,Overall,39.471917,-77.399264,7
LA,St. Tammany Parish,328.9,Overall,Overall,30.458088,-89.943805,20
MT,Custer County,328.9,Overall,Overall,46.255167,-105.576166,20
CA,Glenn County,328.8,Overall,Overall,39.597469,-122.383535,20
SD,Ziebach County,328.8,Overall,Overall,44.984656,-101.667449,6
TN,Maury County,328.7,Overall,Overall,35.624884,-87.071684,20
CA,Tuolumne County,328.7,Overall,Overall,38.024398,-119.946028,20
KS,Sheridan County,328.7,Overall,Overall,39.345551,-100.440309,14
WV,Roane County,328.6,Overall,Overall,38.716786,-81.351326,20
TX,Montgomery County,328.6,Overall,Overall,30.305575,-95.50759,20
OH,Lorain County,328.5,Overall,Overall,41.296642,-82.146581,20
KS,Wyandotte County,328.5,Overall,Overall,39.112948,-94.768504,20
WY,Niobrara County,328.5,Overall,Overall,43.059341,-104.481436,4
IA,Cerro Gordo County,328.5,Overall,Overall,43.081844,-93.264033,20
IA,Kossuth County,328.4,Overall,Overall,43.205795,-94.216058,20
NY,Oswego County,328.4,Overall,Overall,43.430774,-76.140428,11
MD,Maryland,328.2,Overall,Overall,39.0648,-76.82,20
WI,Marquette County,328.0,Overall,Overall,43.81894,-89.394871,20
IL,Logan County,328.0,Overall,Overall,40.126321,-89.372583,20
TX,Hood County,328.0,Overall,Overall,32.432427,-97.829824,20
NC,Yadkin County,327.9,Overall,Overall,36.155268,-80.663555,20
IL,Will County,327.9,Overall,Overall,41.448429,-87.985177,20
VA,Franklin County,327.8,Overall,Overall,36.993958,-79.876486,20
MT,Carter County,327.7,Overall,Overall,45.516846,-104.538942,0
SD,Miner County,327.6,Overall,Overall,44.021722,-97.614819,8
PA,Huntingdon County,327.6,Overall,Overall,40.41445,-77.982032,20
OH,Van Wert County,327.6,Overall,Overall,40.85374,-84.574268,20
SC,Lexington County,327.4,Overall,Overall,33.898331,-81.26877,20
TX,Maverick County,327.4,Overall,Overall,28.741641,-100.315886,20
AK,North Slope,327.4,Overall,Overall,69.309889,-153.398986,0
CA,Madera County,327.3,Overall,Overall,37.212682,-119.74733,20
KS,Stevens County,327.2,Overall,Overall,37.193409,-101.312431,20
CA,Fresno County,327.2,Overall,Overall,36.754708,-119.641323,20
CA,Riverside County,327.1,Overall,Overall,33.745425,-115.994935,20
VA,Isle of Wight County,327.1,Overall,Overall,36.89231,-76.727839,20
KS,Sumner County,327.0,Overall,Overall,37.233461,-97.471752,14
KS,Kingman County,326.9,Overall,Overall,37.552751,-98.12908,6
MT,Big Horn County,326.9,Overall,Overall,45.422401,-107.489428,2
AK,Ketchikan Gateway,326.8,Overall,Overall,55.559161,-131.351892,20
NE,Wayne County,326.8,Overall,Overall,42.206783,-97.121264,20
MT,Petroleum County,326.7,Overall,Overall,47.116047,-108.253865,0
MO,Adair County,326.6,Overall,Overall,40.191096,-92.603012,19
IA,Adair County,326.5,Overall,Overall,41.33324,-94.478291,11
TX,Caldwell County,326.3,Overall,Overall,29.840307,-97.629289,20
NY,Cayuga County,326.3,Overall,Overall,42.918974,-76.553464,20
KS,Morris County,326.3,Overall,Overall,38.682619,-96.645618,4
GA,Banks County,326.1,Overall,Overall,34.355542,-83.499634,20
MT,Richland County,325.9,Overall,Overall,47.79089,-104.565927,17
NM,San Miguel County,325.9,Overall,Overall,35.489739,-104.806332,0
MD,Harford County,325.7,Overall,Overall,39.567549,-76.323467,20
PA,Adams County,325.7,Overall,Overall,39.871847,-77.222395,20
ME,Hancock County,325.6,Overall,Overall,44.70456,-68.338708,20
KS,Jefferson County,325.6,Overall,Overall,39.229876,-95.377565,20
NJ,New Jersey,325.6,Overall,Overall,40.1987,-74.6768,20
GA,Jackson County,325.5,Overall,Overall,34.141977,-83.566266,20
UT,Sanpete County,325.3,Overall,Overall,39.371438,-111.569353,19
VA,Nelson County,325.2,Overall,Overall,37.788453,-78.888486,20
RI,Providence County,325.1,Overall,Overall,41.867001,-71.578219,20
KY,Franklin County,324.9,Overall,Overall,38.237544,-84.890506,20
TX,Bell County,324.7,Overall,Overall,31.045863,-97.482712,20
NE,Jefferson County,324.7,Overall,Overall,40.170715,-97.135373,20
MT,Liberty County,324.6,Overall,Overall,48.560566,-111.031697,2
OK,Beaver County,324.5,Overall,Overall,36.743514,-100.478485,6
NM,Otero County,324.5,Overall,Overall,32.612606,-105.734078,20
NE,Kearney County,324.5,Overall,Overall,40.500691,-98.944771,20
KS,Logan County,324.4,Overall,Overall,38.912878,-101.144186,20
SC,Bamberg County,324.4,Overall,Overall,33.214663,-81.05246,10
OH,Paulding County,324.3,Overall,Overall,41.114876,-84.570234,20
WV,Kanawha County,324.3,Overall,Overall,38.339767,-81.530449,20
WI,Bayfield County,324.2,Overall,Overall,46.524261,-91.203285,20
IL,Brown County,324.2,Overall,Overall,39.966932,-90.755373,10
TX,Milam County,324.1,Overall,Overall,30.796601,-96.980023,18
PA,Berks County,324.1,Overall,Overall,40.420196,-75.929486,20
