State,County,Value,Gender,Race/Ethnicity,Lat,Lng,Fast Food Count
KY,Carroll County,419.1,Overall,Overall,38.671369,-85.122902,20
OK,Oklahoma County,419.1,Overall,Overall,35.552715,-97.405796,20
TN,Morgan County,418.8,Overall,Overall,36.136355,-84.646295,20
GA,Lanier County,418.6,Overall,Overall,31.040768,-83.05912,20
GA,Wheeler County,418.4,Overall,Overall,32.115709,-82.721742,20
PA,Warren County,418.4,Overall,Overall,41.816837,-79.279366,20
OH,Ross County,418.4,Overall,Overall,39.330726,-83.057815,20
IL,Alexander County,418.3,Overall,Overall,37.193929,-89.336999,20
KY,Laurel County,418.1,Overall,Overall,37.110367,-84.128002,20
IN,LaPorte County,418.1,Overall,Overall,41.551945,-86.745147,20
MT,Silver Bow County,418.0,Overall,Overall,45.898216,-112.64974,20
OH,Marion County,417.9,Overall,Overall,40.587688,-83.162187,20
TN,Franklin County,417.8,Overall,Overall,35.161642,-86.089321,20
MS,Lafayette County,417.5,Overall,Overall,34.364262,-89.481143,20
OK,Woods County,417.2,Overall,Overall,36.765756,-98.857702,11
TX,Clay County,417.2,Overall,Overall,33.784654,-98.205065,20
WV,Mercer County,417.0,Overall,Overall,37.408775,-81.105693,20
SC,Lee County,417.0,Overall,Overall,34.161017,-80.248861,20
WV,Doddridge County,416.9,Overall,Overall,39.270223,-80.711974,20
OH,Trumbull County,416.9,Overall,Overall,41.313219,-80.762687,20
VA,Scott County,416.8,Overall,Overall,36.712118,-82.60171,20
AL,Blount County,416.5,Overall,Overall,33.9833,-86.566107,20
MD,Garrett County,416.4,Overall,Overall,39.529187,-79.273873,20
GA,Richmond County,416.1,Overall,Overall,33.36484,-82.073958,20
GA,Dodge County,415.8,Overall,Overall,32.167054,-83.164253,20
TX,Houston County,415.8,Overall,Overall,31.324204,-95.42149,11
MO,Monroe County,415.8,Overall,Overall,39.497335,-92.005735,6
GA,Warren County,415.8,Overall,Overall,33.414236,-82.676196,20
AR,Sebastian County,415.6,Overall,Overall,35.204556,-94.269852,2
TX,Loving County,415.6,Overall,Overall,31.856645,-103.584539,7
TX,Hardeman County,415.6,Overall,Overall,34.291164,-99.747749,20
LA,Sabine Parish,415.5,Overall,Overall,31.570827,-93.548525,10
GA,Webster County,415.4,Overall,Overall,32.047163,-84.546422,20
KY,Rowan County,415.3,Overall,Overall,38.200367,-83.422169,20
AL,Tuscaloosa County,415.2,Overall,Overall,33.297694,-87.520245,20
TX,Eastland County,415.2,Overall,Overall,32.332842,-98.832027,19
LA,Natchitoches Parish,414.8,Overall,Overall,31.728288,-93.089416,20
GA,Lowndes County,414.8,Overall,Overall,30.832846,-83.262882,20
IA,Appanoose County,414.6,Overall,Overall,40.744903,-92.872537,13
OH,Columbiana County,414.5,Overall,Overall,40.766527,-80.776651,20
OK,Osage County,414.4,Overall,Overall,36.633644,-96.403745,10
PA,Fayette County,414.4,Overall,Overall,39.919451,-79.650796,20
TX,Shackelford County,414.3,Overall,Overall,32.739298,-99.355198,19
SC,Colleton County,414.0,Overall,Overall,32.872204,-80.670917,17
LA,Louisiana,414.0,Overall,Overall,31.0964,-92.0302,10
MO,Camden County,414.0,Overall,Overall,38.026446,-92.769133,20
TX,Freestone County,413.8,Overall,Overall,31.711473,-96.149515,20
LA,Terrebonne Parish,413.8,Overall,Overall,29.443723,-90.854658,20
TN,Putnam County,413.6,Overall,Overall,36.146926,-85.492587,20
MO,Ray County,413.6,Overall,Overall,39.353564,-93.997866,20
GA,Pulaski County,413.4,Overall,Overall,32.230327,-83.473887,20
PA,Lackawanna County,413.3,Overall,Overall,41.438271,-75.612717,20
IN,Switzerland County,413.3,Overall,Overall,38.829007,-85.037451,20
MT,Blaine County,413.2,Overall,Overall,48.434958,-108.96452,3
TX,Live Oak County,413.1,Overall,Overall,28.35048,-98.129854,20
AL,Coffee County,413.1,Overall,Overall,31.408678,-85.987616,20
PA,Fulton County,413.1,Overall,Overall,39.924864,-78.118518,19
GA,Mitchell County,412.9,Overall,Overall,31.225589,-84.191263,20
GA,Lincoln County,412.9,Overall,Overall,33.793618,-82.454479,10
MI,Ionia County,412.9,Overall,Overall,42.950417,-85.07584,20
TX,Haskell County,412.7,Overall,Overall,33.178429,-99.728483,10
GA,Brantley County,412.6,Overall,Overall,31.196277,-81.975859,20
PA,Wayne County,412.5,Overall,Overall,41.648109,-75.305709,20
LA,De Soto Parish,412.5,Overall,Overall,32.059662,-93.732572,8
IL,Crawford County,412.4,Overall,Overall,39.004371,-87.770963,20
MI,Keweenaw County,412.4,Overall,Overall,47.596616,-88.410068,3
GA,Franklin County,412.1,Overall,Overall,34.375788,-83.232896,20
TX,Camp County,412.0,Overall,Overall,32.981536,-94.975645,20
KY,Henry County,411.9,Overall,Overall,38.451557,-85.13095,20
IL,Gallatin County,411.8,Overall,Overall,37.771479,-88.231446,20
VA,Smyth County,411.7,Overall,Overall,36.845501,-81.535355,20
MO,Randolph County,411.6,Overall,Overall,39.441872,-92.501214,20
AK,Dillingham,411.6,Overall,Overall,59.803151,-158.181608,0
MO,Bates County,411.5,Overall,Overall,38.253385,-94.345171,4
TN,Rhea County,411.5,Overall,Overall,35.609211,-84.921584,20
GA,Early County,411.5,Overall,Overall,31.324789,-84.897323,12
VA,Brunswick County,411.4,Overall,Overall,36.76864,-77.86199,20
OH,Perry County,411.2,Overall,Overall,39.733707,-82.232647,20
TX,Oldham County,411.1,Overall,Overall,35.401172,-102.591559,20
GA,Clinch County,411.1,Overall,Overall,30.915284,-82.703783,2
OK,Woodward County,411.1,Overall,Overall,36.424183,-99.258346,9
TX,Glasscock County,411.1,Overall,Overall,31.871895,-101.521498,3
MO,Benton County,411.0,Overall,Overall,38.294169,-93.292072,8
MO,Caldwell County,410.9,Overall,Overall,39.654589,-93.991023,20
MO,Ozark County,410.7,Overall,Overall,36.647249,-92.449153,20
MS,Lamar County,410.7,Overall,Overall,31.214004,-89.506875,20
MO,Dent County,410.6,Overall,Overall,37.60577,-91.517587,9
GA,Taylor County,410.4,Overall,Overall,32.551165,-84.243582,13
GA,Gordon County,410.4,Overall,Overall,34.50194,-84.875779,20
WV,Wood County,410.1,Overall,Overall,39.210902,-81.516885,20
KY,Wayne County,410.1,Overall,Overall,36.803464,-84.83791,20
OK,Major County,410.0,Overall,Overall,36.313463,-98.530636,7
AL,Henry County,409.9,Overall,Overall,31.528365,-85.241061,20
KY,Carlisle County,409.8,Overall,Overall,36.862706,-88.972867,20
GA,Screven County,409.7,Overall,Overall,32.748102,-81.609895,20
TX,Childress County,409.6,Overall,Overall,34.529714,-100.208556,19
AR,Union County,409.4,Overall,Overall,33.174659,-92.585109,20
MO,Montgomery County,409.4,Overall,Overall,38.944607,-91.476484,13
OK,Cimarron County,409.2,Overall,Overall,36.741945,-102.514678,3
WV,Tucker County,408.8,Overall,Overall,39.11222,-79.568015,18
PA,Philadelphia County,408.8,Overall,Overall,40.001575,-75.141215,20
AR,Searcy County,408.7,Overall,Overall,35.915179,-92.697727,8
NJ,Cumberland County,408.7,Overall,Overall,39.366521,-75.11546,20
TX,Morris County,408.6,Overall,Overall,33.124358,-94.735835,20
PA,Northumberland County,408.5,Overall,Overall,40.851057,-76.711432,20
MI,Hillsdale County,408.5,Overall,Overall,41.892535,-84.59397,20
VA,Radford City,408.5,Overall,Overall,37.127923,-80.569592,20
TN,Washington County,408.5,Overall,Overall,36.294436,-82.50217,20
MI,Lenawee County,408.4,Overall,Overall,41.895635,-84.065166,20
WV,Marion County,408.4,Overall,Overall,39.509587,-80.244755,20
GA,Taliaferro County,408.4,Overall,Overall,33.567446,-82.877124,20
TN,Chester County,408.4,Overall,Overall,35.426184,-88.613179,20
OH,Pike County,408.1,Overall,Overall,39.073023,-83.065052,20
MO,Moniteau County,408.0,Overall,Overall,38.63019,-92.585928,20
OK,Kay County,407.8,Overall,Overall,36.820239,-97.144876,20
TX,Titus County,407.4,Overall,Overall,33.221409,-94.964483,20
MO,Pike County,407.4,Overall,Overall,39.345622,-91.176882,12
NY,Chautauqua County,407.3,Overall,Overall,42.232498,-79.365075,20
MO,Ste. Genevieve County,407.0,Overall,Overall,37.895567,-90.201516,20
LA,Livingston Parish,406.8,Overall,Overall,30.448665,-90.724347,20
TX,Marion County,406.5,Overall,Overall,32.799676,-94.36013,20
NC,Cleveland County,406.4,Overall,Overall,35.333441,-81.54967,20
FL,Hamilton County,406.4,Overall,Overall,30.498656,-82.947045,20
VA,Pulaski County,405.9,Overall,Overall,37.061306,-80.711948,20
OH,Wood County,405.8,Overall,Overall,41.359818,-83.615632,20
MI,Shiawassee County,405.7,Overall,Overall,42.956903,-84.149268,20
IL,Morgan County,405.4,Overall,Overall,39.723009,-90.20894,20
NY,Chemung County,405.3,Overall,Overall,42.140832,-76.761286,20
GA,Schley County,405.2,Overall,Overall,32.257921,-84.309529,19
TX,Grimes County,405.2,Overall,Overall,30.550013,-95.987077,20
TX,Callahan County,405.1,Overall,Overall,32.303606,-99.373446,20
TX,La Salle County,405.0,Overall,Overall,28.343008,-99.100944,17
MT,Valley County,404.9,Overall,Overall,48.367922,-106.674133,2
GA,Glascock County,404.9,Overall,Overall,33.230994,-82.609382,20
LA,Tangipahoa Parish,404.8,Overall,Overall,30.647285,-90.411036,20
TN,Sevier County,404.7,Overall,Overall,35.779394,-83.521836,20
KY,Lincoln County,404.6,Overall,Overall,37.461498,-84.665624,20
MS,Tallahatchie County,404.5,Overall,Overall,33.95595,-90.174663,20
GA,Madison County,404.4,Overall,Overall,34.131068,-83.207903,20
OK,Tillman County,404.4,Overall,Overall,34.369967,-98.918871,12
VA,Roanoke City,404.3,Overall,Overall,37.273068,-79.949178,20
IN,Fulton County,404.3,Overall,Overall,41.050884,-86.272409,20
MS,Pontotoc County,404.3,Overall,Overall,34.227824,-89.03163,20
GA,Colquitt County,404.2,Overall,Overall,31.18585,-83.767616,20
IN,Scott County,404.0,Overall,Overall,38.680938,-85.756285,20
NM,Sierra County,403.8,Overall,Overall,33.133468,-107.183722,20
IA,Wapello County,403.8,Overall,Overall,41.030872,-92.412182,20
GA,Irwin County,403.7,Overall,Overall,31.60371,-83.278443,20
OK,Noble County,403.6,Overall,Overall,36.393,-97.224031,20
PA,Luzerne County,403.5,Overall,Overall,41.178442,-75.991826,20
TX,Brown County,403.4,Overall,Overall,31.777174,-98.999606,20
NC,Perquimans County,403.3,Overall,Overall,36.206156,-76.454965,20
TX,Cottle County,403.2,Overall,Overall,34.081151,-100.284343,1
WV,Randolph County,403.2,Overall,Overall,38.772515,-79.877508,20
WV,Summers County,403.2,Overall,Overall,37.660659,-80.856421,20
AR,Crittenden County,403.0,Overall,Overall,35.212678,-90.304439,20
ID,Madison County,403.0,Overall,Overall,43.779552,-111.645234,3
TX,Comanche County,403.0,Overall,Overall,31.95219,-98.561002,20
IA,Clinton County,403.0,Overall,Overall,41.89922,-90.536088,20
OK,Harper County,403.0,Overall,Overall,36.787473,-99.662494,20
TN,Sullivan County,402.9,Overall,Overall,36.513406,-82.300764,20
MI,Ontonagon County,402.9,Overall,Overall,46.667807,-89.307681,11
MO,Jefferson County,402.7,Overall,Overall,38.264089,-90.539812,20
IN,Morgan County,402.6,Overall,Overall,39.479176,-86.455242,20
OH,Gallia County,402.6,Overall,Overall,38.822247,-82.317292,20
VA,Accomack County,402.5,Overall,Overall,37.775914,-75.649214,20
OH,Brown County,402.5,Overall,Overall,38.927648,-83.866258,20
OH,Fulton County,402.3,Overall,Overall,41.600898,-84.12039,20
PA,Wyoming County,402.0,Overall,Overall,41.521087,-76.017479,20
OH,Adams County,401.9,Overall,Overall,38.841403,-83.47608,12
MO,Macon County,401.9,Overall,Overall,39.831769,-92.568268,20
TN,Bledsoe County,401.7,Overall,Overall,35.607302,-85.197856,20
MO,Chariton County,401.7,Overall,Overall,39.513459,-92.969626,6
MI,Gladwin County,401.4,Overall,Overall,43.996656,-84.387856,20
IL,La Salle County,401.3,Overall,Overall,41.345336,-88.893676,20
WV,Brooke County,401.3,Overall,Overall,40.2788,-80.578916,20
GA,Jenkins County,401.1,Overall,Overall,32.788618,-81.96367,20
MI,Tuscola County,401.0,Overall,Overall,43.470112,-83.420122,20
IL,Cass County,400.9,Overall,Overall,39.977981,-90.251502,20
TX,Gregg County,400.9,Overall,Overall,32.47925,-94.816827,20
MS,Jackson County,400.9,Overall,Overall,30.550243,-88.632981,20
TX,Dimmit County,400.8,Overall,Overall,28.422438,-99.751303,20
OK,Kingfisher County,400.8,Overall,Overall,35.949821,-97.93844,12
OH,Monroe County,400.6,Overall,Overall,39.720821,-81.082277,20
LA,Allen Parish,400.5,Overall,Overall,30.656456,-92.819498,9
OK,Alfalfa County,400.5,Overall,Overall,36.732083,-98.31877,5
MI,Osceola County,400.3,Overall,Overall,43.992962,-85.329452,20
MI,Houghton County,399.8,Overall,Overall,46.892606,-88.68979,20
VA,Lunenburg County,399.7,Overall,Overall,36.952063,-78.244107,20
TN,Shelby County,399.5,Overall,Overall,35.193989,-89.902798,20
TX,Taylor County,399.5,Overall,Overall,32.301345,-99.892274,20
MS,DeSoto County,399.2,Overall,Overall,34.880842,-89.989384,20
NY,Bronx County,399.0,Overall,Overall,40.864977,-73.858013,20
WV,Webster County,399.0,Overall,Overall,38.496088,-80.423249,14
IA,Monona County,398.9,Overall,Overall,42.048892,-95.965149,9
TX,Cooke County,398.8,Overall,Overall,33.641809,-97.204001,20
VA,Charlotte County,398.7,Overall,Overall,37.015065,-78.664503,13
GA,Washington County,398.7,Overall,Overall,32.967711,-82.795523,20
WV,Mason County,398.6,Overall,Overall,38.767738,-82.027514,20
KS,Montgomery County,398.5,Overall,Overall,37.192072,-95.739921,20
CA,Yuba County,398.4,Overall,Overall,39.268646,-121.340045,20
KS,Chautauqua County,398.3,Overall,Overall,37.147993,-96.236685,4
MO,Worth County,398.3,Overall,Overall,40.482917,-94.430536,10
TN,Madison County,398.3,Overall,Overall,35.61212,-88.836385,20
MI,Alpena County,398.1,Overall,Overall,45.035984,-83.636488,20
MT,Hill County,397.8,Overall,Overall,48.629437,-110.116338,20
IN,Floyd County,397.8,Overall,Overall,38.315314,-85.911992,20
TN,Tennessee,397.8,Overall,Overall,35.8465,-86.3351,20
OK,Garfield County,397.7,Overall,Overall,36.381555,-97.778113,20
IN,Parke County,397.7,Overall,Overall,39.77726,-87.216542,20
LA,Bossier Parish,397.6,Overall,Overall,32.680232,-93.600277,20
TN,Houston County,397.4,Overall,Overall,36.289527,-87.718273,20
TN,Cheatham County,397.3,Overall,Overall,36.265126,-87.085798,20
LA,St. Mary Parish,397.2,Overall,Overall,29.72589,-91.441675,20
OK,Ellis County,397.1,Overall,Overall,36.223225,-99.753761,20
MO,Scott County,397.1,Overall,Overall,37.05516,-89.571032,20
IL,Saline County,397.1,Overall,Overall,37.758134,-88.542875,20
AR,Cross County,397.0,Overall,Overall,35.295176,-90.770088,20
GA,Jasper County,396.6,Overall,Overall,33.318369,-83.685414,20
IL,Wayne County,396.4,Overall,Overall,38.432354,-88.428342,14
AR,Perry County,396.4,Overall,Overall,34.94841,-92.926464,13
TX,Coleman County,396.4,Overall,Overall,31.776377,-99.45247,9
NM,Eddy County,396.3,Overall,Overall,32.476269,-104.296837,20
FL,Suwannee County,396.0,Overall,Overall,30.202333,-82.987396,20
PA,Greene County,395.9,Overall,Overall,39.854803,-80.229217,6
TX,Hall County,395.9,Overall,Overall,34.530892,-100.682762,20
MI,Branch County,395.7,Overall,Overall,41.918422,-85.064704,20
NC,Cherokee County,395.7,Overall,Overall,35.132993,-84.057879,20
CA,Kern County,395.7,Overall,Overall,35.345591,-118.73308,20
IN,Washington County,395.6,Overall,Overall,38.597348,-86.114333,20
VA,Northampton County,395.5,Overall,Overall,37.376367,-75.92065,6
TN,Fayette County,395.2,Overall,Overall,35.199718,-89.41839,20
NM,Lea County,395.2,Overall,Overall,32.790977,-103.401486,20
GA,Crawford County,395.1,Overall,Overall,32.707219,-83.979843,20
VA,Dinwiddie County,395.1,Overall,Overall,37.075412,-77.63823,20
MO,Audrain County,395.0,Overall,Overall,39.218566,-91.846255,20
NY,Fulton County,395.0,Overall,Overall,43.112052,-74.425539,19
LA,East Baton Rouge Parish,395.0,Overall,Overall,30.545877,-91.090991,18
GA,Laurens County,394.9,Overall,Overall,32.461175,-82.920825,20
WV,Preston County,394.7,Overall,Overall,39.467962,-79.673472,20
MS,Lee County,394.7,Overall,Overall,34.294519,-88.670443,20
GA,Troup County,394.6,Overall,Overall,33.032029,-85.023675,20
VA,Mecklenburg County,394.5,Overall,Overall,36.685047,-78.361177,17
NJ,Cape May County,394.5,Overall,Overall,39.162729,-74.809249,20
IN,Jennings County,394.4,Overall,Overall,38.997618,-85.636786,20
NC,Rutherford County,394.4,Overall,Overall,35.399442,-81.917292,20
OH,Clinton County,394.4,Overall,Overall,39.412608,-83.806785,20
MI,Wexford County,394.3,Overall,Overall,44.341533,-85.578062,17
SC,Lancaster County,394.2,Overall,Overall,34.686329,-80.706442,20
ND,Eddy County,394.1,Overall,Overall,47.722001,-98.906998,5
KS,Crawford County,394.1,Overall,Overall,37.504867,-94.850968,20
KY,Scott County,393.8,Overall,Overall,38.289909,-84.593574,20
DC,District of Columbia,393.8,Overall,Overall,38.9005,-77.0159,20
UT,Wayne County,393.8,Overall,Overall,38.31888,-110.904165,4
GA,Monroe County,393.7,Overall,Overall,33.011558,-83.913729,20
AL,Monroe County,393.7,Overall,Overall,31.57641,-87.363884,8
MI,Isabella County,393.6,Overall,Overall,43.644717,-84.851366,20
AR,Lonoke County,393.6,Overall,Overall,34.7573,-91.885367,20
TN,Smith County,393.6,Overall,Overall,36.255968,-85.954294,20
KY,Todd County,393.5,Overall,Overall,36.845375,-87.18781,10
OH,Guernsey County,393.5,Overall,Overall,40.045328,-81.490851,20
MO,Grundy County,393.5,Overall,Overall,40.111021,-93.572322,20
KY,Hickman County,393.3,Overall,Overall,36.681751,-88.97783,20
IL,Coles County,393.2,Overall,Overall,39.522758,-88.224409,20
NV,Lincoln County,393.2,Overall,Overall,37.64421,-114.867803,1
KY,Taylor County,393.2,Overall,Overall,37.361333,-85.341142,20
DC,District of Columbia County,393.2,Overall,Overall,38.900481,-77.015933,20
OH,Clark County,393.1,Overall,Overall,39.91287,-83.783526,20
WV,Barbour County,393.0,Overall,Overall,39.13164,-80.009103,20
OK,Logan County,393.0,Overall,Overall,35.921591,-97.441304,20
IL,Putnam County,392.9,Overall,Overall,41.208712,-89.28831,20
IN,Greene County,392.8,Overall,Overall,39.034642,-86.976184,20
TX,King County,392.7,Overall,Overall,33.616046,-100.259276,20
TX,Navarro County,392.7,Overall,Overall,32.056032,-96.470082,0
IL,Ford County,392.7,Overall,Overall,40.606087,-88.226922,20
NC,Harnett County,392.4,Overall,Overall,35.368234,-78.868802,20
TX,Mills County,392.3,Overall,Overall,31.50143,-98.592878,11
MD,Washington County,392.3,Overall,Overall,39.602985,-77.814516,20
KY,Grayson County,391.8,Overall,Overall,37.461981,-86.350201,16
KY,Pendleton County,391.7,Overall,Overall,38.697213,-84.365683,20
NJ,Ocean County,391.7,Overall,Overall,39.909169,-74.307129,20
IN,Owen County,391.5,Overall,Overall,39.306751,-86.851103,20
AL,Lauderdale County,391.3,Overall,Overall,34.905347,-87.644897,20
TX,Upton County,391.3,Overall,Overall,31.371874,-102.037382,2
KY,McLean County,390.5,Overall,Overall,37.532278,-87.271555,20
WV,Raleigh County,390.5,Overall,Overall,37.76919,-81.24983,20
TX,Burleson County,390.4,Overall,Overall,30.499639,-96.621876,20
GA,Spalding County,390.3,Overall,Overall,33.261971,-84.281636,20
MO,Howell County,390.2,Overall,Overall,36.770097,-91.892645,20
NV,Esmeralda County,390.2,Overall,Overall,37.769217,-117.622458,5
PA,Lawrence County,390.1,Overall,Overall,40.991626,-80.337466,20
OH,Cuyahoga County,390.0,Overall,Overall,41.424287,-81.651398,20
LA,St. Helena Parish,389.8,Overall,Overall,30.825231,-90.705756,20
KY,Butler County,389.7,Overall,Overall,37.209189,-86.686192,20
LA,Lafayette Parish,389.6,Overall,Overall,30.216885,-92.053053,20
PA,Blair County,389.6,Overall,Overall,40.485146,-78.350202,3
IN,Montgomery County,389.6,Overall,Overall,40.052369,-86.904961,20
TX,Throckmorton County,389.6,Overall,Overall,33.178779,-99.208866,20
AL,Chambers County,389.4,Overall,Overall,32.918605,-85.389755,20
OH,Logan County,389.4,Overall,Overall,40.385091,-83.766047,20
IN,Ripley County,389.4,Overall,Overall,39.104835,-85.271373,20
VA,Prince Edward County,389.2,Overall,Overall,37.226595,-78.445384,20
KY,Clark County,389.2,Overall,Overall,37.969665,-84.15812,20
VA,Norfolk City,389.1,Overall,Overall,36.888726,-76.250461,20
MO,Schuyler County,388.8,Overall,Overall,40.470271,-92.526183,20
IA,Des Moines County,388.8,Overall,Overall,40.920343,-91.187772,20
GA,Lee County,388.5,Overall,Overall,31.77848,-84.143432,20
WV,Wirt County,388.5,Overall,Overall,39.028072,-81.380211,20
TX,Dallam County,388.5,Overall,Overall,36.272944,-102.596539,18
IA,Decatur County,388.4,Overall,Overall,40.740367,-93.790375,20
IL,Lawrence County,388.4,Overall,Overall,38.724881,-87.732036,20
VA,Bath County,388.3,Overall,Overall,38.059468,-79.739292,20
NY,Allegany County,388.1,Overall,Overall,42.260659,-78.024869,20
TX,Knox County,388.1,Overall,Overall,33.60522,-99.74123,20
NM,Curry County,388.1,Overall,Overall,34.580321,-103.329418,1
CA,Lake County,388.0,Overall,Overall,39.09737,-122.744185,20
KY,Russell County,388.0,Overall,Overall,36.993721,-85.067057,20
GA,Walton County,387.9,Overall,Overall,33.782793,-83.732178,20
KY,Kentucky,387.8,Overall,Overall,37.5266,-85.29,20
PA,Somerset County,387.8,Overall,Overall,39.971727,-79.03104,20
IN,Clark County,387.8,Overall,Overall,38.474755,-85.711498,20
MI,Michigan,387.7,Overall,Overall,44.3371,-85.4387,17
OK,Grant County,387.7,Overall,Overall,36.794476,-97.78182,0
TN,Union County,387.7,Overall,Overall,36.288921,-83.837717,20
IN,Perry County,387.4,Overall,Overall,38.077546,-86.647234,20
IN,Jay County,387.4,Overall,Overall,40.452343,-84.997427,19
TX,DeWitt County,387.3,Overall,Overall,29.085185,-97.361764,18
KS,Wilson County,387.3,Overall,Overall,37.557105,-95.74065,15
GA,Echols County,387.3,Overall,Overall,30.708397,-82.890649,12
KY,Ohio County,387.2,Overall,Overall,37.477565,-86.858064,20
GA,Hancock County,387.1,Overall,Overall,33.271836,-82.998844,20
AL,Madison County,387.1,Overall,Overall,34.765116,-86.548305,20
AK,Lake and Peninsula,387.0,Overall,Overall,58.652287,-156.184325,1
MI,Crawford County,386.8,Overall,Overall,44.686327,-84.613842,12
TX,Colorado County,386.7,Overall,Overall,29.621338,-96.533325,19
OH,Ottawa County,386.6,Overall,Overall,41.531922,-83.164267,20
CO,Otero County,386.5,Overall,Overall,37.894786,-103.71076,20
IA,Marion County,386.4,Overall,Overall,41.334786,-93.101922,20
AR,Stone County,386.4,Overall,Overall,35.86059,-92.152663,16
NV,Clark County,386.0,Overall,Overall,36.211017,-115.00802,20
TX,Robertson County,385.9,Overall,Overall,31.034375,-96.513682,16
KY,Logan County,385.9,Overall,Overall,36.862483,-86.886177,20
IN,Grant County,385.9,Overall,Overall,40.531942,-85.656645,20
GA,Coweta County,385.8,Overall,Overall,33.35135,-84.753872,20
IA,Ringgold County,385.6,Overall,Overall,40.736996,-94.251196,14
KS,Cowley County,385.6,Overall,Overall,37.23756,-96.829422,16
TN,Roane County,385.6,Overall,Overall,35.854729,-84.516829,20
NY,Jefferson County,385.5,Overall,Overall,44.039633,-75.901716,20
MI,Macomb County,385.5,Overall,Overall,42.701,-82.93232,20
CA,Stanislaus County,385.3,Overall,Overall,37.553933,-120.989631,20
TN,Meigs County,385.2,Overall,Overall,35.521972,-84.803852,20
VA,Nottoway County,384.8,Overall,Overall,37.145442,-78.055926,20
KS,Clark County,384.7,Overall,Overall,37.232254,-99.822137,1
NY,Herkimer County,384.5,Overall,Overall,43.420339,-74.964935,15
IA,Adams County,384.5,Overall,Overall,41.033822,-94.708926,17
LA,St. James Parish,384.4,Overall,Overall,30.032488,-90.789533,20
TN,Carter County,384.3,Overall,Overall,36.292605,-82.127795,20
GA,Treutlen County,384.3,Overall,Overall,32.399692,-82.566648,20
SC,Sumter County,384.2,Overall,Overall,33.917637,-80.377831,20
WV,Ritchie County,384.2,Overall,Overall,39.179157,-81.064899,18
NY,Sullivan County,384.1,Overall,Overall,41.718479,-74.770635,20
CA,Del Norte County,384.0,Overall,Overall,41.738952,-123.889508,20
FL,Citrus County,384.0,Overall,Overall,28.853296,-82.459692,20
NC,Haywood County,383.8,Overall,Overall,35.55207,-82.982474,0
MP,Northern Mariana Islands,383.8,Overall,Overall,15.8818,145.601,20
MP,Mariana Islands County,383.8,Overall,Overall,15.881834,145.601298,0
NY,Kings County,383.7,Overall,Overall,40.649553,-73.945717,20
TX,Karnes County,383.7,Overall,Overall,28.907883,-97.861794,20
IL,Richland County,383.6,Overall,Overall,38.718067,-88.090319,19
AL,Baldwin County,383.5,Overall,Overall,30.74338,-87.725037,20
IN,Wayne County,383.4,Overall,Overall,39.870912,-85.008176,20
MT,Phillips County,383.4,Overall,Overall,48.263456,-107.919655,2
KS,Elk County,383.4,Overall,Overall,37.449389,-96.235251,1
TN,Sequatchie County,383.2,Overall,Overall,35.384988,-85.410907,20
IA,Monroe County,383.1,Overall,Overall,41.03071,-92.870644,0
MI,Jackson County,383.1,Overall,Overall,42.252219,-84.427319,20
NV,Nevada,383.1,Overall,Overall,39.352,-116.65,20
IA,Henry County,383.0,Overall,Overall,40.985943,-91.545736,20
KY,Barren County,382.8,Overall,Overall,36.965129,-85.944005,20
GA,Brooks County,382.7,Overall,Overall,30.841494,-83.578247,20
TX,San Jacinto County,382.7,Overall,Overall,30.583279,-95.168748,20
TN,Pickett County,382.6,Overall,Overall,36.560158,-85.066974,20
LA,St. Bernard Parish,382.4,Overall,Overall,29.876118,-89.66093,20
FL,Jackson County,382.4,Overall,Overall,30.799401,-85.211916,20
WV,Mineral County,382.4,Overall,Overall,39.414338,-78.946864,20
OH,Pickaway County,382.3,Overall,Overall,39.633151,-83.022264,20
TN,Trousdale County,382.3,Overall,Overall,36.393609,-86.151213,20
TX,Erath County,382.3,Overall,Overall,32.240439,-98.21503,20
GA,Stephens County,382.2,Overall,Overall,34.5486,-83.293198,20
NE,Brown County,382.2,Overall,Overall,42.424019,-99.927218,5
NY,Rensselaer County,382.2,Overall,Overall,42.706929,-73.509035,20
TX,San Augustine County,382.1,Overall,Overall,31.399034,-94.170321,7
GA,Randolph County,382.1,Overall,Overall,31.762333,-84.749286,6
IA,Wayne County,382.0,Overall,Overall,40.742005,-93.331474,12
AL,Jefferson County,382.0,Overall,Overall,33.558145,-86.898116,20
LA,Ascension Parish,381.9,Overall,Overall,30.208672,-90.906111,20
GA,Clayton County,381.8,Overall,Overall,33.545449,-84.349814,20
IN,Martin County,381.5,Overall,Overall,38.70804,-86.815174,20
NY,Oneida County,381.4,Overall,Overall,43.244075,-75.434206,1
MT,Sheridan County,381.4,Overall,Overall,48.722638,-104.507433,20
MO,Harrison County,381.3,Overall,Overall,40.356388,-94.000923,20
MS,Lowndes County,381.2,Overall,Overall,33.474581,-88.440827,20
LA,Assumption Parish,381.2,Overall,Overall,29.908088,-91.056209,20
TX,Angelina County,381.1,Overall,Overall,31.258117,-94.613734,20
GA,Butts County,381.0,Overall,Overall,33.293661,-83.955769,20
MI,Berrien County,380.9,Overall,Overall,41.961641,-86.422575,20
FL,Marion County,380.8,Overall,Overall,29.210149,-82.056158,20
VA,Halifax County,380.7,Overall,Overall,36.768497,-78.934449,15
