,totalpop,poverty_White,poverty_Black,poverty_AmerInd,poverty_Asian,poverty_NatHaw,poverty_Multi,poverty_Hisp,Name,Country,state,factor,white_perh,black_perh,amerind_perh,asian_perh,nathaw_perh,multi_perh,hisp_perh,CountyName,StateName
21,274184.0,31032.0,880.0,309.0,1721.0,8.0,1400.0,11621.0,"San Luis Obispo County, California",079,06,2.74184,11317.947072039215,320.9523531642985,112.69804219064571,627.6806815860882,2.9177486651299858,510.6060163977475,4238.394654684445,San Luis Obispo County, California
22,739837.0,28941.0,2665.0,456.0,11387.0,1019.0,2177.0,24179.0,"San Mateo County, California",081,06,7.39837,3911.8076008634334,360.2144796759286,61.63519802334839,1539.1228067804125,137.7330411969123,294.2540045983102,3268.15230922487,San Mateo County, California
23,431555.0,46173.0,1566.0,1330.0,3859.0,46.0,2890.0,39623.0,"Santa Barbara County, California",083,06,4.31555,10699.215627208583,362.87379360684037,308.1878323736256,894.2081542329483,10.65912803698254,669.6713049321639,9181.448482812157,Santa Barbara County, California
24,1841569.0,84204.0,8640.0,1727.0,46368.0,1008.0,7001.0,82551.0,"Santa Clara County, California",085,06,18.41569,4572.405378239968,469.16515210670894,93.77872889910722,2517.8529829726713,54.73593441244938,380.16495716424413,4482.644961986219,Santa Clara County, California
25,267203.0,27806.0,468.0,331.0,1952.0,126.0,2043.0,18397.0,"Santa Cruz County, California",087,06,2.67203,10406.320288320116,175.14773411975165,123.87585468726026,730.5307200892206,47.15515918608698,764.587223945839,6885.0274884638275,Santa Cruz County, California
26,178520.0,25344.0,644.0,878.0,948.0,51.0,2110.0,4478.0,"Shasta County, California",089,06,1.7852,14196.728657853462,360.74389424154157,491.8216446336545,531.032937485996,28.568227649563077,1181.9403988348645,2508.4024198969305,Shasta County, California
27,3019.0,382.0,2.0,0.0,1.0,0.0,6.0,119.0,"Sierra County, California",091,06,0.03019,12653.196422656509,66.24710168930109,0.0,33.123550844650545,0.0,198.74130506790326,3941.7025505134147,Sierra County, California
28,44261.0,8059.0,150.0,548.0,118.0,95.0,665.0,1627.0,"Siskiyou County, California",093,06,0.44261,18207.90312012833,338.8988048168817,1238.110300264341,266.6003931226136,214.6359097173584,1502.4513680215089,3675.922369580443,Siskiyou County, California
29,421624.0,24479.0,12052.0,478.0,4849.0,323.0,3913.0,19106.0,"Solano County, California",095,06,4.21624,5805.8839155266305,2858.4710547786653,113.37115534220064,1150.0768457203574,76.60854220822344,928.0780980209855,4531.525719598505,Solano County, California
30,491790.0,41720.0,1331.0,1037.0,2350.0,184.0,2304.0,24264.0,"Sonoma County, California",097,06,4.9179,8483.29571565099,270.6439740539661,210.8623599503853,477.8462351816832,37.414343520608384,468.4926493015311,4933.813212956749,Sonoma County, California
31,522794.0,74150.0,4611.0,1320.0,4329.0,1203.0,4853.0,59989.0,"Stanislaus County, California",099,06,5.22794,14183.406848586632,881.9917596605928,252.48950829581057,828.0508192519424,230.10975642413646,928.2815028481581,11474.691752391955,Stanislaus County, California
32,95067.0,9488.0,394.0,342.0,2378.0,140.0,1228.0,7275.0,"Sutter County, California",101,06,0.95067,9980.329662238211,414.44454963341644,359.7462841995645,2501.393753878843,147.26456078344745,1291.7205760148106,7652.497712139859,Sutter County, California
33,63284.0,9677.0,136.0,455.0,63.0,18.0,491.0,3193.0,"Tehama County, California",103,06,0.63284,15291.384868213136,214.9042411984072,718.9811010682006,99.55122937867392,28.443208393906836,775.8675178560142,5045.5091334302515,Tehama County, California
34,13515.0,2093.0,0.0,138.0,21.0,63.0,156.0,247.0,"Trinity County, California",105,06,0.13515,15486.496485386608,0.0,1021.087680355161,155.3829078801332,466.14872364039957,1154.2730299667037,1827.5989641139477,Trinity County, California
35,451108.0,97603.0,3067.0,1999.0,2857.0,187.0,4360.0,94983.0,"Tulare County, California",107,06,4.51108,21636.282220665562,679.8815361288206,443.1311348945264,633.3294909423021,41.453487856566504,966.5091286343848,21055.49003786233,Tulare County, California
36,54347.0,6506.0,70.0,158.0,27.0,0.0,503.0,936.0,"Tuolumne County, California",109,06,0.54347,11971.22196257383,128.8019577897584,290.72441901116895,49.680755147478244,0.0,925.5340681178354,1722.2661784459124,Tuolumne County, California
37,835790.0,69648.0,2128.0,981.0,3477.0,36.0,3845.0,61106.0,"Ventura County, California",111,06,8.3579,8333.19374484021,254.60941145503054,117.37398150253053,416.0135919309874,4.307302073487359,460.04379090441375,7311.166680625515,Ventura County, California
38,204162.0,20326.0,1485.0,441.0,8840.0,287.0,2385.0,13164.0,"Yolo County, California",113,06,2.04162,9955.819398320942,727.3635642284069,216.0049372557087,4329.894887393344,140.57464170609614,1168.1899667910777,6447.820848149999,Yolo County, California
39,73059.0,10376.0,785.0,419.0,1550.0,109.0,1392.0,4587.0,"Yuba County, California",115,06,0.73059,14202.22012346186,1074.4740552156477,573.509081701091,2121.5729752665657,149.19448664777784,1905.3094074651995,6278.487250030797,Yuba County, California
40,461558.0,47462.0,4367.0,876.0,2088.0,299.0,2039.0,38131.0,"Adams County, Colorado",001,08,4.61558,10282.998019750497,946.1432799344828,189.79196547346163,452.3808492107168,64.78059095498291,441.7646319639136,8261.3669354664,Adams County, Colorado
41,16111.0,3789.0,167.0,68.0,0.0,0.0,87.0,2291.0,"Alamosa County, Colorado",003,08,0.16111,23518.09322822916,1036.5588728198124,422.07187635776796,0.0,0.0,540.003724163615,14220.09806964186,Alamosa County, Colorado
42,596684.0,38906.0,12477.0,1064.0,3088.0,144.0,3799.0,24456.0,"Arapahoe County, Colorado",005,08,5.96684,6520.369240670103,2091.0565726582245,178.31884213419497,517.5268651413478,24.133377130943682,636.6854147253822,4098.651882738602,Arapahoe County, Colorado
43,12132.0,881.0,5.0,18.0,3.0,0.0,38.0,496.0,"Archuleta County, Colorado",007,08,0.12132,7261.787009561491,41.21332014507089,148.3679525222552,24.727992087042534,0.0,313.22123310253875,4088.361358391032,Archuleta County, Colorado
44,3735.0,520.0,29.0,20.0,2.0,3.0,10.0,42.0,"Baca County, Colorado",009,08,0.03735,13922.35609103079,776.4390896921017,535.475234270415,53.5475234270415,80.32128514056225,267.7376171352075,1124.4979919678715,Baca County, Colorado
45,6000.0,660.0,0.0,17.0,0.0,0.0,11.0,364.0,"Bent County, Colorado",011,08,0.06,11000.0,0.0,283.33333333333337,0.0,0.0,183.33333333333334,6066.666666666667,Bent County, Colorado
46,305166.0,35546.0,753.0,296.0,1408.0,58.0,1372.0,12207.0,"Boulder County, Colorado",013,08,3.05166,11648.08661515372,246.75094866400582,96.99638885065833,461.38822804637476,19.006049166683052,449.5913699429163,4000.1179685810343,Boulder County, Colorado
47,59027.0,2908.0,164.0,0.0,359.0,0.0,140.0,526.0,"Broomfield County, Colorado",014,08,0.59027,4926.559032307249,277.8389550544666,0.0,608.1962491741068,0.0,237.1795957782032,891.1176241381063,Broomfield County, Colorado
48,18121.0,1385.0,0.0,0.0,1.0,0.0,94.0,229.0,"Chaffee County, Colorado",015,08,0.18121,7643.066055957176,0.0,0.0,5.518459246178467,0.0,518.7351691407758,1263.727167374869,Chaffee County, Colorado
49,2153.0,174.0,0.0,4.0,0.0,0.0,0.0,88.0,"Cheyenne County, Colorado",017,08,0.02153,8081.746400371574,0.0,185.78727357176032,0.0,0.0,0.0,4087.3200185787273,Cheyenne County, Colorado
50,9114.0,732.0,46.0,0.0,0.0,0.0,2.0,101.0,"Clear Creek County, Colorado",019,08,0.09114,8031.599736668862,504.7180162387536,0.0,0.0,0.0,21.94426157559798,1108.1852095676982,Clear Creek County, Colorado
51,8276.0,1391.0,5.0,0.0,4.0,0.0,76.0,1083.0,"Conejos County, Colorado",021,08,0.08276,16807.63653939101,60.41565973900435,0.0,48.33252779120348,0.0,918.3180280328661,13086.031899468342,Conejos County, Colorado
52,3578.0,836.0,0.0,0.0,0.0,0.0,16.0,668.0,"Costilla County, Colorado",023,08,0.03578,23365.008384572386,0.0,0.0,0.0,0.0,447.17719396310787,18669.647847959754,Costilla County, Colorado
53,5558.0,985.0,0.0,45.0,1.0,13.0,33.0,364.0,"Crowley County, Colorado",025,08,0.05558,17722.202231018353,0.0,809.6437567470314,17.992083483267365,233.89708528247573,593.7387549478229,6549.1183879093205,Crowley County, Colorado
54,4274.0,670.0,57.0,0.0,0.0,0.0,6.0,43.0,"Custer County, Colorado",027,08,0.04274,15676.181562938698,1333.645297145531,0.0,0.0,0.0,140.38371548900327,1006.0832943378568,Custer County, Colorado
55,30378.0,4406.0,11.0,47.0,75.0,0.0,80.0,1097.0,"Delta County, Colorado",029,08,0.30378,14503.917308578577,36.210415432220685,154.71722957403384,246.8891961287774,0.0,263.3484758706959,3611.1659753769177,Delta County, Colorado
56,633777.0,70438.0,19052.0,1885.0,3672.0,89.0,3973.0,54683.0,"Denver County, Colorado",031,08,6.33777,11114.003821533443,3006.104670885816,297.42322615052296,579.3836002253158,14.042794232040608,626.8766458864869,8628.113674052545,Denver County, Colorado
57,1736.0,327.0,0.0,6.0,2.0,0.0,12.0,11.0,"Dolores County, Colorado",033,08,0.01736,18836.405529953918,0.0,345.6221198156682,115.2073732718894,0.0,691.2442396313364,633.6405529953917,Dolores County, Colorado
58,299794.0,10061.0,156.0,82.0,740.0,0.0,915.0,1885.0,"Douglas County, Colorado",035,08,2.99794,3355.97110015544,52.03573120209211,27.352115119048413,246.8361608304369,0.0,305.20957724304026,628.765085358613,Douglas County, Colorado
59,52233.0,3920.0,61.0,0.0,22.0,0.0,61.0,3613.0,"Eagle County, Colorado",037,08,0.52233,7504.834108705225,116.78440832423948,0.0,42.11896693661096,0.0,116.78440832423948,6917.08307008979,Eagle County, Colorado
60,23545.0,1537.0,32.0,5.0,0.0,0.0,111.0,168.0,"Elbert County, Colorado",039,08,0.23545,6527.925249522192,135.90995965173073,21.23593119558293,0.0,0.0,471.43767254194097,713.5272881715863,Elbert County, Colorado
61,645707.0,54158.0,7620.0,640.0,1780.0,193.0,5610.0,22992.0,"El Paso County, Colorado",041,08,6.45707,8387.395521498142,1180.1018108832643,99.11616259386997,275.66682721420085,29.889717782213914,868.8151127368915,3560.748141184779,El Paso County, Colorado
62,46879.0,6032.0,10.0,48.0,1.0,0.0,159.0,614.0,"Fremont County, Colorado",043,08,0.46879,12867.168668273642,21.331513044220227,102.3912626122571,2.133151304422023,0.0,339.1710574031016,1309.7549009151219,Fremont County, Colorado
63,56684.0,5346.0,142.0,68.0,8.0,0.0,162.0,3033.0,"Garfield County, Colorado",045,08,0.56684,9431.232799379013,250.51160821395808,119.96330534189542,14.11333004022299,0.0,285.79493331451556,5350.716251499542,Garfield County, Colorado
64,5557.0,496.0,0.0,0.0,0.0,0.0,43.0,30.0,"Gilpin County, Colorado",047,08,0.05557,8925.679323375922,0.0,0.0,0.0,0.0,773.7988123087997,539.8596364945114,Gilpin County, Colorado
65,14478.0,1550.0,0.0,5.0,20.0,10.0,27.0,170.0,"Grand County, Colorado",049,08,0.14478,10705.898604779666,0.0,34.535156789611825,138.1406271584473,69.07031357922365,186.48984666390388,1174.195330846802,Grand County, Colorado
66,15503.0,2486.0,0.0,0.0,10.0,0.0,74.0,519.0,"Gunnison County, Colorado",051,08,0.15503,16035.606011739663,0.0,0.0,64.50364445591175,0.0,477.326968973747,3347.73914726182,Gunnison County, Colorado
67,871.0,61.0,0.0,0.0,0.0,0.0,4.0,0.0,"Hinsdale County, Colorado",053,08,0.00871,7003.444316877152,0.0,0.0,0.0,0.0,459.24225028702637,0.0,Hinsdale County, Colorado
68,6550.0,777.0,0.0,47.0,8.0,0.0,238.0,630.0,"Huerfano County, Colorado",055,08,0.0655,11862.595419847328,0.0,717.5572519083969,122.13740458015266,0.0,3633.5877862595416,9618.320610687022,Huerfano County, Colorado
69,1389.0,121.0,0.0,0.0,5.0,0.0,2.0,84.0,"Jackson County, Colorado",057,08,0.01389,8711.30309575234,0.0,0.0,359.9712023038157,0.0,143.98848092152627,6047.516198704104,Jackson County, Colorado
70,546162.0,41127.0,809.0,1577.0,954.0,38.0,1173.0,13452.0,"Jefferson County, Colorado",059,08,5.46162,7530.183352192207,148.12454912644966,288.7421680746738,174.6734485372472,6.957642604209008,214.77144144045172,2463.005481889989,Jefferson County, Colorado
71,1407.0,187.0,0.0,1.0,0.0,0.0,15.0,7.0,"Kiowa County, Colorado",061,08,0.01407,13290.689410092396,0.0,71.07320540156361,0.0,0.0,1066.0980810234541,497.5124378109453,Kiowa County, Colorado
72,8122.0,1051.0,0.0,0.0,9.0,0.0,0.0,480.0,"Kit Carson County, Colorado",063,08,0.08122,12940.162521546417,0.0,0.0,110.81014528441271,0.0,0.0,5909.874415168678,Kit Carson County, Colorado
73,7311.0,735.0,0.0,2.0,0.0,0.0,0.0,350.0,"Lake County, Colorado",065,08,0.07311,10053.344275748872,0.0,27.356038845575164,0.0,0.0,0.0,4787.306797975653,Lake County, Colorado
74,52547.0,4698.0,25.0,412.0,30.0,0.0,193.0,734.0,"La Plata County, Colorado",067,08,0.52547,8940.567491959579,47.576455363769576,784.0599843949227,57.09174643652349,0.0,367.29023540830116,1396.8447294802747,La Plata County, Colorado
75,311435.0,35066.0,577.0,330.0,759.0,116.0,2224.0,7437.0,"Larimer County, Colorado",069,08,3.11435,11259.492349928556,185.271404948063,105.96111548156117,243.71056560759067,37.24693756321544,714.1136994878547,2387.9782298071827,Larimer County, Colorado
76,14789.0,1944.0,15.0,131.0,0.0,0.0,98.0,1139.0,"Las Animas County, Colorado",071,08,0.14789,13144.904996957199,101.4267360876327,885.7934951653256,0.0,0.0,662.6546757725337,7701.6701602542435,Las Animas County, Colorado
77,5462.0,610.0,4.0,2.0,4.0,0.0,0.0,1.0,"Lincoln County, Colorado",073,08,0.05462,11168.070303917979,73.23324789454412,36.61662394727206,73.23324789454412,0.0,0.0,18.30831197363603,Lincoln County, Colorado
78,22604.0,3507.0,5.0,65.0,0.0,0.0,45.0,1154.0,"Logan County, Colorado",075,08,0.22604,15514.95310564502,22.119978764820388,287.559723942665,0.0,0.0,199.0798088833835,5105.291098920546,Logan County, Colorado
79,147509.0,19961.0,297.0,274.0,140.0,69.0,835.0,5087.0,"Mesa County, Colorado",077,08,1.47509,13532.055671179385,201.34364682832913,185.75137788202753,94.90946315140093,46.77680683890475,566.067155224427,3448.6031360798324,Mesa County, Colorado
80,704.0,42.0,2.0,0.0,1.0,0.0,3.0,0.0,"Mineral County, Colorado",079,08,0.00704,5965.909090909091,284.09090909090907,0.0,142.04545454545453,0.0,426.1363636363636,0.0,Mineral County, Colorado
81,13286.0,1182.0,6.0,160.0,15.0,0.0,51.0,420.0,"Moffat County, Colorado",081,08,0.13286,8896.582869185608,45.16031913292187,1204.2751768779165,112.90079783230468,0.0,383.8627126298359,3161.222339304531,Moffat County, Colorado
82,25569.0,3337.0,10.0,1113.0,9.0,0.0,57.0,984.0,"Montezuma County, Colorado",083,08,0.25569,13050.960147053074,39.10985959560406,4352.927372990732,35.19887363604365,0.0,222.9261996949431,3848.410184207439,Montezuma County, Colorado
83,40885.0,5996.0,41.0,88.0,30.0,0.0,397.0,2196.0,"Montrose County, Colorado",085,08,0.40885,14665.525253760548,100.281276751865,215.23786229668582,73.37654396477926,0.0,971.0162651339123,5371.163018221842,Montrose County, Colorado
84,28342.0,2900.0,118.0,37.0,15.0,24.0,209.0,1613.0,"Morgan County, Colorado",087,08,0.28342,10232.164279161669,416.3432361865782,130.54830287206266,52.924987650836215,84.67998024133794,737.4214946016513,5691.200338719921,Morgan County, Colorado
85,18712.0,3979.0,21.0,200.0,64.0,0.0,122.0,3017.0,"Otero County, Colorado",089,08,0.18712,21264.429243266353,112.2274476271911,1068.832834544677,342.0265070542967,0.0,651.9880290722531,16123.343309106454,Otero County, Colorado
86,4532.0,289.0,0.0,12.0,0.0,0.0,33.0,41.0,"Ouray County, Colorado",091,08,0.04532,6376.875551632833,0.0,264.783759929391,0.0,0.0,728.1553398058253,904.6778464254193,Ouray County, Colorado
87,16174.0,1180.0,0.0,7.0,6.0,0.0,126.0,68.0,"Park County, Colorado",093,08,0.16174,7295.659700754297,0.0,43.27933720786447,37.09657474959812,0.0,779.0280697415606,420.4278471621121,Park County, Colorado
88,4385.0,731.0,13.0,0.0,0.0,0.0,31.0,449.0,"Phillips County, Colorado",095,08,0.04385,16670.467502850628,296.46522234891677,0.0,0.0,0.0,706.9555302166476,10239.452679589509,Phillips County, Colorado
89,17303.0,1427.0,85.0,1.0,0.0,2.0,0.0,438.0,"Pitkin County, Colorado",097,08,0.17303,8247.124776050396,491.2442928971855,5.7793446223198295,0.0,11.558689244639659,0.0,2531.352944576085,Pitkin County, Colorado
90,12359.0,2514.0,5.0,0.0,0.0,0.0,0.0,1494.0,"Prowers County, Colorado",099,08,0.12359,20341.45157375192,40.456347600938585,0.0,0.0,0.0,0.0,12088.35666316045,Prowers County, Colorado
91,160757.0,19781.0,831.0,1270.0,217.0,44.0,1653.0,17773.0,"Pueblo County, Colorado",101,08,1.60757,12304.90740683143,516.9292783517981,790.0122545207985,134.98634585119154,27.37050330623239,1028.260044663685,11055.817165037915,Pueblo County, Colorado
92,6739.0,986.0,12.0,49.0,36.0,0.0,2.0,268.0,"Rio Blanco County, Colorado",103,08,0.06739,14631.250927437304,178.06796260572784,727.110847306722,534.2038878171835,0.0,29.677993767621306,3976.8511648612553,Rio Blanco County, Colorado
93,11840.0,1829.0,3.0,34.0,16.0,6.0,90.0,1063.0,"Rio Grande County, Colorado",105,08,0.1184,15447.635135135135,25.337837837837835,287.16216216216213,135.13513513513513,50.67567567567567,760.1351351351351,8978.04054054054,Rio Grande County, Colorado
94,23428.0,2058.0,0.0,31.0,70.0,0.0,46.0,379.0,"Routt County, Colorado",107,08,0.23428,8784.360594160833,0.0,132.32030049513403,298.787775311593,0.0,196.34625234761825,1617.7223834727677,Routt County, Colorado
95,6211.0,1169.0,3.0,9.0,29.0,0.0,71.0,837.0,"Saguache County, Colorado",109,08,0.06211,18821.445821928835,48.30140074062148,144.90420222186444,466.9135404926743,0.0,1143.133150861375,13476.090806633392,Saguache County, Colorado
96,653.0,108.0,0.0,0.0,0.0,0.0,0.0,30.0,"San Juan County, Colorado",111,08,0.00653,16539.05053598775,0.0,0.0,0.0,0.0,0.0,4594.180704441042,San Juan County, Colorado
97,7597.0,772.0,0.0,0.0,15.0,0.0,0.0,92.0,"San Miguel County, Colorado",113,08,0.07597,10161.906015532448,0.0,0.0,197.4463604054232,0.0,0.0,1211.004343819929,San Miguel County, Colorado
98,2365.0,315.0,0.0,0.0,1.0,0.0,30.0,68.0,"Sedgwick County, Colorado",115,08,0.02365,13319.23890063425,0.0,0.0,42.28329809725158,0.0,1268.4989429175475,2875.264270613108,Sedgwick County, Colorado
99,28482.0,2763.0,28.0,0.0,134.0,64.0,105.0,1097.0,"Summit County, Colorado",117,08,0.28482,9700.863703391615,98.3077031107366,0.0,470.47257917281087,224.70332139596937,368.65388666526223,3851.5553683027874,Summit County, Colorado
100,23363.0,1620.0,0.0,1.0,16.0,0.0,4.0,43.0,"Teller County, Colorado",119,08,0.23363,6934.041005007918,0.0,4.28027222531353,68.48435560501648,0.0,17.12108890125412,184.05170568848177,Teller County, Colorado
101,4781.0,550.0,1.0,3.0,0.0,0.0,14.0,125.0,"Washington County, Colorado",121,08,0.04781,11503.86948337168,20.916126333403053,62.74837900020916,0.0,0.0,292.82576866764276,2614.515791675382,Washington County, Colorado
102,265066.0,27705.0,1143.0,400.0,253.0,0.0,1041.0,15887.0,"Weld County, Colorado",123,08,2.65066,10452.113813163514,431.2133581824904,150.90581213735447,95.4479261768767,0.0,392.732376087465,5993.601593565377,Weld County, Colorado
103,10131.0,890.0,100.0,4.0,7.0,0.0,11.0,280.0,"Yuma County, Colorado",125,08,0.10131,8784.917579705854,987.0693909781858,39.48277563912743,69.094857368473,0.0,108.57763300760044,2763.79429473892,Yuma County, Colorado
104,934215.0,42965.0,19921.0,253.0,3177.0,0.0,3195.0,31834.0,"Fairfield County, Connecticut",001,09,9.34215,4599.04839892316,2132.3785210042656,27.081560454499233,340.07161092468004,0.0,341.9983622613638,3407.566780666121,Fairfield County, Connecticut
105,897374.0,54084.0,24335.0,572.0,3744.0,64.0,5751.0,43379.0,"Hartford County, Connecticut",003,09,8.97374,6026.918542324605,2711.801322525502,63.74153920216098,417.2173475050537,7.131920470171858,640.8699159993492,4833.993407431016,Hartford County, Connecticut
106,187542.0,10813.0,428.0,49.0,247.0,0.0,373.0,1522.0,"Litchfield County, Connecticut",005,09,1.87542,5765.641829563511,228.21554638427656,26.127480777639143,131.70383167503812,0.0,198.8887822461102,811.551545787077,Litchfield County, Connecticut
107,165534.0,8277.0,1744.0,15.0,294.0,44.0,351.0,1398.0,"Middlesex County, Connecticut",007,09,1.65534,5000.181231650296,1053.5599937173029,9.061582514770379,177.60701728949942,26.580642043326446,212.04103084562686,844.5394903765994,Middlesex County, Connecticut
108,863148.0,57582.0,25181.0,501.0,3121.0,23.0,4268.0,38645.0,"New Haven County, Connecticut",009,09,8.63148,6671.161840147924,2917.344418338454,58.04334830179761,361.5834132732741,2.6646646924976944,494.46908293826783,4477.215958329279,New Haven County, Connecticut
109,274071.0,16571.0,2449.0,182.0,514.0,0.0,1919.0,5723.0,"New London County, Connecticut",011,09,2.74071,6046.243491649974,893.5640764619387,66.40615023114448,187.54264405938608,0.0,700.1835290855289,2088.1450427079117,New London County, Connecticut
110,152251.0,7388.0,467.0,0.0,710.0,0.0,231.0,684.0,"Tolland County, Connecticut",013,09,1.52251,4852.513283984998,306.730333462506,0.0,466.33519648475215,0.0,151.72314139151794,449.2581329515077,Tolland County, Connecticut
111,117918.0,10703.0,398.0,95.0,85.0,0.0,725.0,4214.0,"Windham County, Connecticut",015,09,1.17918,9076.646483149309,337.5226852558558,80.5644600485083,72.08399056971794,0.0,614.8340372123001,3573.669838362252,Windham County, Connecticut
112,167477.0,11494.0,7381.0,182.0,491.0,0.0,1027.0,1864.0,"Kent County, Delaware",001,10,1.67477,6863.0319387139725,4407.17232814058,108.6716384936439,293.1745851669184,0.0,613.2185314998477,1112.9886491876496,Kent County, Delaware
113,545846.0,29154.0,23056.0,253.0,1524.0,13.0,2298.0,11061.0,"New Castle County, Delaware",003,10,5.45846,5341.066894325506,4223.901979679251,46.35006943350322,279.1996277338297,2.3816241210890987,420.99786386636526,2026.395723335886,New Castle County, Delaware
