,totalpop,whitetot,blacktot,amerindtot,asiantot,nathawtot,multitot,hisptot,Name,Country,state,factor,white_perh,black_perh,amerind_perh,asian_perh,nathaw_perh,multi_perh,hisp_perh,CountyName,StateName,State,whiteperc,blackperc,amerindperc,asianperc,nathawperc,multiperc,hispperc
14,2266899.0,1480532.0,141350.0,22045.0,138538.0,7152.0,97350.0,1055027.0,"Riverside County, California",065,06,22.66899,65310.893868672574,6235.390284260569,972.4738508420534,6111.34417545731,315.49707331469114,4294.412763868174,46540.53841834153,Riverside County,California,CA,65.31089386867258,6.235390284260569,0.9724738508420533,6.11134417545731,0.3154970733146911,4.2944127638681735,46.540538418341534
15,1450277.0,865905.0,146236.0,12376.0,214861.0,14533.0,94430.0,319934.0,"Sacramento County, California",067,06,14.50277,59706.18026763163,10083.315118422204,853.354221297035,14815.169791701861,1002.0844293883168,6511.169935122739,22060.19953429586,Sacramento County,California,CA,59.70618026763164,10.083315118422204,0.853354221297035,14.81516979170186,1.0020844293883169,6.511169935122739,22.06019953429586
16,56888.0,48133.0,574.0,413.0,1205.0,84.0,2270.0,32657.0,"San Benito County, California",069,06,0.56888,84610.11109548586,1009.0001406271972,725.9879060610322,2118.1971593306143,147.65855716495568,3990.2967233863023,57405.779777809024,San Benito County,California,CA,84.61011109548586,1.0090001406271971,0.7259879060610321,2.1181971593306144,0.1476585571649557,3.990296723386303,57.40577977780903
17,2078586.0,1306230.0,180267.0,18520.0,136494.0,7172.0,90872.0,1050173.0,"San Bernardino County, California",071,06,20.78586,62842.23986883391,8672.578377801063,890.9903174561938,6566.675615057544,345.04225468659945,4371.818149453523,50523.43275669133,San Bernardino County,California,CA,62.84223986883391,8.672578377801063,0.8909903174561938,6.566675615057544,0.34504225468659944,4.371818149453523,50.52343275669132
18,3183143.0,2259494.0,160316.0,21329.0,357998.0,14343.0,154398.0,1039752.0,"San Diego County, California",073,06,31.83143,70983.11323116806,5036.405841647705,670.0610057418093,11246.682916852935,450.5923862044526,4850.488966408358,32664.31951062205,San Diego County,California,CA,70.98311323116806,5.036405841647705,0.6700610057418093,11.246682916852935,0.45059238620445263,4.850488966408358,32.66431951062205
19,829072.0,410245.0,47611.0,3124.0,278274.0,3566.0,36712.0,126524.0,"San Francisco County, California",075,06,8.29072,49482.433371287414,5742.685798097149,376.80683945423317,33564.515506494005,430.1194588648513,4428.083447517224,15260.918231468437,San Francisco County,California,CA,49.482433371287414,5.74268579809715,0.37680683945423316,33.56451550649401,0.4301194588648513,4.428083447517224,15.260918231468438
20,701050.0,405458.0,50377.0,6034.0,102469.0,3980.0,52251.0,278523.0,"San Joaquin County, California",077,06,7.0105,57835.8177020184,7185.935382640325,860.7089365951073,14616.503815705013,567.7198487982312,7453.2486983809995,39729.40589116325,San Joaquin County,California,CA,57.8358177020184,7.185935382640325,0.8607089365951073,14.616503815705014,0.5677198487982312,7.4532486983810005,39.72940589116325
21,274184.0,231961.0,5791.0,2045.0,10205.0,85.0,8937.0,58889.0,"San Luis Obispo County, California",079,06,2.74184,84600.48726402708,2112.0853149709687,745.8495025238526,3721.9531409564383,31.0010795670061,3259.4899775333356,21477.912642604966,San Luis Obispo County,California,CA,84.60048726402708,2.1120853149709684,0.7458495025238525,3.721953140956438,0.031001079567006096,3.259489977533335,21.477912642604966
22,739837.0,417138.0,19503.0,2524.0,192649.0,10463.0,35663.0,187635.0,"San Mateo County, California",081,06,7.39837,56382.41937075329,2636.121199669657,341.15622765555116,26039.384350877288,1414.2304318383644,4820.386112076038,25361.667502436347,San Mateo County,California,CA,56.38241937075329,2.636121199669657,0.34115622765555115,26.039384350877288,1.4142304318383643,4.820386112076038,25.361667502436347
23,431555.0,319490.0,8471.0,4372.0,21738.0,832.0,17741.0,188743.0,"Santa Barbara County, California",083,06,4.31555,74032.27862033808,1962.9016000278064,1013.0806038627753,5037.133157998401,192.79118536455377,4110.947619654506,43735.56093661294,Santa Barbara County,California,CA,74.03227862033808,1.9629016000278066,1.0130806038627753,5.037133157998401,0.19279118536455378,4.110947619654505,43.73556093661294
24,1841569.0,907336.0,48660.0,9658.0,610916.0,6739.0,83833.0,492546.0,"Santa Clara County, California",085,06,18.41569,49269.72597822834,2642.3120719343124,524.444101741504,33173.668757456275,365.9379583387861,4552.259513490942,26745.997570549895,Santa Clara County,California,CA,49.269725978228344,2.6423120719343123,0.5244441017415041,33.17366875745628,0.3659379583387861,4.552259513490942,26.745997570549896
25,267203.0,215832.0,2459.0,1610.0,11686.0,384.0,11148.0,87406.0,"Santa Cruz County, California",087,06,2.67203,80774.54220199624,920.2740987189516,602.5381451555559,4373.453890862004,143.710961329027,4172.108846083315,32711.459077929514,Santa Cruz County,California,CA,80.77454220199624,0.9202740987189515,0.6025381451555559,4.373453890862003,0.143710961329027,4.172108846083314,32.71145907792952
26,178520.0,155559.0,1759.0,4214.0,4462.0,326.0,8175.0,15908.0,"Shasta County, California",089,06,1.7852,87138.13578310554,985.323773246695,2360.519829710957,2499.439838673538,182.61259242661887,4579.318843827023,8911.046381357832,Shasta County,California,CA,87.13813578310553,0.9853237732466951,2.360519829710957,2.499439838673538,0.18261259242661887,4.579318843827022,8.911046381357831
27,3019.0,2793.0,4.0,21.0,3.0,16.0,56.0,283.0,"Sierra County, California",091,06,0.03019,92514.07750910897,132.49420337860218,695.5945677376615,99.37065253395163,529.9768135144087,1854.9188473004306,9373.964889036104,Sierra County,California,CA,92.51407750910897,0.13249420337860218,0.6955945677376615,0.09937065253395165,0.5299768135144087,1.8549188473004308,9.373964889036104
28,44261.0,38114.0,574.0,1326.0,627.0,233.0,2735.0,4923.0,"Siskiyou County, California",093,06,0.44261,86111.92697860418,1296.8527597659338,2995.8654345812342,1416.5970041345654,526.4228101488895,6179.254874494476,11122.658774090056,Siskiyou County,California,CA,86.11192697860419,1.2968527597659338,2.9958654345812343,1.4165970041345655,0.5264228101488896,6.179254874494476,11.122658774090057
29,421624.0,226669.0,59510.0,2340.0,63233.0,3654.0,29448.0,104865.0,"Solano County, California",095,06,4.21624,53760.93391268049,14114.471661954727,554.9968692484299,14997.485911617934,866.6489573648558,6984.422139157164,24871.686621254958,Solano County,California,CA,53.7609339126805,14.114471661954727,0.5549968692484298,14.997485911617932,0.8666489573648559,6.9844221391571635,24.871686621254955
30,491790.0,387044.0,7490.0,6119.0,19811.0,1873.0,20187.0,125674.0,"Sonoma County, California",097,06,4.9179,78701.07159559974,1523.0077878769391,1244.2302608837103,4028.3454319933303,380.8536163809756,4104.8008296224,25554.40330222249,Sonoma County,California,CA,78.70107159559974,1.5230077878769395,1.2442302608837104,4.028345431993331,0.3808536163809756,4.1048008296224,25.554403302222497
31,522794.0,396628.0,14456.0,4251.0,27581.0,3873.0,23559.0,225013.0,"Stanislaus County, California",099,06,5.22794,75866.97628511421,2765.14267570018,813.1309846708264,5275.691763868751,740.8271709315715,4506.363883288637,43040.47100770093,Stanislaus County,California,CA,75.86697628511422,2.7651426757001802,0.8131309846708265,5.2756917638687515,0.7408271709315715,4.506363883288637,43.04047100770093
32,95067.0,65256.0,1925.0,1250.0,13904.0,303.0,5340.0,27931.0,"Sutter County, California",101,06,0.95067,68642.11556060462,2024.8877107724027,1314.8621498522095,14625.474665236097,318.72258512417557,5617.091104168639,29380.33176601765,Sutter County,California,CA,68.64211556060462,2.024887710772403,1.3148621498522095,14.625474665236096,0.3187225851241756,5.617091104168638,29.380331766017655
33,63284.0,54972.0,315.0,1548.0,805.0,70.0,2568.0,14539.0,"Tehama County, California",103,06,0.63284,86865.55843499147,497.7561468933696,2446.1159218759876,1272.0434865052778,110.61247708741547,4057.897730864042,22974.211491056194,Tehama County,California,CA,86.86555843499147,0.49775614689336956,2.4461159218759874,1.2720434865052779,0.11061247708741546,4.057897730864042,22.97421149105619
34,13515.0,11917.0,110.0,387.0,159.0,74.0,752.0,960.0,"Trinity County, California",105,06,0.13515,88176.10062893083,813.9104698483168,2863.4850166481688,1176.4705882352941,547.5397706252312,5564.1879393266745,7103.218645948946,Trinity County,California,CA,88.17610062893083,0.8139104698483166,2.8634850166481685,1.1764705882352942,0.5475397706252313,5.564187939326675,7.103218645948946
35,451108.0,365823.0,7884.0,5739.0,14982.0,507.0,15833.0,279022.0,"Tulare County, California",107,06,4.51108,81094.32774413223,1747.6967821452956,1272.2008920258563,3321.155909449622,112.38993766459474,3509.802530657847,61852.59405729892,Tulare County,California,CA,81.09432774413222,1.7476967821452958,1.2722008920258563,3.321155909449622,0.11238993766459474,3.509802530657847,61.852594057298916
36,54347.0,47833.0,1018.0,906.0,770.0,108.0,1816.0,6048.0,"Tuolumne County, California",109,06,0.54347,88014.05781367877,1873.1484718567722,1667.0653393931586,1416.8215356873425,198.72302058991298,3341.490790660018,11128.489153035125,Tuolumne County,California,CA,88.01405781367878,1.8731484718567721,1.667065339393159,1.4168215356873424,0.19872302058991298,3.3414907906600178,11.128489153035126
37,835790.0,649278.0,15035.0,5961.0,58479.0,1384.0,34655.0,344520.0,"Ventura County, California",111,06,8.3579,77684.34654638126,1798.896852080068,713.2174350016152,6996.853276540757,165.59183526962514,4146.376482130679,41220.880843274026,Ventura County,California,CA,77.68434654638126,1.7988968520800679,0.7132174350016152,6.996853276540758,0.16559183526962515,4.1463764821306786,41.220880843274024
38,204162.0,134790.0,5314.0,2113.0,26954.0,1164.0,12117.0,63249.0,"Yolo County, California",113,06,2.04162,66021.10089046933,2602.835003575592,1034.9624317943594,13202.260949638032,570.1354806477209,5934.992799835425,30979.81015076263,Yolo County,California,CA,66.02110089046933,2.6028350035755916,1.0349624317943593,13.202260949638035,0.5701354806477209,5.934992799835425,30.97981015076263
39,73059.0,51133.0,2378.0,1144.0,5149.0,257.0,5526.0,19181.0,"Yuba County, California",115,06,0.73059,69988.63931890664,3254.9035710863823,1565.857731422549,7047.728548159707,351.7704868667789,7563.749846014865,26254.12337973419,Yuba County,California,CA,69.98863931890665,3.2549035710863823,1.565857731422549,7.047728548159707,0.3517704868667789,7.563749846014865,26.25412337973419
40,461558.0,376581.0,14816.0,4758.0,17191.0,663.0,15953.0,177234.0,"Adams County, Colorado",001,08,4.61558,81589.09606160007,3209.9974434415612,1030.8563604140759,3724.558993669268,143.64391907409254,3456.3370150663627,38399.07443918208,Adams County,Colorado,CO,81.58909606160006,3.2099974434415612,1.030856360414076,3.724558993669268,0.14364391907409252,3.4563370150663624,38.39907443918207
41,16111.0,13666.0,294.0,317.0,285.0,15.0,639.0,7339.0,"Alamosa County, Colorado",003,08,0.16111,84824.03326919496,1824.8401713115263,1967.5997765501832,1768.977717087704,93.10409037303705,3966.2342498913786,45552.727949847926,Alamosa County,Colorado,CO,84.82403326919497,1.8248401713115263,1.9675997765501834,1.7689777170877041,0.09310409037303706,3.9662342498913787,45.552727949847934
42,596684.0,439517.0,60541.0,3908.0,31069.0,1179.0,27372.0,110721.0,"Arapahoe County, Colorado",005,08,5.96684,73659.92719764565,10146.241561697649,654.9530404703327,5206.943708897842,197.59202525960137,4587.352769640212,18556.05312024455,Arapahoe County,Colorado,CO,73.65992719764566,10.146241561697648,0.6549530404703326,5.206943708897842,0.1975920252596014,4.587352769640211,18.55605312024455
43,12132.0,10629.0,65.0,270.0,99.0,8.0,226.0,2209.0,"Archuleta County, Colorado",007,08,0.12132,87611.2759643917,535.7731618859216,2225.519287833828,816.0237388724036,65.94131223211342,1862.8420705572041,18208.04484009232,Archuleta County,Colorado,CO,87.6112759643917,0.5357731618859215,2.225519287833828,0.8160237388724036,0.06594131223211341,1.8628420705572042,18.20804484009232
44,3735.0,3575.0,58.0,38.0,6.0,3.0,38.0,357.0,"Baca County, Colorado",009,08,0.03735,95716.19812583667,1552.8781793842033,1017.4029451137884,160.6425702811245,80.32128514056225,1017.4029451137884,9558.232931726907,Baca County,Colorado,CO,95.71619812583668,1.5528781793842035,1.0174029451137885,0.1606425702811245,0.08032128514056225,1.0174029451137885,9.558232931726907
45,6000.0,4845.0,724.0,157.0,56.0,0.0,90.0,1863.0,"Bent County, Colorado",011,08,0.06,80750.0,12066.666666666668,2616.666666666667,933.3333333333334,0.0,1500.0,31050.0,Bent County,Colorado,CO,80.75,12.066666666666666,2.6166666666666667,0.9333333333333335,0.0,1.5,31.05
46,305166.0,267572.0,2821.0,1599.0,12746.0,160.0,9075.0,41482.0,"Boulder County, Colorado",013,08,3.05166,87680.80323496064,924.4149086071187,523.9771140952793,4176.743149630038,52.430480459815314,2973.7913135801496,13593.257440212868,Boulder County,Colorado,CO,87.68080323496065,0.9244149086071187,0.5239771140952793,4.176743149630037,0.05243048045981531,2.97379131358015,13.593257440212867
47,59027.0,51294.0,590.0,230.0,3541.0,0.0,2070.0,6869.0,"Broomfield County, Colorado",014,08,0.59027,86899.21561319397,999.5425822081421,389.652193064191,5998.949633218697,0.0,3506.8697375777188,11637.047452860555,Broomfield County,Colorado,CO,86.89921561319396,0.9995425822081421,0.38965219306419097,5.998949633218697,0.0,3.506869737577719,11.637047452860555
48,18121.0,16979.0,417.0,175.0,58.0,0.0,304.0,1802.0,"Chaffee County, Colorado",015,08,0.18121,93697.91954086418,2301.1975056564206,965.7303680812316,320.07063627835106,0.0,1677.611610838254,9944.263561613598,Chaffee County,Colorado,CO,93.69791954086419,2.301197505656421,0.9657303680812317,0.3200706362783511,0.0,1.677611610838254,9.944263561613598
49,2153.0,2084.0,7.0,6.0,29.0,0.0,21.0,327.0,"Cheyenne County, Colorado",017,08,0.02153,96795.16953088713,325.12772875058056,278.68091035764047,1346.9577333952625,0.0,975.3831862517417,15188.109614491406,Cheyenne County,Colorado,CO,96.79516953088714,0.3251277287505806,0.27868091035764053,1.3469577333952625,0.0,0.9753831862517418,15.188109614491408
50,9114.0,8601.0,130.0,65.0,83.0,0.0,111.0,478.0,"Clear Creek County, Colorado",019,08,0.09114,94371.29690585913,1426.3770024138687,713.1885012069343,910.6868553873162,0.0,1217.906517445688,5244.6785165679175,Clear Creek County,Colorado,CO,94.37129690585911,1.4263770024138689,0.7131885012069344,0.9106868553873162,0.0,1.2179065174456878,5.244678516567918
51,8276.0,7417.0,8.0,141.0,8.0,0.0,385.0,4530.0,"Conejos County, Colorado",021,08,0.08276,89620.58965683905,96.66505558240696,1703.7216046399226,96.66505558240696,0.0,4652.005799903335,54736.58772353794,Conejos County,Colorado,CO,89.62058965683906,0.09666505558240696,1.7037216046399226,0.09666505558240696,0.0,4.6520057999033355,54.736587723537944
52,3578.0,3207.0,0.0,25.0,27.0,0.0,230.0,2320.0,"Costilla County, Colorado",023,08,0.03578,89631.07881498044,0.0,698.714365567356,754.6115148127445,0.0,6428.172163219676,64840.69312465064,Costilla County,Colorado,CO,89.63107881498044,0.0,0.6987143655673561,0.7546115148127445,0.0,6.428172163219675,64.84069312465064
53,5558.0,4621.0,438.0,151.0,31.0,13.0,138.0,1651.0,"Crowley County, Colorado",025,08,0.05558,83141.41777617848,7880.532565671105,2716.804605973372,557.7545879812883,233.89708528247573,2482.907520690896,29704.92983087442,Crowley County,Colorado,CO,83.14141777617849,7.880532565671104,2.7168046059733717,0.5577545879812882,0.23389708528247571,2.482907520690896,29.704929830874416
54,4274.0,4102.0,91.0,0.0,9.0,2.0,48.0,134.0,"Custer County, Colorado",027,08,0.04274,95975.66682264858,2129.153018249883,0.0,210.5755732335049,46.79457182966776,1123.0697239120261,3135.23631258774,Custer County,Colorado,CO,95.97566682264858,2.129153018249883,0.0,0.21057557323350493,0.04679457182966776,1.1230697239120262,3.13523631258774
55,30378.0,28820.0,328.0,203.0,184.0,0.0,370.0,4390.0,"Delta County, Colorado",029,08,0.30378,94871.2884324182,1079.7287510698532,668.2467575218908,605.7014945026006,0.0,1217.9867009019686,14451.247613404437,Delta County,Colorado,CO,94.8712884324182,1.0797287510698532,0.6682467575218908,0.6057014945026006,0.0,1.2179867009019685,14.451247613404439
56,633777.0,473269.0,61868.0,7045.0,22301.0,613.0,21853.0,197760.0,"Denver County, Colorado",031,08,6.33777,74674.37284723176,9761.793185931328,1111.5897231991694,3518.745552457726,96.72171757574037,3448.0582286829595,31203.404352003938,Denver County,Colorado,CO,74.67437284723175,9.76179318593133,1.1115897231991694,3.518745552457726,0.09672171757574037,3.4480582286829597,31.20340435200394
57,1736.0,1641.0,0.0,22.0,2.0,4.0,67.0,119.0,"Dolores County, Colorado",033,08,0.01736,94527.64976958524,0.0,1267.2811059907833,115.2073732718894,230.4147465437788,3859.4470046082947,6854.8387096774195,Dolores County,Colorado,CO,94.52764976958525,0.0,1.2672811059907834,0.1152073732718894,0.2304147465437788,3.859447004608295,6.854838709677419
58,299794.0,272630.0,2985.0,779.0,11588.0,79.0,8841.0,23870.0,"Douglas County, Colorado",035,08,2.99794,90939.11152324597,995.6837028092624,259.8450936309599,3865.320853652842,26.351427980546642,2949.02499716472,7962.133998679094,Douglas County,Colorado,CO,90.93911152324597,0.9956837028092623,0.2598450936309599,3.8653208536528414,0.02635142798054664,2.9490249971647198,7.962133998679093
59,52233.0,46882.0,548.0,276.0,251.0,0.0,915.0,15692.0,"Eagle County, Colorado",037,08,0.52233,89755.51854191795,1049.1451764210367,528.4015852047556,480.53912277678864,0.0,1751.766124863592,30042.310416786324,Eagle County,Colorado,CO,89.75551854191795,1.0491451764210367,0.5284015852047557,0.4805391227767886,0.0,1.751766124863592,30.04231041678632
60,23545.0,22495.0,117.0,91.0,152.0,4.0,591.0,1390.0,"Elbert County, Colorado",039,08,0.23545,95540.45444892759,496.9207899766405,386.4939477596093,645.572308345721,16.98874495646634,2510.087067317902,5903.588872372054,Elbert County,Colorado,CO,95.54045444892758,0.49692078997664046,0.3864939477596092,0.645572308345721,0.01698874495646634,2.510087067317902,5.903588872372054
61,645707.0,521280.0,38506.0,4119.0,17095.0,1928.0,35852.0,101403.0,"El Paso County, Colorado",041,08,6.45707,80730.1144327071,5963.385870061808,637.9054276939851,2647.485624284699,298.5874398140333,5552.3635333053535,15704.181617978433,El Paso County,Colorado,CO,80.73011443270708,5.963385870061808,0.6379054276939851,2.6474856242846987,0.2985874398140333,5.552363533305353,15.704181617978433
62,46879.0,40496.0,2788.0,766.0,563.0,61.0,1191.0,6006.0,"Fremont County, Colorado",043,08,0.46879,86384.09522387423,5947.2258367285995,1633.9938991872693,1200.9641843895988,130.12222956974338,2540.583203566629,12811.706734358668,Fremont County,Colorado,CO,86.38409522387423,5.9472258367286,1.6339938991872693,1.2009641843895988,0.1301222295697434,2.5405832035666287,12.811706734358669
63,56684.0,50191.0,499.0,447.0,392.0,0.0,1501.0,15964.0,"Garfield County, Colorado",045,08,0.56684,88545.26850610401,880.318961258909,788.5823159974595,691.5531719709265,0.0,2648.0135487968387,28163.150095264977,Garfield County,Colorado,CO,88.54526850610401,0.880318961258909,0.7885823159974596,0.6915531719709265,0.0,2.648013548796839,28.163150095264978
64,5557.0,5132.0,20.0,6.0,18.0,0.0,230.0,447.0,"Gilpin County, Colorado",047,08,0.05557,92351.98848299442,359.9064243296743,107.97192729890229,323.91578189670685,0.0,4138.923879791254,8043.90858376822,Gilpin County,Colorado,CO,92.35198848299441,0.3599064243296743,0.10797192729890229,0.32391578189670683,0.0,4.138923879791254,8.043908583768221
65,14478.0,13269.0,91.0,25.0,210.0,42.0,98.0,1101.0,"Grand County, Colorado",049,08,0.14478,91649.39908827186,628.5398535709353,172.67578394805912,1450.4765851636967,290.09531703273933,676.8890730763918,7604.641525072524,Grand County,Colorado,CO,91.64939908827186,0.6285398535709352,0.1726757839480591,1.4504765851636967,0.29009531703273933,0.6768890730763918,7.604641525072524
66,15503.0,14852.0,77.0,92.0,144.0,0.0,301.0,1362.0,"Gunnison County, Colorado",051,08,0.15503,95800.81274592015,496.67806231052054,593.4335289943882,928.8524801651294,0.0,1941.559698122944,8785.396374895181,Gunnison County,Colorado,CO,95.80081274592015,0.49667806231052053,0.5934335289943882,0.9288524801651293,0.0,1.9415596981229437,8.78539637489518
67,871.0,854.0,0.0,0.0,0.0,0.0,17.0,19.0,"Hinsdale County, Colorado",053,08,0.00871,98048.22043628013,0.0,0.0,0.0,0.0,1951.7795637198622,2181.4006888633753,Hinsdale County,Colorado,CO,98.04822043628015,0.0,0.0,0.0,0.0,1.951779563719862,2.1814006888633752
68,6550.0,5261.0,41.0,358.0,11.0,0.0,575.0,2292.0,"Huerfano County, Colorado",055,08,0.0655,80320.6106870229,625.9541984732824,5465.648854961832,167.93893129770993,0.0,8778.625954198473,34992.36641221374,Huerfano County,Colorado,CO,80.32061068702289,0.6259541984732825,5.465648854961832,0.16793893129770993,0.0,8.778625954198473,34.99236641221374
69,1389.0,1283.0,1.0,13.0,5.0,0.0,2.0,257.0,"Jackson County, Colorado",057,08,0.01389,92368.61051115912,71.99424046076314,935.9251259899208,359.9712023038157,0.0,143.98848092152627,18502.519798416128,Jackson County,Colorado,CO,92.3686105111591,0.07199424046076314,0.9359251259899208,0.3599712023038157,0.0,0.14398848092152627,18.502519798416124
70,546162.0,496471.0,5869.0,4884.0,13961.0,327.0,14535.0,81148.0,"Jefferson County, Colorado",059,08,5.46162,90901.7837198487,1074.5895906342807,894.240170498863,2556.2012736147885,59.87234556779857,2661.2982961099456,14857.862685430331,Jefferson County,Colorado,CO,90.9017837198487,1.0745895906342806,0.894240170498863,2.5562012736147883,0.05987234556779857,2.6612982961099454,14.857862685430332
71,1407.0,1330.0,11.0,6.0,1.0,0.0,59.0,85.0,"Kiowa County, Colorado",061,08,0.01407,94527.3631840796,781.8052594171997,426.4392324093817,71.07320540156361,0.0,4193.319118692253,6041.222459132907,Kiowa County,Colorado,CO,94.5273631840796,0.7818052594171997,0.42643923240938164,0.07107320540156362,0.0,4.193319118692253,6.041222459132907
72,8122.0,7443.0,279.0,128.0,39.0,20.0,35.0,1548.0,"Kit Carson County, Colorado",063,08,0.08122,91639.99015020931,3435.114503816794,1575.9665107116473,480.17729623245503,246.2447672986949,430.92834277271606,19059.344988918987,Kit Carson County,Colorado,CO,91.6399901502093,3.435114503816794,1.5759665107116474,0.4801772962324551,0.2462447672986949,0.4309283427727161,19.059344988918987
